町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,91,52,62,114
両国二丁目,99,65,87,152
両国三丁目,58,38,54,92
両国四丁目,92,58,70,128
千歳一丁目,23,21,20,41
千歳二丁目,22,15,18,33
千歳三丁目,50,29,46,75
緑一丁目,119,87,69,156
緑二丁目,75,51,64,115
緑三丁目,92,78,85,163
緑四丁目,214,135,210,345
立川一丁目,37,21,26,47
立川二丁目,40,37,19,56
立川三丁目,18,16,14,30
立川四丁目,35,29,32,61
菊川一丁目,28,19,26,45
菊川二丁目,40,24,36,60
菊川三丁目,57,45,52,97
江東橋一丁目,103,72,121,193
江東橋二丁目,138,111,148,259
江東橋三丁目,101,70,102,172
江東橋四丁目,314,191,356,547
江東橋五丁目,72,50,87,137
横網一丁目,5,7,2,9
横網二丁目,57,39,34,73
亀沢一丁目,36,28,39,67
亀沢二丁目,21,23,30,53
亀沢三丁目,40,38,36,74
亀沢四丁目,61,45,76,121
石原一丁目,72,60,68,128
石原二丁目,38,29,35,64
石原三丁目,64,52,51,103
石原四丁目,49,41,67,108
本所一丁目,46,36,62,98
本所二丁目,25,19,30,49
本所三丁目,55,29,58,87
本所四丁目,33,22,42,64
東駒形一丁目,49,41,21,62
東駒形二丁目,54,49,27,76
東駒形三丁目,28,25,19,44
東駒形四丁目,29,28,36,64
吾妻橋一丁目,50,37,39,76
吾妻橋二丁目,18,13,19,32
吾妻橋三丁目,21,18,27,45
錦糸一丁目,111,80,121,201
錦糸二丁目,78,68,89,157
錦糸三丁目,77,53,96,149
錦糸四丁目,119,93,130,223
太平一丁目,136,105,140,245
太平二丁目,100,61,106,167
太平三丁目,73,59,72,131
太平四丁目,163,140,199,339
横川一丁目,35,41,39,80
横川二丁目,33,23,27,50
横川三丁目,25,22,36,58
横川四丁目,79,41,69,110
横川五丁目,32,45,78,123
業平一丁目,24,21,26,47
業平二丁目,21,27,22,49
業平三丁目,23,20,22,42
業平四丁目,33,37,41,78
業平五丁目,20,18,21,39
向島一丁目,27,26,21,47
向島二丁目,30,33,26,59
向島三丁目,52,36,50,86
向島四丁目,21,26,29,55
向島五丁目,46,39,54,93
東向島一丁目,28,26,33,59
東向島二丁目,46,41,61,102
東向島三丁目,49,36,47,83
東向島四丁目,49,40,60,100
東向島五丁目,37,33,51,84
東向島六丁目,44,36,52,88
堤通一丁目,38,44,41,85
堤通二丁目,63,76,148,224
墨田一丁目,23,37,51,88
墨田二丁目,37,41,52,93
墨田三丁目,35,38,51,89
墨田四丁目,41,37,58,95
墨田五丁目,19,15,32,47
押上一丁目,32,24,36,60
押上二丁目,52,43,58,101
押上三丁目,50,55,61,116
京島一丁目,62,62,99,161
京島二丁目,20,26,22,48
京島三丁目,31,36,48,84
文花一丁目,63,91,138,229
文花二丁目,45,30,59,89
文花三丁目,25,24,42,66
八広一丁目,24,23,42,65
八広二丁目,37,41,61,102
八広三丁目,21,25,46,71
八広四丁目,49,32,70,102
八広五丁目,38,33,57,90
八広六丁目,30,33,48,81
立花一丁目,233,216,250,466
立花二丁目,67,43,42,85
立花三丁目,55,62,63,125
立花四丁目,56,58,94,152
立花五丁目,87,100,111,211
立花六丁目,40,30,62,92
東墨田一丁目,14,15,3,18
東墨田二丁目,32,37,30,67
東墨田三丁目,24,27,15,42
