町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,133,76,91,167
両国二丁目,111,68,93,161
両国三丁目,56,44,45,89
両国四丁目,116,61,93,154
千歳一丁目,32,23,24,47
千歳二丁目,26,16,25,41
千歳三丁目,46,31,44,75
緑一丁目,145,102,86,188
緑二丁目,75,42,68,110
緑三丁目,103,88,92,180
緑四丁目,266,146,251,397
立川一丁目,40,24,37,61
立川二丁目,42,38,19,57
立川三丁目,12,12,13,25
立川四丁目,40,28,39,67
菊川一丁目,32,19,31,50
菊川二丁目,33,19,35,54
菊川三丁目,80,50,83,133
江東橋一丁目,101,72,123,195
江東橋二丁目,164,119,162,281
江東橋三丁目,107,78,91,169
江東橋四丁目,325,201,378,579
江東橋五丁目,58,49,75,124
横網一丁目,10,10,5,15
横網二丁目,50,35,30,65
亀沢一丁目,46,34,46,80
亀沢二丁目,18,25,25,50
亀沢三丁目,45,41,42,83
亀沢四丁目,84,43,91,134
石原一丁目,80,72,57,129
石原二丁目,50,39,33,72
石原三丁目,73,59,44,103
石原四丁目,58,47,63,110
本所一丁目,59,47,58,105
本所二丁目,25,21,31,52
本所三丁目,58,34,54,88
本所四丁目,40,26,45,71
東駒形一丁目,48,31,31,62
東駒形二丁目,38,32,24,56
東駒形三丁目,29,18,23,41
東駒形四丁目,22,26,33,59
吾妻橋一丁目,42,31,36,67
吾妻橋二丁目,22,12,21,33
吾妻橋三丁目,25,20,29,49
錦糸一丁目,149,104,135,239
錦糸二丁目,79,70,62,132
錦糸三丁目,65,47,80,127
錦糸四丁目,108,86,120,206
太平一丁目,145,118,144,262
太平二丁目,84,57,97,154
太平三丁目,76,59,72,131
太平四丁目,158,130,194,324
横川一丁目,31,35,31,66
横川二丁目,46,35,36,71
横川三丁目,30,25,41,66
横川四丁目,81,54,58,112
横川五丁目,48,58,103,161
業平一丁目,33,29,29,58
業平二丁目,20,20,22,42
業平三丁目,23,18,19,37
業平四丁目,44,40,52,92
業平五丁目,23,21,19,40
向島一丁目,37,35,29,64
向島二丁目,36,34,29,63
向島三丁目,71,39,67,106
向島四丁目,27,30,32,62
向島五丁目,55,51,57,108
東向島一丁目,28,24,33,57
東向島二丁目,45,44,64,108
東向島三丁目,55,37,54,91
東向島四丁目,50,41,57,98
東向島五丁目,45,39,52,91
東向島六丁目,39,27,56,83
堤通一丁目,34,38,46,84
堤通二丁目,70,81,147,228
墨田一丁目,26,39,53,92
墨田二丁目,31,39,53,92
墨田三丁目,39,30,59,89
墨田四丁目,47,40,60,100
墨田五丁目,24,17,34,51
押上一丁目,37,31,34,65
押上二丁目,55,42,55,97
押上三丁目,50,54,65,119
京島一丁目,66,57,115,172
京島二丁目,15,17,17,34
京島三丁目,36,35,46,81
文花一丁目,72,90,152,242
文花二丁目,51,33,66,99
文花三丁目,27,26,34,60
八広一丁目,30,25,45,70
八広二丁目,45,43,63,106
八広三丁目,36,41,51,92
八広四丁目,39,24,69,93
八広五丁目,43,41,53,94
八広六丁目,34,35,52,87
立花一丁目,292,264,307,571
立花二丁目,61,46,36,82
立花三丁目,72,63,74,137
立花四丁目,75,51,123,174
立花五丁目,94,114,111,225
立花六丁目,42,31,59,90
東墨田一丁目,18,19,3,22
東墨田二丁目,35,45,24,69
東墨田三丁目,23,26,14,40
