町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,146,82,103,185
両国二丁目,122,77,98,175
両国三丁目,55,42,46,88
両国四丁目,132,66,100,166
千歳一丁目,37,26,26,52
千歳二丁目,38,26,23,49
千歳三丁目,48,37,48,85
緑一丁目,91,64,60,124
緑二丁目,74,59,63,122
緑三丁目,102,83,88,171
緑四丁目,248,173,196,369
立川一丁目,31,19,22,41
立川二丁目,33,26,21,47
立川三丁目,14,12,14,26
立川四丁目,35,31,30,61
菊川一丁目,32,21,32,53
菊川二丁目,46,33,38,71
菊川三丁目,91,72,72,144
江東橋一丁目,109,66,134,200
江東橋二丁目,182,140,166,306
江東橋三丁目,109,72,91,163
江東橋四丁目,348,213,378,591
江東橋五丁目,59,48,77,125
横網一丁目,12,14,4,18
横網二丁目,55,38,32,70
亀沢一丁目,50,33,49,82
亀沢二丁目,64,38,59,97
亀沢三丁目,55,46,51,97
亀沢四丁目,91,53,94,147
石原一丁目,87,66,66,132
石原二丁目,50,37,37,74
石原三丁目,61,50,40,90
石原四丁目,59,47,62,109
本所一丁目,53,40,54,94
本所二丁目,17,14,27,41
本所三丁目,65,35,62,97
本所四丁目,41,30,43,73
東駒形一丁目,47,34,30,64
東駒形二丁目,32,28,21,49
東駒形三丁目,32,19,23,42
東駒形四丁目,26,30,34,64
吾妻橋一丁目,54,46,46,92
吾妻橋二丁目,26,14,26,40
吾妻橋三丁目,24,16,31,47
錦糸一丁目,144,92,139,231
錦糸二丁目,97,71,82,153
錦糸三丁目,75,51,80,131
錦糸四丁目,107,80,120,200
太平一丁目,162,125,153,278
太平二丁目,93,57,95,152
太平三丁目,82,65,80,145
太平四丁目,166,129,193,322
横川一丁目,27,33,33,66
横川二丁目,48,37,34,71
横川三丁目,44,32,49,81
横川四丁目,80,49,64,113
横川五丁目,51,65,104,169
業平一丁目,40,37,34,71
業平二丁目,30,27,27,54
業平三丁目,20,15,18,33
業平四丁目,43,39,52,91
業平五丁目,24,20,23,43
向島一丁目,40,32,35,67
向島二丁目,38,29,30,59
向島三丁目,82,41,80,121
向島四丁目,27,33,29,62
向島五丁目,62,55,58,113
東向島一丁目,35,33,32,65
東向島二丁目,47,40,66,106
東向島三丁目,63,44,61,105
東向島四丁目,52,41,57,98
東向島五丁目,40,35,51,86
東向島六丁目,51,46,51,97
堤通一丁目,39,47,42,89
堤通二丁目,74,93,153,246
墨田一丁目,39,45,74,119
墨田二丁目,33,38,44,82
墨田三丁目,51,34,66,100
墨田四丁目,52,48,65,113
墨田五丁目,30,15,41,56
押上一丁目,35,31,31,62
押上二丁目,55,39,56,95
押上三丁目,64,64,83,147
京島一丁目,63,64,104,168
京島二丁目,17,18,18,36
京島三丁目,33,33,49,82
文花一丁目,71,84,154,238
文花二丁目,66,39,67,106
文花三丁目,21,21,31,52
八広一丁目,32,30,46,76
八広二丁目,39,46,54,100
八広三丁目,41,45,51,96
八広四丁目,41,33,64,97
八広五丁目,45,37,52,89
八広六丁目,39,36,55,91
立花一丁目,347,320,353,673
立花二丁目,80,49,56,105
立花三丁目,82,66,92,158
立花四丁目,70,62,117,179
立花五丁目,109,121,121,242
立花六丁目,61,42,66,108
東墨田一丁目,22,23,2,25
東墨田二丁目,34,44,26,70
東墨田三丁目,27,23,17,40
