町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,147,82,103,185
両国二丁目,117,75,95,170
両国三丁目,55,43,45,88
両国四丁目,119,57,93,150
千歳一丁目,36,26,25,51
千歳二丁目,33,21,23,44
千歳三丁目,45,37,45,82
緑一丁目,93,65,65,130
緑二丁目,80,56,71,127
緑三丁目,98,81,89,170
緑四丁目,211,141,195,336
立川一丁目,32,18,24,42
立川二丁目,40,30,26,56
立川三丁目,15,13,15,28
立川四丁目,35,30,31,61
菊川一丁目,33,23,32,55
菊川二丁目,40,29,34,63
菊川三丁目,88,68,73,141
江東橋一丁目,106,69,128,197
江東橋二丁目,185,138,169,307
江東橋三丁目,108,75,95,170
江東橋四丁目,349,221,377,598
江東橋五丁目,65,53,82,135
横網一丁目,12,12,6,18
横網二丁目,63,41,35,76
亀沢一丁目,50,35,47,82
亀沢二丁目,67,40,60,100
亀沢三丁目,53,44,49,93
亀沢四丁目,89,55,92,147
石原一丁目,98,77,69,146
石原二丁目,51,39,35,74
石原三丁目,64,51,41,92
石原四丁目,58,48,61,109
本所一丁目,63,52,57,109
本所二丁目,19,16,27,43
本所三丁目,71,35,68,103
本所四丁目,46,30,48,78
東駒形一丁目,51,34,34,68
東駒形二丁目,36,32,21,53
東駒形三丁目,28,15,23,38
東駒形四丁目,26,30,34,64
吾妻橋一丁目,56,44,49,93
吾妻橋二丁目,24,12,25,37
吾妻橋三丁目,26,18,33,51
錦糸一丁目,152,100,135,235
錦糸二丁目,93,67,79,146
錦糸三丁目,85,61,87,148
錦糸四丁目,108,80,119,199
太平一丁目,163,128,149,277
太平二丁目,97,56,102,158
太平三丁目,78,65,74,139
太平四丁目,162,126,192,318
横川一丁目,28,34,33,67
横川二丁目,45,35,36,71
横川三丁目,45,34,47,81
横川四丁目,81,52,62,114
横川五丁目,50,65,103,168
業平一丁目,34,30,28,58
業平二丁目,24,21,27,48
業平三丁目,21,16,18,34
業平四丁目,47,41,59,100
業平五丁目,24,20,24,44
向島一丁目,45,37,32,69
向島二丁目,35,31,29,60
向島三丁目,72,36,72,108
向島四丁目,26,29,32,61
向島五丁目,61,55,59,114
東向島一丁目,33,31,32,63
東向島二丁目,48,40,67,107
東向島三丁目,61,43,57,100
東向島四丁目,52,39,54,93
東向島五丁目,37,33,48,81
東向島六丁目,46,41,50,91
堤通一丁目,47,51,47,98
堤通二丁目,71,88,148,236
墨田一丁目,40,45,70,115
墨田二丁目,33,37,46,83
墨田三丁目,46,33,63,96
墨田四丁目,54,51,65,116
墨田五丁目,29,14,40,54
押上一丁目,36,32,35,67
押上二丁目,53,37,56,93
押上三丁目,60,59,83,142
京島一丁目,63,65,103,168
京島二丁目,14,16,15,31
京島三丁目,31,33,45,78
文花一丁目,71,84,158,242
文花二丁目,61,35,65,100
文花三丁目,27,26,35,61
八広一丁目,30,30,41,71
八広二丁目,48,51,61,112
八広三丁目,41,45,50,95
八広四丁目,42,33,66,99
八広五丁目,44,39,50,89
八広六丁目,37,38,54,92
立花一丁目,342,319,342,661
立花二丁目,77,50,50,100
立花三丁目,90,67,91,158
立花四丁目,68,58,115,173
立花五丁目,107,119,115,234
立花六丁目,52,40,64,104
東墨田一丁目,26,27,2,29
東墨田二丁目,32,44,25,69
東墨田三丁目,34,30,18,48
