町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,151,83,105,188
両国二丁目,120,70,99,169
両国三丁目,55,44,45,89
両国四丁目,120,61,96,157
千歳一丁目,32,23,24,47
千歳二丁目,25,14,23,37
千歳三丁目,44,30,41,71
緑一丁目,143,98,83,181
緑二丁目,78,45,69,114
緑三丁目,103,86,91,177
緑四丁目,244,142,239,381
立川一丁目,41,26,36,62
立川二丁目,39,34,19,53
立川三丁目,13,13,13,26
立川四丁目,40,30,38,68
菊川一丁目,34,19,33,52
菊川二丁目,33,19,35,54
菊川三丁目,81,52,82,134
江東橋一丁目,103,71,125,196
江東橋二丁目,173,128,164,292
江東橋三丁目,99,75,86,161
江東橋四丁目,334,201,383,584
江東橋五丁目,59,48,77,125
横網一丁目,10,10,5,15
横網二丁目,49,35,29,64
亀沢一丁目,48,36,46,82
亀沢二丁目,18,25,26,51
亀沢三丁目,45,41,43,84
亀沢四丁目,86,46,93,139
石原一丁目,82,72,58,130
石原二丁目,51,41,32,73
石原三丁目,73,57,45,102
石原四丁目,62,48,65,113
本所一丁目,65,53,59,112
本所二丁目,24,20,31,51
本所三丁目,70,35,65,100
本所四丁目,41,26,44,70
東駒形一丁目,50,34,33,67
東駒形二丁目,39,34,23,57
東駒形三丁目,30,18,25,43
東駒形四丁目,21,25,32,57
吾妻橋一丁目,43,31,37,68
吾妻橋二丁目,25,14,22,36
吾妻橋三丁目,25,20,29,49
錦糸一丁目,143,101,132,233
錦糸二丁目,82,70,64,134
錦糸三丁目,68,50,78,128
錦糸四丁目,111,89,121,210
太平一丁目,150,123,146,269
太平二丁目,90,59,100,159
太平三丁目,77,61,73,134
太平四丁目,160,132,194,326
横川一丁目,29,34,29,63
横川二丁目,46,35,34,69
横川三丁目,32,27,43,70
横川四丁目,86,57,60,117
横川五丁目,50,62,104,166
業平一丁目,34,30,30,60
業平二丁目,22,20,25,45
業平三丁目,25,19,20,39
業平四丁目,48,43,53,96
業平五丁目,23,22,19,41
向島一丁目,37,34,28,62
向島二丁目,34,30,28,58
向島三丁目,63,37,62,99
向島四丁目,27,31,32,63
向島五丁目,54,51,55,106
東向島一丁目,28,26,30,56
東向島二丁目,48,44,67,111
東向島三丁目,55,37,54,91
東向島四丁目,52,41,56,97
東向島五丁目,43,39,50,89
東向島六丁目,43,33,54,87
堤通一丁目,35,38,46,84
堤通二丁目,70,81,149,230
墨田一丁目,26,41,53,94
墨田二丁目,31,39,53,92
墨田三丁目,39,30,59,89
墨田四丁目,51,43,65,108
墨田五丁目,26,16,37,53
押上一丁目,37,31,34,65
押上二丁目,56,42,57,99
押上三丁目,50,53,66,119
京島一丁目,64,57,114,171
京島二丁目,16,18,17,35
京島三丁目,36,35,45,80
文花一丁目,71,90,152,242
文花二丁目,55,36,67,103
文花三丁目,28,26,36,62
八広一丁目,28,25,44,69
八広二丁目,47,44,64,108
八広三丁目,36,41,51,92
八広四丁目,38,27,70,97
八広五丁目,43,41,52,93
八広六丁目,34,35,52,87
立花一丁目,304,274,317,591
立花二丁目,82,51,52,103
立花三丁目,75,65,76,141
立花四丁目,75,51,125,176
立花五丁目,96,114,114,228
立花六丁目,49,32,66,98
東墨田一丁目,18,19,3,22
東墨田二丁目,32,43,23,66
東墨田三丁目,31,34,14,48
