町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,117,68,88,156
両国二丁目,119,78,92,170
両国三丁目,51,41,41,82
両国四丁目,160,111,84,195
千歳一丁目,44,29,29,58
千歳二丁目,44,30,27,57
千歳三丁目,44,35,47,82
緑一丁目,122,77,81,158
緑二丁目,88,65,71,136
緑三丁目,121,99,97,196
緑四丁目,236,152,208,360
立川一丁目,33,19,26,45
立川二丁目,40,31,19,50
立川三丁目,22,19,19,38
立川四丁目,49,33,41,74
菊川一丁目,41,23,38,61
菊川二丁目,47,31,41,72
菊川三丁目,103,81,73,154
江東橋一丁目,114,77,132,209
江東橋二丁目,178,131,175,306
江東橋三丁目,122,81,99,180
江東橋四丁目,336,203,360,563
江東橋五丁目,65,44,77,121
横網一丁目,13,13,10,23
横網二丁目,51,36,30,66
亀沢一丁目,52,39,44,83
亀沢二丁目,60,39,57,96
亀沢三丁目,55,49,50,99
亀沢四丁目,102,62,107,169
石原一丁目,83,63,67,130
石原二丁目,58,43,41,84
石原三丁目,68,58,44,102
石原四丁目,74,51,75,126
本所一丁目,51,41,53,94
本所二丁目,21,17,26,43
本所三丁目,68,32,63,95
本所四丁目,47,29,51,80
東駒形一丁目,41,31,28,59
東駒形二丁目,27,24,17,41
東駒形三丁目,34,21,25,46
東駒形四丁目,28,29,34,63
吾妻橋一丁目,73,62,53,115
吾妻橋二丁目,28,16,33,49
吾妻橋三丁目,25,18,33,51
錦糸一丁目,130,82,139,221
錦糸二丁目,89,71,79,150
錦糸三丁目,71,47,80,127
錦糸四丁目,109,79,121,200
太平一丁目,167,123,166,289
太平二丁目,94,61,93,154
太平三丁目,97,65,93,158
太平四丁目,169,135,205,340
横川一丁目,29,34,34,68
横川二丁目,40,33,31,64
横川三丁目,44,38,46,84
横川四丁目,72,43,58,101
横川五丁目,55,67,112,179
業平一丁目,45,40,36,76
業平二丁目,21,22,19,41
業平三丁目,20,14,21,35
業平四丁目,46,37,56,93
業平五丁目,33,25,29,54
向島一丁目,45,39,35,74
向島二丁目,40,27,38,65
向島三丁目,89,45,83,128
向島四丁目,35,37,34,71
向島五丁目,67,56,58,114
東向島一丁目,40,34,38,72
東向島二丁目,49,44,65,109
東向島三丁目,58,38,60,98
東向島四丁目,49,33,64,97
東向島五丁目,35,31,49,80
東向島六丁目,45,39,53,92
堤通一丁目,34,43,39,82
堤通二丁目,72,94,151,245
墨田一丁目,53,47,82,129
墨田二丁目,34,41,46,87
墨田三丁目,62,40,72,112
墨田四丁目,58,53,63,116
墨田五丁目,35,19,43,62
押上一丁目,33,31,30,61
押上二丁目,55,40,48,88
押上三丁目,68,63,86,149
京島一丁目,72,69,105,174
京島二丁目,15,14,15,29
京島三丁目,42,36,52,88
文花一丁目,72,89,154,243
文花二丁目,61,37,65,102
文花三丁目,22,22,28,50
八広一丁目,29,32,41,73
八広二丁目,41,46,52,98
八広三丁目,45,44,56,100
八広四丁目,41,35,65,100
八広五丁目,56,54,51,105
八広六丁目,43,40,59,99
立花一丁目,377,338,368,706
立花二丁目,72,52,45,97
立花三丁目,103,67,114,181
立花四丁目,69,66,111,177
立花五丁目,108,112,113,225
立花六丁目,71,50,70,120
東墨田一丁目,18,18,3,21
東墨田二丁目,35,44,29,73
東墨田三丁目,23,19,19,38
