町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,118,73,83,156
両国二丁目,130,84,95,179
両国三丁目,49,40,41,81
両国四丁目,155,109,82,191
千歳一丁目,43,25,31,56
千歳二丁目,43,28,28,56
千歳三丁目,43,35,47,82
緑一丁目,120,70,85,155
緑二丁目,81,62,68,130
緑三丁目,112,86,102,188
緑四丁目,243,153,212,365
立川一丁目,31,17,23,40
立川二丁目,43,34,21,55
立川三丁目,22,20,21,41
立川四丁目,50,33,39,72
菊川一丁目,38,24,36,60
菊川二丁目,49,33,40,73
菊川三丁目,106,83,74,157
江東橋一丁目,121,80,136,216
江東橋二丁目,180,126,182,308
江東橋三丁目,114,76,94,170
江東橋四丁目,346,212,365,577
江東橋五丁目,61,43,75,118
横網一丁目,12,13,9,22
横網二丁目,52,37,29,66
亀沢一丁目,51,39,43,82
亀沢二丁目,59,36,59,95
亀沢三丁目,54,48,49,97
亀沢四丁目,99,63,101,164
石原一丁目,83,62,67,129
石原二丁目,60,44,42,86
石原三丁目,66,57,42,99
石原四丁目,71,54,73,127
本所一丁目,51,40,55,95
本所二丁目,20,17,25,42
本所三丁目,69,35,61,96
本所四丁目,44,28,50,78
東駒形一丁目,41,30,29,59
東駒形二丁目,30,27,20,47
東駒形三丁目,34,21,25,46
東駒形四丁目,28,29,34,63
吾妻橋一丁目,71,63,56,119
吾妻橋二丁目,24,14,31,45
吾妻橋三丁目,21,15,31,46
錦糸一丁目,132,84,139,223
錦糸二丁目,91,70,84,154
錦糸三丁目,75,49,85,134
錦糸四丁目,106,78,119,197
太平一丁目,168,124,162,286
太平二丁目,96,62,94,156
太平三丁目,92,63,88,151
太平四丁目,170,138,207,345
横川一丁目,29,34,34,68
横川二丁目,39,31,32,63
横川三丁目,44,38,46,84
横川四丁目,75,42,60,102
横川五丁目,54,66,111,177
業平一丁目,48,43,39,82
業平二丁目,22,25,18,43
業平三丁目,19,14,20,34
業平四丁目,46,36,55,91
業平五丁目,35,27,29,56
向島一丁目,47,40,36,76
向島二丁目,40,27,37,64
向島三丁目,91,44,85,129
向島四丁目,35,36,34,70
向島五丁目,68,61,59,120
東向島一丁目,43,36,39,75
東向島二丁目,48,44,65,109
東向島三丁目,55,35,60,95
東向島四丁目,48,31,62,93
東向島五丁目,34,32,49,81
東向島六丁目,44,38,57,95
堤通一丁目,34,43,37,80
堤通二丁目,72,94,151,245
墨田一丁目,56,49,82,131
墨田二丁目,34,41,46,87
墨田三丁目,61,40,72,112
墨田四丁目,56,48,62,110
墨田五丁目,38,23,43,66
押上一丁目,38,35,32,67
押上二丁目,52,40,44,84
押上三丁目,67,63,86,149
京島一丁目,69,69,105,174
京島二丁目,18,17,15,32
京島三丁目,43,37,54,91
文花一丁目,73,89,153,242
文花二丁目,60,38,64,102
文花三丁目,22,23,27,50
八広一丁目,32,34,42,76
八広二丁目,40,45,49,94
八広三丁目,43,44,56,100
八広四丁目,43,37,67,104
八広五丁目,50,49,47,96
八広六丁目,42,42,57,99
立花一丁目,381,342,374,716
立花二丁目,66,48,43,91
立花三丁目,96,62,113,175
立花四丁目,68,66,112,178
立花五丁目,109,116,111,227
立花六丁目,66,46,71,117
東墨田一丁目,18,18,3,21
東墨田二丁目,37,45,30,75
東墨田三丁目,23,17,20,37
