町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,70,52,51,103
両国二丁目,108,70,93,163
両国三丁目,50,38,40,78
両国四丁目,68,56,54,110
千歳一丁目,35,22,29,51
千歳二丁目,33,20,27,47
千歳三丁目,58,45,47,92
緑一丁目,126,86,82,168
緑二丁目,78,55,67,122
緑三丁目,98,73,97,170
緑四丁目,228,156,169,325
立川一丁目,21,13,18,31
立川二丁目,35,34,14,48
立川三丁目,27,24,21,45
立川四丁目,52,35,36,71
菊川一丁目,40,25,34,59
菊川二丁目,43,30,37,67
菊川三丁目,74,63,62,125
江東橋一丁目,147,83,151,234
江東橋二丁目,164,114,145,259
江東橋三丁目,115,72,89,161
江東橋四丁目,311,204,298,502
江東橋五丁目,79,69,84,153
横網一丁目,7,5,5,10
横網二丁目,32,23,22,45
亀沢一丁目,35,25,38,63
亀沢二丁目,41,30,39,69
亀沢三丁目,52,37,55,92
亀沢四丁目,95,62,103,165
石原一丁目,104,70,72,142
石原二丁目,40,31,35,66
石原三丁目,52,43,38,81
石原四丁目,72,52,79,131
本所一丁目,52,33,53,86
本所二丁目,17,13,23,36
本所三丁目,41,23,39,62
本所四丁目,56,33,59,92
東駒形一丁目,33,20,27,47
東駒形二丁目,27,19,16,35
東駒形三丁目,27,17,20,37
東駒形四丁目,28,23,35,58
吾妻橋一丁目,58,54,44,98
吾妻橋二丁目,29,16,25,41
吾妻橋三丁目,12,20,22,42
錦糸一丁目,138,86,127,213
錦糸二丁目,66,47,75,122
錦糸三丁目,67,39,69,108
錦糸四丁目,91,78,96,174
太平一丁目,150,114,134,248
太平二丁目,64,45,64,109
太平三丁目,72,52,73,125
太平四丁目,145,126,175,301
横川一丁目,32,31,30,61
横川二丁目,47,36,32,68
横川三丁目,36,26,34,60
横川四丁目,65,34,48,82
横川五丁目,44,68,107,175
業平一丁目,45,38,39,77
業平二丁目,16,17,15,32
業平三丁目,25,16,19,35
業平四丁目,42,37,51,88
業平五丁目,21,15,22,37
向島一丁目,42,35,37,72
向島二丁目,34,32,29,61
向島三丁目,91,66,71,137
向島四丁目,33,33,32,65
向島五丁目,67,54,67,121
東向島一丁目,47,42,44,86
東向島二丁目,43,39,63,102
東向島三丁目,55,49,54,103
東向島四丁目,61,45,66,111
東向島五丁目,47,35,59,94
東向島六丁目,63,47,67,114
堤通一丁目,37,41,39,80
堤通二丁目,81,94,147,241
墨田一丁目,53,45,83,128
墨田二丁目,47,49,55,104
墨田三丁目,52,46,69,115
墨田四丁目,50,46,57,103
墨田五丁目,24,18,36,54
押上一丁目,28,36,21,57
押上二丁目,42,36,39,75
押上三丁目,56,48,84,132
京島一丁目,69,73,90,163
京島二丁目,27,26,15,41
京島三丁目,33,32,45,77
文花一丁目,82,91,162,253
文花二丁目,62,41,64,105
文花三丁目,19,18,26,44
八広一丁目,31,30,43,73
八広二丁目,50,46,58,104
八広三丁目,30,33,43,76
八広四丁目,65,45,77,122
八広五丁目,46,54,50,104
八広六丁目,40,39,56,95
立花一丁目,421,344,391,735
立花二丁目,48,44,35,79
立花三丁目,93,72,107,179
立花四丁目,76,76,96,172
立花五丁目,100,117,98,215
立花六丁目,63,55,67,122
東墨田一丁目,13,11,4,15
東墨田二丁目,50,41,43,84
東墨田三丁目,28,29,18,47
