町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,120,77,82,159
両国二丁目,133,85,101,186
両国三丁目,58,49,41,90
両国四丁目,156,109,83,192
千歳一丁目,42,24,31,55
千歳二丁目,40,26,26,52
千歳三丁目,45,36,48,84
緑一丁目,125,76,83,159
緑二丁目,83,62,70,132
緑三丁目,116,92,100,192
緑四丁目,245,151,215,366
立川一丁目,34,19,24,43
立川二丁目,43,34,20,54
立川三丁目,22,20,21,41
立川四丁目,51,34,41,75
菊川一丁目,40,25,36,61
菊川二丁目,47,31,40,71
菊川三丁目,110,86,75,161
江東橋一丁目,123,79,138,217
江東橋二丁目,174,123,181,304
江東橋三丁目,115,76,96,172
江東橋四丁目,338,211,359,570
江東橋五丁目,60,41,74,115
横網一丁目,12,13,9,22
横網二丁目,46,32,28,60
亀沢一丁目,50,39,42,81
亀沢二丁目,62,38,60,98
亀沢三丁目,55,48,50,98
亀沢四丁目,97,64,100,164
石原一丁目,81,61,65,126
石原二丁目,61,45,42,87
石原三丁目,63,54,41,95
石原四丁目,72,54,72,126
本所一丁目,52,39,57,96
本所二丁目,19,16,25,41
本所三丁目,69,30,59,89
本所四丁目,45,29,50,79
東駒形一丁目,42,31,29,60
東駒形二丁目,29,28,18,46
東駒形三丁目,33,21,24,45
東駒形四丁目,29,30,34,64
吾妻橋一丁目,70,63,57,120
吾妻橋二丁目,27,15,33,48
吾妻橋三丁目,21,16,29,45
錦糸一丁目,140,89,143,232
錦糸二丁目,94,75,87,162
錦糸三丁目,78,46,89,135
錦糸四丁目,108,78,120,198
太平一丁目,165,125,156,281
太平二丁目,94,60,95,155
太平三丁目,89,60,87,147
太平四丁目,170,138,202,340
横川一丁目,30,35,34,69
横川二丁目,39,31,33,64
横川三丁目,45,40,46,86
横川四丁目,72,39,62,101
横川五丁目,55,67,114,181
業平一丁目,47,43,38,81
業平二丁目,21,25,17,42
業平三丁目,18,15,19,34
業平四丁目,44,36,55,91
業平五丁目,54,39,36,75
向島一丁目,48,41,38,79
向島二丁目,41,28,37,65
向島三丁目,91,45,84,129
向島四丁目,37,38,35,73
向島五丁目,65,62,58,120
東向島一丁目,45,37,40,77
東向島二丁目,47,44,64,108
東向島三丁目,56,36,61,97
東向島四丁目,54,34,66,100
東向島五丁目,38,36,50,86
東向島六丁目,47,42,57,99
堤通一丁目,34,42,37,79
堤通二丁目,70,94,150,244
墨田一丁目,56,48,83,131
墨田二丁目,35,42,49,91
墨田三丁目,64,41,74,115
墨田四丁目,57,48,61,109
墨田五丁目,37,23,44,67
押上一丁目,39,35,33,68
押上二丁目,54,41,45,86
押上三丁目,68,63,86,149
京島一丁目,68,69,104,173
京島二丁目,19,18,15,33
京島三丁目,42,36,53,89
文花一丁目,75,90,156,246
文花二丁目,58,37,62,99
文花三丁目,20,21,27,48
八広一丁目,34,34,44,78
八広二丁目,41,45,51,96
八広三丁目,38,40,53,93
八広四丁目,44,38,67,105
八広五丁目,49,48,47,95
八広六丁目,41,40,58,98
立花一丁目,398,351,381,732
立花二丁目,64,48,42,90
立花三丁目,99,66,116,182
立花四丁目,67,64,113,177
立花五丁目,107,114,111,225
立花六丁目,68,47,72,119
東墨田一丁目,18,18,3,21
東墨田二丁目,38,46,30,76
東墨田三丁目,24,18,20,38
