町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,96,54,66,120
両国二丁目,110,75,93,168
両国三丁目,58,37,51,88
両国四丁目,88,61,65,126
千歳一丁目,23,20,21,41
千歳二丁目,24,16,22,38
千歳三丁目,52,30,48,78
緑一丁目,117,83,66,149
緑二丁目,70,51,61,112
緑三丁目,86,75,74,149
緑四丁目,233,162,206,368
立川一丁目,32,20,22,42
立川二丁目,37,33,20,53
立川三丁目,20,18,18,36
立川四丁目,37,29,34,63
菊川一丁目,29,19,26,45
菊川二丁目,36,23,34,57
菊川三丁目,63,47,60,107
江東橋一丁目,105,74,119,193
江東橋二丁目,131,104,144,248
江東橋三丁目,96,63,99,162
江東橋四丁目,311,191,358,549
江東橋五丁目,67,47,86,133
横網一丁目,5,7,2,9
横網二丁目,61,43,34,77
亀沢一丁目,34,28,36,64
亀沢二丁目,31,31,31,62
亀沢三丁目,41,37,38,75
亀沢四丁目,59,44,79,123
石原一丁目,77,63,70,133
石原二丁目,38,32,35,67
石原三丁目,66,50,53,103
石原四丁目,51,42,72,114
本所一丁目,44,38,59,97
本所二丁目,24,20,32,52
本所三丁目,62,29,66,95
本所四丁目,33,22,43,65
東駒形一丁目,44,39,19,58
東駒形二丁目,62,53,28,81
東駒形三丁目,30,24,22,46
東駒形四丁目,27,24,37,61
吾妻橋一丁目,46,34,37,71
吾妻橋二丁目,19,15,18,33
吾妻橋三丁目,21,18,27,45
錦糸一丁目,109,78,126,204
錦糸二丁目,83,74,83,157
錦糸三丁目,78,51,97,148
錦糸四丁目,122,92,131,223
太平一丁目,138,107,143,250
太平二丁目,106,70,107,177
太平三丁目,71,57,73,130
太平四丁目,162,136,194,330
横川一丁目,34,40,36,76
横川二丁目,31,22,25,47
横川三丁目,24,22,36,58
横川四丁目,74,40,63,103
横川五丁目,31,46,76,122
業平一丁目,27,26,24,50
業平二丁目,21,28,24,52
業平三丁目,23,19,22,41
業平四丁目,35,37,42,79
業平五丁目,20,16,21,37
向島一丁目,22,25,18,43
向島二丁目,30,31,27,58
向島三丁目,48,32,50,82
向島四丁目,21,25,28,53
向島五丁目,39,34,51,85
東向島一丁目,28,29,34,63
東向島二丁目,41,38,57,95
東向島三丁目,46,34,50,84
東向島四丁目,48,38,59,97
東向島五丁目,38,35,51,86
東向島六丁目,37,31,50,81
堤通一丁目,38,45,41,86
堤通二丁目,65,78,142,220
墨田一丁目,24,37,53,90
墨田二丁目,36,38,52,90
墨田三丁目,33,34,48,82
墨田四丁目,40,36,58,94
墨田五丁目,18,15,31,46
押上一丁目,29,22,35,57
押上二丁目,44,38,56,94
押上三丁目,49,53,61,114
京島一丁目,52,53,93,146
京島二丁目,21,25,24,49
京島三丁目,33,38,49,87
文花一丁目,63,90,138,228
文花二丁目,43,29,54,83
文花三丁目,28,26,42,68
八広一丁目,24,26,43,69
八広二丁目,40,43,68,111
八広三丁目,23,27,49,76
八広四丁目,47,30,72,102
八広五丁目,35,30,55,85
八広六丁目,35,35,51,86
立花一丁目,229,213,245,458
立花二丁目,65,46,39,85
立花三丁目,59,61,65,126
立花四丁目,55,60,93,153
立花五丁目,82,94,110,204
立花六丁目,40,30,62,92
東墨田一丁目,15,16,3,19
東墨田二丁目,35,40,30,70
東墨田三丁目,22,25,15,40
