町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,133,78,94,172
両国二丁目,122,83,92,175
両国三丁目,51,44,38,82
両国四丁目,128,72,92,164
千歳一丁目,43,30,28,58
千歳二丁目,43,29,28,57
千歳三丁目,45,36,47,83
緑一丁目,104,69,71,140
緑二丁目,75,55,63,118
緑三丁目,114,97,90,187
緑四丁目,253,152,226,378
立川一丁目,34,19,26,45
立川二丁目,48,38,24,62
立川三丁目,19,15,19,34
立川四丁目,46,33,38,71
菊川一丁目,35,21,34,55
菊川二丁目,52,35,42,77
菊川三丁目,96,77,71,148
江東橋一丁目,115,75,132,207
江東橋二丁目,179,139,174,313
江東橋三丁目,122,81,96,177
江東橋四丁目,347,213,370,583
江東橋五丁目,69,48,78,126
横網一丁目,14,14,8,22
横網二丁目,44,33,26,59
亀沢一丁目,53,37,48,85
亀沢二丁目,59,41,58,99
亀沢三丁目,54,48,50,98
亀沢四丁目,97,56,101,157
石原一丁目,88,64,74,138
石原二丁目,52,37,41,78
石原三丁目,68,57,44,101
石原四丁目,75,54,77,131
本所一丁目,54,44,53,97
本所二丁目,20,17,25,42
本所三丁目,58,30,57,87
本所四丁目,43,30,44,74
東駒形一丁目,46,36,26,62
東駒形二丁目,27,23,19,42
東駒形三丁目,31,20,23,43
東駒形四丁目,28,30,35,65
吾妻橋一丁目,61,53,53,106
吾妻橋二丁目,32,17,33,50
吾妻橋三丁目,23,17,29,46
錦糸一丁目,133,82,138,220
錦糸二丁目,93,71,81,152
錦糸三丁目,76,52,82,134
錦糸四丁目,113,77,125,202
太平一丁目,160,120,157,277
太平二丁目,89,58,88,146
太平三丁目,91,65,89,154
太平四丁目,172,133,202,335
横川一丁目,27,32,31,63
横川二丁目,46,37,32,69
横川三丁目,41,33,48,81
横川四丁目,84,49,64,113
横川五丁目,56,71,114,185
業平一丁目,43,40,34,74
業平二丁目,30,27,27,54
業平三丁目,19,14,17,31
業平四丁目,47,38,58,96
業平五丁目,23,21,23,44
向島一丁目,44,38,37,75
向島二丁目,41,28,38,66
向島三丁目,78,41,73,114
向島四丁目,35,37,34,71
向島五丁目,65,56,60,116
東向島一丁目,38,36,34,70
東向島二丁目,50,44,65,109
東向島三丁目,59,40,60,100
東向島四丁目,41,33,53,86
東向島五丁目,38,32,52,84
東向島六丁目,48,44,53,97
堤通一丁目,33,44,41,85
堤通二丁目,73,95,152,247
墨田一丁目,53,48,84,132
墨田二丁目,34,41,46,87
墨田三丁目,61,37,75,112
墨田四丁目,51,46,66,112
墨田五丁目,31,15,46,61
押上一丁目,32,31,28,59
押上二丁目,54,40,49,89
押上三丁目,67,62,83,145
京島一丁目,68,67,104,171
京島二丁目,15,14,15,29
京島三丁目,32,29,49,78
文花一丁目,71,85,155,240
文花二丁目,72,44,71,115
文花三丁目,22,22,29,51
八広一丁目,29,31,43,74
八広二丁目,40,46,51,97
八広三丁目,36,40,52,92
八広四丁目,39,29,66,95
八広五丁目,55,51,53,104
八広六丁目,43,39,58,97
立花一丁目,355,328,364,692
立花二丁目,82,57,49,106
立花三丁目,103,74,113,187
立花四丁目,67,65,106,171
立花五丁目,112,119,113,232
立花六丁目,64,46,66,112
東墨田一丁目,17,18,2,20
東墨田二丁目,35,45,28,73
東墨田三丁目,23,18,20,38
