町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,147,82,104,186
両国二丁目,122,81,98,179
両国三丁目,54,41,46,87
両国四丁目,130,64,99,163
千歳一丁目,36,25,26,51
千歳二丁目,38,25,24,49
千歳三丁目,48,37,48,85
緑一丁目,86,60,58,118
緑二丁目,72,58,62,120
緑三丁目,102,82,90,172
緑四丁目,255,178,200,378
立川一丁目,31,19,21,40
立川二丁目,34,27,22,49
立川三丁目,15,12,15,27
立川四丁目,35,30,31,61
菊川一丁目,35,24,34,58
菊川二丁目,46,33,37,70
菊川三丁目,93,73,73,146
江東橋一丁目,108,65,133,198
江東橋二丁目,186,140,169,309
江東橋三丁目,112,79,94,173
江東橋四丁目,349,217,375,592
江東橋五丁目,61,50,77,127
横網一丁目,12,14,4,18
横網二丁目,58,39,34,73
亀沢一丁目,51,34,49,83
亀沢二丁目,66,38,61,99
亀沢三丁目,53,45,50,95
亀沢四丁目,93,53,95,148
石原一丁目,85,70,66,136
石原二丁目,51,37,37,74
石原三丁目,62,51,40,91
石原四丁目,60,47,63,110
本所一丁目,60,45,57,102
本所二丁目,17,14,27,41
本所三丁目,66,34,63,97
本所四丁目,42,30,44,74
東駒形一丁目,50,32,34,66
東駒形二丁目,32,27,21,48
東駒形三丁目,32,19,23,42
東駒形四丁目,25,29,35,64
吾妻橋一丁目,54,45,46,91
吾妻橋二丁目,27,14,26,40
吾妻橋三丁目,25,17,32,49
錦糸一丁目,147,93,136,229
錦糸二丁目,98,72,78,150
錦糸三丁目,78,52,82,134
錦糸四丁目,106,77,123,200
太平一丁目,162,125,151,276
太平二丁目,93,56,96,152
太平三丁目,79,66,76,142
太平四丁目,165,128,197,325
横川一丁目,27,33,33,66
横川二丁目,46,35,33,68
横川三丁目,47,34,49,83
横川四丁目,81,50,64,114
横川五丁目,49,65,103,168
業平一丁目,39,35,30,65
業平二丁目,27,24,27,51
業平三丁目,20,15,18,33
業平四丁目,44,37,57,94
業平五丁目,24,20,24,44
向島一丁目,45,36,36,72
向島二丁目,37,31,31,62
向島三丁目,78,39,78,117
向島四丁目,25,30,30,60
向島五丁目,61,55,59,114
東向島一丁目,34,32,32,64
東向島二丁目,48,39,67,106
東向島三丁目,60,44,57,101
東向島四丁目,56,41,58,99
東向島五丁目,39,33,51,84
東向島六丁目,47,42,49,91
堤通一丁目,44,50,42,92
堤通二丁目,73,90,151,241
墨田一丁目,41,46,74,120
墨田二丁目,32,37,45,82
墨田三丁目,45,34,61,95
墨田四丁目,53,50,67,117
墨田五丁目,29,15,40,55
押上一丁目,36,33,31,64
押上二丁目,52,37,54,91
押上三丁目,65,64,84,148
京島一丁目,62,67,100,167
京島二丁目,17,18,18,36
京島三丁目,31,32,47,79
文花一丁目,70,86,153,239
文花二丁目,63,38,67,105
文花三丁目,21,21,31,52
八広一丁目,31,31,45,76
八広二丁目,43,47,58,105
八広三丁目,39,44,49,93
八広四丁目,41,33,64,97
八広五丁目,46,38,52,90
八広六丁目,40,37,56,93
立花一丁目,343,316,342,658
立花二丁目,77,49,53,102
立花三丁目,94,67,99,166
立花四丁目,70,60,116,176
立花五丁目,111,123,122,245
立花六丁目,60,42,66,108
東墨田一丁目,22,23,2,25
東墨田二丁目,31,41,26,67
東墨田三丁目,29,26,17,43
