町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,116,74,82,156
両国二丁目,138,91,97,188
両国三丁目,64,48,49,97
両国四丁目,138,92,84,176
千歳一丁目,39,21,31,52
千歳二丁目,38,27,24,51
千歳三丁目,47,39,46,85
緑一丁目,121,68,90,158
緑二丁目,91,60,79,139
緑三丁目,127,95,107,202
緑四丁目,261,160,225,385
立川一丁目,38,20,24,44
立川二丁目,37,29,19,48
立川三丁目,30,27,22,49
立川四丁目,54,36,43,79
菊川一丁目,46,27,38,65
菊川二丁目,50,32,43,75
菊川三丁目,106,80,78,158
江東橋一丁目,127,80,141,221
江東橋二丁目,176,119,180,299
江東橋三丁目,122,81,94,175
江東橋四丁目,335,214,350,564
江東橋五丁目,64,43,75,118
横網一丁目,14,14,8,22
横網二丁目,47,31,31,62
亀沢一丁目,49,38,43,81
亀沢二丁目,62,37,59,96
亀沢三丁目,52,47,47,94
亀沢四丁目,95,60,100,160
石原一丁目,78,55,67,122
石原二丁目,57,43,43,86
石原三丁目,68,60,42,102
石原四丁目,69,51,70,121
本所一丁目,52,36,61,97
本所二丁目,18,17,22,39
本所三丁目,65,28,56,84
本所四丁目,48,30,55,85
東駒形一丁目,43,28,32,60
東駒形二丁目,30,30,16,46
東駒形三丁目,35,20,27,47
東駒形四丁目,28,28,34,62
吾妻橋一丁目,73,66,58,124
吾妻橋二丁目,25,16,28,44
吾妻橋三丁目,24,18,32,50
錦糸一丁目,139,85,148,233
錦糸二丁目,88,67,85,152
錦糸三丁目,77,45,80,125
錦糸四丁目,112,81,120,201
太平一丁目,186,135,168,303
太平二丁目,103,68,94,162
太平三丁目,88,62,83,145
太平四丁目,166,134,195,329
横川一丁目,31,36,35,71
横川二丁目,36,30,28,58
横川三丁目,41,38,43,81
横川四丁目,72,41,58,99
横川五丁目,53,66,111,177
業平一丁目,47,44,38,82
業平二丁目,23,27,17,44
業平三丁目,17,14,18,32
業平四丁目,45,34,57,91
業平五丁目,56,40,36,76
向島一丁目,53,46,39,85
向島二丁目,42,30,35,65
向島三丁目,90,49,80,129
向島四丁目,41,42,34,76
向島五丁目,66,65,60,125
東向島一丁目,46,37,45,82
東向島二丁目,51,45,70,115
東向島三丁目,67,43,66,109
東向島四丁目,55,39,67,106
東向島五丁目,40,36,53,89
東向島六丁目,47,41,57,98
堤通一丁目,33,39,36,75
堤通二丁目,69,92,150,242
墨田一丁目,67,50,94,144
墨田二丁目,43,44,52,96
墨田三丁目,66,46,69,115
墨田四丁目,61,50,59,109
墨田五丁目,34,26,41,67
押上一丁目,36,36,31,67
押上二丁目,55,40,47,87
押上三丁目,69,62,92,154
京島一丁目,68,66,104,170
京島二丁目,20,19,15,34
京島三丁目,45,36,53,89
文花一丁目,75,90,156,246
文花二丁目,66,40,69,109
文花三丁目,22,24,25,49
八広一丁目,40,41,44,85
八広二丁目,47,52,51,103
八広三丁目,39,43,52,95
八広四丁目,50,40,71,111
八広五丁目,39,37,46,83
八広六丁目,46,43,63,106
立花一丁目,403,363,378,741
立花二丁目,94,65,61,126
立花三丁目,100,72,116,188
立花四丁目,67,67,109,176
立花五丁目,94,107,102,209
立花六丁目,66,48,67,115
東墨田一丁目,16,15,3,18
東墨田二丁目,37,43,32,75
東墨田三丁目,22,16,20,36
