町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,108,63,74,137
両国二丁目,114,70,93,163
両国三丁目,55,37,56,93
両国四丁目,99,57,77,134
千歳一丁目,23,21,18,39
千歳二丁目,25,14,23,37
千歳三丁目,49,29,47,76
緑一丁目,127,91,73,164
緑二丁目,77,52,59,111
緑三丁目,89,78,83,161
緑四丁目,193,138,187,325
立川一丁目,42,26,29,55
立川二丁目,44,41,21,62
立川三丁目,19,18,16,34
立川四丁目,35,28,33,61
菊川一丁目,25,16,27,43
菊川二丁目,36,22,32,54
菊川三丁目,70,54,62,116
江東橋一丁目,99,65,126,191
江東橋二丁目,145,114,157,271
江東橋三丁目,106,68,101,169
江東橋四丁目,316,192,358,550
江東橋五丁目,74,51,88,139
横網一丁目,6,7,3,10
横網二丁目,56,37,35,72
亀沢一丁目,40,33,40,73
亀沢二丁目,18,21,27,48
亀沢三丁目,40,37,36,73
亀沢四丁目,66,45,78,123
石原一丁目,75,64,62,126
石原二丁目,47,37,34,71
石原三丁目,60,53,46,99
石原四丁目,55,48,68,116
本所一丁目,58,42,63,105
本所二丁目,25,20,29,49
本所三丁目,63,29,64,93
本所四丁目,37,24,42,66
東駒形一丁目,39,34,18,52
東駒形二丁目,49,45,29,74
東駒形三丁目,30,23,22,45
東駒形四丁目,29,31,38,69
吾妻橋一丁目,47,36,35,71
吾妻橋二丁目,17,13,17,30
吾妻橋三丁目,21,18,28,46
錦糸一丁目,119,84,123,207
錦糸二丁目,73,61,83,144
錦糸三丁目,76,56,93,149
錦糸四丁目,117,93,133,226
太平一丁目,145,111,146,257
太平二丁目,88,55,103,158
太平三丁目,77,59,76,135
太平四丁目,170,144,198,342
横川一丁目,36,43,39,82
横川二丁目,40,29,36,65
横川三丁目,23,20,34,54
横川四丁目,89,47,75,122
横川五丁目,35,48,86,134
業平一丁目,32,24,31,55
業平二丁目,20,24,24,48
業平三丁目,30,24,24,48
業平四丁目,30,35,40,75
業平五丁目,20,19,20,39
向島一丁目,30,29,23,52
向島二丁目,31,31,28,59
向島三丁目,62,41,57,98
向島四丁目,21,26,28,54
向島五丁目,49,41,59,100
東向島一丁目,30,27,34,61
東向島二丁目,45,44,60,104
東向島三丁目,51,35,50,85
東向島四丁目,53,41,62,103
東向島五丁目,37,34,49,83
東向島六丁目,44,38,53,91
堤通一丁目,37,42,42,84
堤通二丁目,69,75,147,222
墨田一丁目,29,46,57,103
墨田二丁目,36,41,53,94
墨田三丁目,28,34,50,84
墨田四丁目,46,38,57,95
墨田五丁目,21,16,33,49
押上一丁目,30,23,34,57
押上二丁目,53,43,58,101
押上三丁目,48,54,56,110
京島一丁目,70,63,109,172
京島二丁目,21,27,23,50
京島三丁目,33,36,47,83
文花一丁目,63,91,141,232
文花二丁目,50,34,59,93
文花三丁目,23,23,43,66
八広一丁目,24,23,44,67
八広二丁目,39,39,58,97
八広三丁目,29,34,46,80
八広四丁目,46,31,74,105
八広五丁目,43,41,56,97
八広六丁目,35,39,50,89
立花一丁目,253,225,265,490
立花二丁目,97,60,55,115
立花三丁目,59,58,67,125
立花四丁目,61,58,99,157
立花五丁目,85,99,110,209
立花六丁目,42,32,62,94
東墨田一丁目,17,18,3,21
東墨田二丁目,33,38,28,66
東墨田三丁目,23,26,15,41
