町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,119,75,83,158
両国二丁目,134,89,98,187
両国三丁目,61,52,42,94
両国四丁目,149,102,82,184
千歳一丁目,41,24,30,54
千歳二丁目,42,27,27,54
千歳三丁目,44,36,47,83
緑一丁目,121,70,86,156
緑二丁目,83,62,70,132
緑三丁目,118,93,99,192
緑四丁目,227,153,200,353
立川一丁目,33,17,23,40
立川二丁目,42,33,21,54
立川三丁目,23,21,21,42
立川四丁目,53,35,42,77
菊川一丁目,42,26,37,63
菊川二丁目,50,33,40,73
菊川三丁目,107,82,77,159
江東橋一丁目,126,80,139,219
江東橋二丁目,174,124,180,304
江東橋三丁目,112,74,93,167
江東橋四丁目,332,208,354,562
江東橋五丁目,63,43,75,118
横網一丁目,12,13,7,20
横網二丁目,48,33,30,63
亀沢一丁目,49,38,43,81
亀沢二丁目,62,38,60,98
亀沢三丁目,55,49,51,100
亀沢四丁目,93,59,99,158
石原一丁目,82,61,66,127
石原二丁目,62,45,43,88
石原三丁目,66,57,43,100
石原四丁目,74,54,73,127
本所一丁目,52,39,57,96
本所二丁目,19,17,25,42
本所三丁目,66,30,56,86
本所四丁目,46,29,52,81
東駒形一丁目,41,29,30,59
東駒形二丁目,30,30,16,46
東駒形三丁目,33,20,25,45
東駒形四丁目,29,30,34,64
吾妻橋一丁目,69,64,56,120
吾妻橋二丁目,27,16,32,48
吾妻橋三丁目,22,16,30,46
錦糸一丁目,139,87,144,231
錦糸二丁目,90,69,88,157
錦糸三丁目,78,45,84,129
錦糸四丁目,110,78,122,200
太平一丁目,170,129,157,286
太平二丁目,96,63,94,157
太平三丁目,88,60,84,144
太平四丁目,171,137,205,342
横川一丁目,30,35,34,69
横川二丁目,37,29,33,62
横川三丁目,44,39,46,85
横川四丁目,72,37,61,98
横川五丁目,57,68,117,185
業平一丁目,47,45,39,84
業平二丁目,22,26,17,43
業平三丁目,18,15,19,34
業平四丁目,44,33,55,88
業平五丁目,56,40,36,76
向島一丁目,48,41,38,79
向島二丁目,42,28,37,65
向島三丁目,91,46,83,129
向島四丁目,37,40,35,75
向島五丁目,65,60,60,120
東向島一丁目,46,39,42,81
東向島二丁目,51,43,69,112
東向島三丁目,63,39,65,104
東向島四丁目,53,36,64,100
東向島五丁目,38,35,52,87
東向島六丁目,48,41,58,99
堤通一丁目,32,39,35,74
堤通二丁目,69,91,146,237
墨田一丁目,65,48,92,140
墨田二丁目,40,43,53,96
墨田三丁目,62,42,71,113
墨田四丁目,55,47,59,106
墨田五丁目,33,24,40,64
押上一丁目,36,35,32,67
押上二丁目,54,40,46,86
押上三丁目,67,63,86,149
京島一丁目,70,71,102,173
京島二丁目,20,19,15,34
京島三丁目,41,35,51,86
文花一丁目,75,91,157,248
文花二丁目,56,35,63,98
文花三丁目,20,21,27,48
八広一丁目,39,39,43,82
八広二丁目,42,46,52,98
八広三丁目,38,41,54,95
八広四丁目,45,38,66,104
八広五丁目,39,38,47,85
八広六丁目,41,39,60,99
立花一丁目,399,355,380,735
立花二丁目,61,45,42,87
立花三丁目,98,70,116,186
立花四丁目,67,65,114,179
立花五丁目,105,113,110,223
立花六丁目,68,48,69,117
東墨田一丁目,19,18,3,21
東墨田二丁目,38,45,31,76
東墨田三丁目,24,18,20,38
