町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,116,71,83,154
両国二丁目,126,84,93,177
両国三丁目,49,39,41,80
両国四丁目,159,111,85,196
千歳一丁目,44,28,29,57
千歳二丁目,42,27,28,55
千歳三丁目,45,37,47,84
緑一丁目,121,74,82,156
緑二丁目,83,62,69,131
緑三丁目,116,94,98,192
緑四丁目,250,155,219,374
立川一丁目,31,17,23,40
立川二丁目,42,33,21,54
立川三丁目,22,21,20,41
立川四丁目,50,33,40,73
菊川一丁目,40,23,36,59
菊川二丁目,45,30,40,70
菊川三丁目,102,81,73,154
江東橋一丁目,117,78,136,214
江東橋二丁目,175,127,176,303
江東橋三丁目,119,79,95,174
江東橋四丁目,339,205,361,566
江東橋五丁目,65,44,77,121
横網一丁目,12,13,9,22
横網二丁目,53,38,29,67
亀沢一丁目,51,38,44,82
亀沢二丁目,61,38,58,96
亀沢三丁目,54,48,49,97
亀沢四丁目,101,62,104,166
石原一丁目,85,62,69,131
石原二丁目,59,45,41,86
石原三丁目,66,57,41,98
石原四丁目,75,56,75,131
本所一丁目,52,41,55,96
本所二丁目,20,17,25,42
本所三丁目,69,34,62,96
本所四丁目,45,28,50,78
東駒形一丁目,38,29,27,56
東駒形二丁目,30,27,19,46
東駒形三丁目,33,20,24,44
東駒形四丁目,28,29,34,63
吾妻橋一丁目,74,63,54,117
吾妻橋二丁目,26,14,34,48
吾妻橋三丁目,24,17,33,50
錦糸一丁目,129,82,137,219
錦糸二丁目,89,71,78,149
錦糸三丁目,74,49,81,130
錦糸四丁目,109,78,119,197
太平一丁目,170,125,166,291
太平二丁目,94,61,92,153
太平三丁目,93,64,87,151
太平四丁目,171,137,207,344
横川一丁目,28,34,33,67
横川二丁目,40,32,33,65
横川三丁目,44,38,46,84
横川四丁目,76,42,61,103
横川五丁目,53,65,110,175
業平一丁目,48,43,39,82
業平二丁目,21,24,18,42
業平三丁目,20,14,21,35
業平四丁目,47,36,56,92
業平五丁目,35,27,29,56
向島一丁目,43,36,34,70
向島二丁目,42,28,39,67
向島三丁目,89,46,83,129
向島四丁目,37,38,35,73
向島五丁目,66,58,58,116
東向島一丁目,38,33,37,70
東向島二丁目,49,45,65,110
東向島三丁目,55,35,60,95
東向島四丁目,49,32,62,94
東向島五丁目,35,33,49,82
東向島六丁目,42,37,54,91
堤通一丁目,35,43,37,80
堤通二丁目,71,94,150,244
墨田一丁目,56,48,81,129
墨田二丁目,34,41,46,87
墨田三丁目,63,42,73,115
墨田四丁目,58,52,64,116
墨田五丁目,39,23,43,66
押上一丁目,37,34,31,65
押上二丁目,52,39,45,84
押上三丁目,69,64,87,151
京島一丁目,69,67,105,172
京島二丁目,19,18,15,33
京島三丁目,43,36,53,89
文花一丁目,73,89,156,245
文花二丁目,59,36,63,99
文花三丁目,22,22,28,50
八広一丁目,31,33,42,75
八広二丁目,40,46,50,96
八広三丁目,43,44,55,99
八広四丁目,41,36,65,101
八広五丁目,51,50,49,99
八広六丁目,42,41,57,98
立花一丁目,381,340,373,713
立花二丁目,70,50,45,95
立花三丁目,99,65,113,178
立花四丁目,66,63,109,172
立花五丁目,109,116,111,227
立花六丁目,68,47,71,118
東墨田一丁目,18,18,3,21
東墨田二丁目,37,45,30,75
東墨田三丁目,22,17,19,36
