町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,136,78,92,170
両国二丁目,114,67,97,164
両国三丁目,62,45,48,93
両国四丁目,127,71,92,163
千歳一丁目,26,19,23,42
千歳二丁目,30,16,27,43
千歳三丁目,43,30,44,74
緑一丁目,138,97,85,182
緑二丁目,66,41,62,103
緑三丁目,100,83,89,172
緑四丁目,245,156,220,376
立川一丁目,40,25,34,59
立川二丁目,43,38,22,60
立川三丁目,17,17,12,29
立川四丁目,41,30,39,69
菊川一丁目,28,18,28,46
菊川二丁目,34,21,36,57
菊川三丁目,78,49,79,128
江東橋一丁目,110,76,124,200
江東橋二丁目,161,119,166,285
江東橋三丁目,106,80,89,169
江東橋四丁目,333,207,383,590
江東橋五丁目,62,48,79,127
横網一丁目,9,9,5,14
横網二丁目,58,39,34,73
亀沢一丁目,36,31,39,70
亀沢二丁目,21,24,28,52
亀沢三丁目,39,38,37,75
亀沢四丁目,74,39,90,129
石原一丁目,76,69,56,125
石原二丁目,54,44,30,74
石原三丁目,63,59,38,97
石原四丁目,59,51,64,115
本所一丁目,74,56,65,121
本所二丁目,26,21,32,53
本所三丁目,68,33,63,96
本所四丁目,36,24,45,69
東駒形一丁目,45,31,27,58
東駒形二丁目,44,43,20,63
東駒形三丁目,30,22,23,45
東駒形四丁目,23,27,32,59
吾妻橋一丁目,46,33,41,74
吾妻橋二丁目,22,15,19,34
吾妻橋三丁目,20,16,27,43
錦糸一丁目,140,97,134,231
錦糸二丁目,78,71,70,141
錦糸三丁目,66,49,78,127
錦糸四丁目,106,82,120,202
太平一丁目,139,115,138,253
太平二丁目,88,52,106,158
太平三丁目,74,54,76,130
太平四丁目,155,125,197,322
横川一丁目,32,38,33,71
横川二丁目,43,32,34,66
横川三丁目,27,24,39,63
横川四丁目,91,57,68,125
横川五丁目,43,55,97,152
業平一丁目,32,25,31,56
業平二丁目,21,23,23,46
業平三丁目,24,21,18,39
業平四丁目,43,42,53,95
業平五丁目,24,22,22,44
向島一丁目,35,34,28,62
向島二丁目,32,31,28,59
向島三丁目,72,40,68,108
向島四丁目,23,29,30,59
向島五丁目,55,51,58,109
東向島一丁目,25,24,33,57
東向島二丁目,45,41,63,104
東向島三丁目,51,32,50,82
東向島四丁目,50,40,57,97
東向島五丁目,40,34,48,82
東向島六丁目,41,29,55,84
堤通一丁目,37,42,42,84
堤通二丁目,68,78,146,224
墨田一丁目,28,42,57,99
墨田二丁目,32,39,54,93
墨田三丁目,36,38,51,89
墨田四丁目,46,41,57,98
墨田五丁目,20,16,33,49
押上一丁目,30,27,32,59
押上二丁目,59,43,59,102
押上三丁目,53,54,63,117
京島一丁目,66,66,113,179
京島二丁目,17,17,18,35
京島三丁目,35,34,45,79
文花一丁目,69,89,145,234
文花二丁目,49,32,62,94
文花三丁目,29,28,36,64
八広一丁目,33,27,46,73
八広二丁目,35,35,55,90
八広三丁目,35,40,47,87
八広四丁目,38,25,66,91
八広五丁目,47,41,58,99
八広六丁目,34,34,50,84
立花一丁目,284,249,300,549
立花二丁目,77,53,44,97
立花三丁目,66,58,73,131
立花四丁目,68,55,109,164
立花五丁目,98,113,119,232
立花六丁目,47,30,63,93
東墨田一丁目,20,21,3,24
東墨田二丁目,35,43,24,67
東墨田三丁目,22,27,15,42
