町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,109,63,74,137
両国二丁目,118,74,94,168
両国三丁目,56,37,56,93
両国四丁目,97,56,76,132
千歳一丁目,23,21,19,40
千歳二丁目,26,15,23,38
千歳三丁目,51,32,47,79
緑一丁目,129,93,75,168
緑二丁目,77,51,61,112
緑三丁目,90,76,85,161
緑四丁目,198,124,205,329
立川一丁目,39,25,27,52
立川二丁目,49,46,22,68
立川三丁目,20,18,16,34
立川四丁目,34,28,32,60
菊川一丁目,28,17,29,46
菊川二丁目,35,22,31,53
菊川三丁目,71,55,61,116
江東橋一丁目,101,67,124,191
江東橋二丁目,145,116,157,273
江東橋三丁目,108,71,102,173
江東橋四丁目,312,191,355,546
江東橋五丁目,72,51,84,135
横網一丁目,6,7,4,11
横網二丁目,56,37,35,72
亀沢一丁目,39,32,41,73
亀沢二丁目,21,24,26,50
亀沢三丁目,40,38,35,73
亀沢四丁目,64,42,78,120
石原一丁目,74,63,61,124
石原二丁目,48,38,32,70
石原三丁目,63,55,43,98
石原四丁目,57,48,70,118
本所一丁目,62,46,65,111
本所二丁目,24,20,29,49
本所三丁目,65,30,64,94
本所四丁目,37,23,46,69
東駒形一丁目,39,34,18,52
東駒形二丁目,50,48,26,74
東駒形三丁目,30,23,22,45
東駒形四丁目,29,31,36,67
吾妻橋一丁目,50,36,38,74
吾妻橋二丁目,17,13,17,30
吾妻橋三丁目,20,17,25,42
錦糸一丁目,124,84,126,210
錦糸二丁目,69,59,83,142
錦糸三丁目,75,53,91,144
錦糸四丁目,113,91,128,219
太平一丁目,152,113,151,264
太平二丁目,86,56,102,158
太平三丁目,80,58,79,137
太平四丁目,174,149,196,345
横川一丁目,37,43,40,83
横川二丁目,39,28,36,64
横川三丁目,24,21,34,55
横川四丁目,85,47,72,119
横川五丁目,36,50,88,138
業平一丁目,33,25,31,56
業平二丁目,17,22,21,43
業平三丁目,31,25,24,49
業平四丁目,32,39,43,82
業平五丁目,20,19,20,39
向島一丁目,31,30,23,53
向島二丁目,33,34,26,60
向島三丁目,63,41,56,97
向島四丁目,22,27,28,55
向島五丁目,48,41,60,101
東向島一丁目,31,28,36,64
東向島二丁目,45,44,60,104
東向島三丁目,52,35,52,87
東向島四丁目,49,39,60,99
東向島五丁目,37,34,49,83
東向島六丁目,41,35,53,88
堤通一丁目,36,41,45,86
堤通二丁目,68,78,147,225
墨田一丁目,29,46,57,103
墨田二丁目,36,41,53,94
墨田三丁目,27,33,48,81
墨田四丁目,48,42,58,100
墨田五丁目,20,15,32,47
押上一丁目,29,23,34,57
押上二丁目,53,40,59,99
押上三丁目,50,53,58,111
京島一丁目,73,66,109,175
京島二丁目,21,26,24,50
京島三丁目,37,37,49,86
文花一丁目,66,92,144,236
文花二丁目,53,35,61,96
文花三丁目,23,20,41,61
八広一丁目,26,22,45,67
八広二丁目,34,35,54,89
八広三丁目,30,34,46,80
八広四丁目,44,28,75,103
八広五丁目,45,42,58,100
八広六丁目,34,37,50,87
立花一丁目,256,229,272,501
立花二丁目,95,60,54,114
立花三丁目,56,55,66,121
立花四丁目,66,63,99,162
立花五丁目,91,103,113,216
立花六丁目,42,29,62,91
東墨田一丁目,20,21,3,24
東墨田二丁目,34,39,27,66
東墨田三丁目,23,26,15,41
