町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,92,54,61,115
両国二丁目,106,71,92,163
両国三丁目,59,39,53,92
両国四丁目,91,58,69,127
千歳一丁目,24,21,21,42
千歳二丁目,23,15,19,34
千歳三丁目,45,27,44,71
緑一丁目,120,85,69,154
緑二丁目,70,49,61,110
緑三丁目,85,73,76,149
緑四丁目,185,132,181,313
立川一丁目,36,20,25,45
立川二丁目,40,37,19,56
立川三丁目,20,19,17,36
立川四丁目,35,30,30,60
菊川一丁目,28,19,25,44
菊川二丁目,34,21,34,55
菊川三丁目,63,45,58,103
江東橋一丁目,107,74,123,197
江東橋二丁目,135,111,147,258
江東橋三丁目,101,68,102,170
江東橋四丁目,312,195,355,550
江東橋五丁目,72,50,88,138
横網一丁目,5,7,2,9
横網二丁目,58,41,33,74
亀沢一丁目,36,28,40,68
亀沢二丁目,27,29,29,58
亀沢三丁目,41,38,38,76
亀沢四丁目,61,45,79,124
石原一丁目,72,60,69,129
石原二丁目,39,29,37,66
石原三丁目,64,53,50,103
石原四丁目,51,42,67,109
本所一丁目,45,36,60,96
本所二丁目,25,20,30,50
本所三丁目,56,28,59,87
本所四丁目,35,22,44,66
東駒形一丁目,49,41,21,62
東駒形二丁目,57,48,29,77
東駒形三丁目,31,25,22,47
東駒形四丁目,29,27,37,64
吾妻橋一丁目,48,35,39,74
吾妻橋二丁目,18,13,19,32
吾妻橋三丁目,19,16,27,43
錦糸一丁目,110,81,122,203
錦糸二丁目,79,71,87,158
錦糸三丁目,76,52,94,146
錦糸四丁目,118,93,128,221
太平一丁目,140,107,143,250
太平二丁目,100,63,108,171
太平三丁目,72,59,71,130
太平四丁目,163,137,199,336
横川一丁目,34,39,37,76
横川二丁目,34,23,27,50
横川三丁目,24,21,36,57
横川四丁目,76,40,67,107
横川五丁目,32,46,78,124
業平一丁目,23,21,24,45
業平二丁目,19,25,21,46
業平三丁目,22,19,21,40
業平四丁目,34,37,41,78
業平五丁目,19,17,21,38
向島一丁目,25,24,21,45
向島二丁目,29,32,26,58
向島三丁目,50,36,50,86
向島四丁目,21,26,29,55
向島五丁目,45,38,54,92
東向島一丁目,28,26,33,59
東向島二丁目,46,42,62,104
東向島三丁目,47,35,49,84
東向島四丁目,51,41,61,102
東向島五丁目,39,34,51,85
東向島六丁目,40,32,48,80
堤通一丁目,39,46,42,88
堤通二丁目,64,76,142,218
墨田一丁目,23,37,51,88
墨田二丁目,38,41,55,96
墨田三丁目,33,36,51,87
墨田四丁目,40,35,59,94
墨田五丁目,18,15,31,46
押上一丁目,31,24,35,59
押上二丁目,50,41,57,98
押上三丁目,48,51,62,113
京島一丁目,59,60,97,157
京島二丁目,21,26,24,50
京島三丁目,33,38,48,86
文花一丁目,63,92,138,230
文花二丁目,45,31,56,87
文花三丁目,26,25,42,67
八広一丁目,24,23,44,67
八広二丁目,38,43,63,106
八広三丁目,22,26,48,74
八広四丁目,51,32,73,105
八広五丁目,36,32,56,88
八広六丁目,30,33,48,81
立花一丁目,228,212,243,455
立花二丁目,70,48,40,88
立花三丁目,55,61,64,125
立花四丁目,54,61,93,154
立花五丁目,87,100,111,211
立花六丁目,40,30,62,92
東墨田一丁目,14,15,3,18
東墨田二丁目,33,38,30,68
東墨田三丁目,23,26,15,41
