町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,131,82,88,170
両国二丁目,142,92,99,191
両国三丁目,66,47,52,99
両国四丁目,146,97,87,184
千歳一丁目,34,19,28,47
千歳二丁目,37,26,24,50
千歳三丁目,50,40,47,87
緑一丁目,118,65,92,157
緑二丁目,88,57,80,137
緑三丁目,123,93,104,197
緑四丁目,292,162,250,412
立川一丁目,37,19,25,44
立川二丁目,36,29,18,47
立川三丁目,28,23,22,45
立川四丁目,55,37,44,81
菊川一丁目,45,28,37,65
菊川二丁目,53,34,45,79
菊川三丁目,100,75,73,148
江東橋一丁目,125,83,143,226
江東橋二丁目,177,121,177,298
江東橋三丁目,119,78,97,175
江東橋四丁目,332,206,348,554
江東橋五丁目,70,47,76,123
横網一丁目,12,13,7,20
横網二丁目,50,33,33,66
亀沢一丁目,48,38,42,80
亀沢二丁目,63,38,57,95
亀沢三丁目,51,43,52,95
亀沢四丁目,94,61,103,164
石原一丁目,92,67,70,137
石原二丁目,57,43,43,86
石原三丁目,65,58,41,99
石原四丁目,75,56,72,128
本所一丁目,49,35,58,93
本所二丁目,18,17,22,39
本所三丁目,65,28,57,85
本所四丁目,47,29,54,83
東駒形一丁目,43,28,32,60
東駒形二丁目,30,27,17,44
東駒形三丁目,31,19,25,44
東駒形四丁目,31,29,35,64
吾妻橋一丁目,72,67,56,123
吾妻橋二丁目,26,16,29,45
吾妻橋三丁目,24,18,32,50
錦糸一丁目,136,85,141,226
錦糸二丁目,86,62,84,146
錦糸三丁目,76,45,80,125
錦糸四丁目,111,79,120,199
太平一丁目,195,147,173,320
太平二丁目,100,66,92,158
太平三丁目,88,61,84,145
太平四丁目,167,134,196,330
横川一丁目,30,35,35,70
横川二丁目,37,31,26,57
横川三丁目,40,39,41,80
横川四丁目,72,39,59,98
横川五丁目,50,64,110,174
業平一丁目,45,42,37,79
業平二丁目,23,26,17,43
業平三丁目,18,13,16,29
業平四丁目,47,36,58,94
業平五丁目,55,42,34,76
向島一丁目,51,43,37,80
向島二丁目,44,33,35,68
向島三丁目,90,51,80,131
向島四丁目,37,39,32,71
向島五丁目,68,67,62,129
東向島一丁目,47,36,50,86
東向島二丁目,48,45,67,112
東向島三丁目,69,45,68,113
東向島四丁目,54,37,68,105
東向島五丁目,42,37,53,90
東向島六丁目,50,43,59,102
堤通一丁目,37,41,39,80
堤通二丁目,70,93,152,245
墨田一丁目,68,52,94,146
墨田二丁目,42,45,52,97
墨田三丁目,69,48,73,121
墨田四丁目,55,47,55,102
墨田五丁目,34,25,42,67
押上一丁目,41,41,32,73
押上二丁目,53,38,45,83
押上三丁目,68,58,84,142
京島一丁目,69,68,104,172
京島二丁目,19,17,15,32
京島三丁目,47,37,54,91
文花一丁目,72,88,155,243
文花二丁目,67,41,69,110
文花三丁目,22,26,25,51
八広一丁目,39,40,45,85
八広二丁目,47,51,50,101
八広三丁目,40,44,51,95
八広四丁目,47,38,73,111
八広五丁目,40,37,47,84
八広六丁目,48,44,66,110
立花一丁目,417,377,391,768
立花二丁目,70,54,48,102
立花三丁目,100,72,117,189
立花四丁目,61,66,102,168
立花五丁目,99,112,101,213
立花六丁目,63,45,69,114
東墨田一丁目,15,14,3,17
東墨田二丁目,40,46,33,79
東墨田三丁目,21,15,21,36
