町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,83,51,67,118
両国二丁目,115,76,87,163
両国三丁目,60,44,45,89
両国四丁目,103,69,73,142
千歳一丁目,34,20,29,49
千歳二丁目,35,23,28,51
千歳三丁目,51,41,44,85
緑一丁目,112,71,78,149
緑二丁目,70,52,65,117
緑三丁目,92,72,95,167
緑四丁目,216,144,172,316
立川一丁目,25,11,18,29
立川二丁目,37,30,14,44
立川三丁目,30,26,24,50
立川四丁目,54,39,35,74
菊川一丁目,48,33,35,68
菊川二丁目,40,24,37,61
菊川三丁目,85,63,73,136
江東橋一丁目,130,83,146,229
江東橋二丁目,175,116,172,288
江東橋三丁目,118,75,94,169
江東橋四丁目,323,197,321,518
江東橋五丁目,79,60,85,145
横網一丁目,9,10,6,16
横網二丁目,36,25,24,49
亀沢一丁目,39,32,38,70
亀沢二丁目,42,32,42,74
亀沢三丁目,50,38,53,91
亀沢四丁目,87,53,99,152
石原一丁目,90,68,63,131
石原二丁目,49,37,41,78
石原三丁目,62,51,44,95
石原四丁目,78,57,81,138
本所一丁目,46,29,57,86
本所二丁目,12,12,21,33
本所三丁目,49,27,45,72
本所四丁目,47,32,52,84
東駒形一丁目,42,32,28,60
東駒形二丁目,30,24,18,42
東駒形三丁目,28,15,24,39
東駒形四丁目,28,27,33,60
吾妻橋一丁目,60,60,49,109
吾妻橋二丁目,27,17,28,45
吾妻橋三丁目,22,20,27,47
錦糸一丁目,129,78,126,204
錦糸二丁目,77,54,79,133
錦糸三丁目,62,39,62,101
錦糸四丁目,114,82,120,202
太平一丁目,168,126,147,273
太平二丁目,81,51,75,126
太平三丁目,86,58,82,140
太平四丁目,146,127,184,311
横川一丁目,30,31,34,65
横川二丁目,39,33,31,64
横川三丁目,44,37,50,87
横川四丁目,61,34,50,84
横川五丁目,57,63,113,176
業平一丁目,42,35,32,67
業平二丁目,19,21,19,40
業平三丁目,24,16,19,35
業平四丁目,46,35,53,88
業平五丁目,37,31,27,58
向島一丁目,46,43,34,77
向島二丁目,43,33,34,67
向島三丁目,84,57,70,127
向島四丁目,35,35,30,65
向島五丁目,66,60,60,120
東向島一丁目,49,44,48,92
東向島二丁目,44,39,63,102
東向島三丁目,60,46,57,103
東向島四丁目,48,38,59,97
東向島五丁目,50,40,59,99
東向島六丁目,50,41,60,101
堤通一丁目,44,51,40,91
堤通二丁目,74,88,145,233
墨田一丁目,63,50,86,136
墨田二丁目,44,44,50,94
墨田三丁目,62,51,71,122
墨田四丁目,64,54,59,113
墨田五丁目,35,24,43,67
押上一丁目,33,33,29,62
押上二丁目,51,36,46,82
押上三丁目,66,51,92,143
京島一丁目,70,67,105,172
京島二丁目,26,25,19,44
京島三丁目,34,29,46,75
文花一丁目,74,89,147,236
文花二丁目,74,44,79,123
文花三丁目,19,24,24,48
八広一丁目,40,35,51,86
八広二丁目,45,50,49,99
八広三丁目,41,42,50,92
八広四丁目,52,39,70,109
八広五丁目,40,41,47,88
八広六丁目,43,41,61,102
立花一丁目,429,369,405,774
立花二丁目,54,44,41,85
立花三丁目,89,77,97,174
立花四丁目,63,70,104,174
立花五丁目,107,118,105,223
立花六丁目,67,46,74,120
東墨田一丁目,16,14,4,18
東墨田二丁目,38,45,30,75
東墨田三丁目,31,30,17,47
