町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,77,54,59,113
両国二丁目,106,66,95,161
両国三丁目,52,37,41,78
両国四丁目,72,59,55,114
千歳一丁目,35,20,31,51
千歳二丁目,32,20,26,46
千歳三丁目,58,44,45,89
緑一丁目,124,87,78,165
緑二丁目,78,56,68,124
緑三丁目,102,75,98,173
緑四丁目,227,156,172,328
立川一丁目,23,12,21,33
立川二丁目,40,33,19,52
立川三丁目,26,23,21,44
立川四丁目,57,39,35,74
菊川一丁目,38,24,33,57
菊川二丁目,36,28,31,59
菊川三丁目,74,62,58,120
江東橋一丁目,144,85,151,236
江東橋二丁目,166,114,149,263
江東橋三丁目,120,75,92,167
江東橋四丁目,324,206,306,512
江東橋五丁目,77,63,80,143
横網一丁目,7,6,4,10
横網二丁目,33,24,22,46
亀沢一丁目,39,28,38,66
亀沢二丁目,42,31,39,70
亀沢三丁目,51,39,54,93
亀沢四丁目,88,55,99,154
石原一丁目,104,71,72,143
石原二丁目,41,33,35,68
石原三丁目,55,43,41,84
石原四丁目,78,57,84,141
本所一丁目,54,35,54,89
本所二丁目,16,13,22,35
本所三丁目,42,21,40,61
本所四丁目,54,33,57,90
東駒形一丁目,31,23,23,46
東駒形二丁目,28,20,16,36
東駒形三丁目,30,17,23,40
東駒形四丁目,31,24,34,58
吾妻橋一丁目,62,62,51,113
吾妻橋二丁目,30,16,25,41
吾妻橋三丁目,12,19,23,42
錦糸一丁目,142,87,128,215
錦糸二丁目,67,45,77,122
錦糸三丁目,71,42,67,109
錦糸四丁目,97,80,99,179
太平一丁目,152,112,134,246
太平二丁目,61,41,64,105
太平三丁目,70,50,74,124
太平四丁目,147,123,183,306
横川一丁目,33,31,31,62
横川二丁目,43,35,30,65
横川三丁目,32,26,35,61
横川四丁目,60,33,44,77
横川五丁目,47,70,108,178
業平一丁目,45,38,41,79
業平二丁目,21,21,18,39
業平三丁目,24,15,20,35
業平四丁目,39,35,48,83
業平五丁目,27,19,26,45
向島一丁目,44,34,39,73
向島二丁目,40,34,33,67
向島三丁目,91,69,75,144
向島四丁目,36,36,30,66
向島五丁目,65,54,65,119
東向島一丁目,46,40,46,86
東向島二丁目,45,41,62,103
東向島三丁目,59,51,55,106
東向島四丁目,58,40,66,106
東向島五丁目,48,40,58,98
東向島六丁目,61,46,65,111
堤通一丁目,37,41,39,80
堤通二丁目,82,95,149,244
墨田一丁目,57,46,88,134
墨田二丁目,46,46,54,100
墨田三丁目,50,48,66,114
墨田四丁目,53,48,59,107
墨田五丁目,24,17,38,55
押上一丁目,28,34,21,55
押上二丁目,42,33,38,71
押上三丁目,56,48,83,131
京島一丁目,69,72,90,162
京島二丁目,26,27,15,42
京島三丁目,31,30,44,74
文花一丁目,79,88,160,248
文花二丁目,67,43,71,114
文花三丁目,18,20,28,48
八広一丁目,31,29,44,73
八広二丁目,53,48,60,108
八広三丁目,33,35,44,79
八広四丁目,62,43,75,118
八広五丁目,45,53,48,101
八広六丁目,44,44,59,103
立花一丁目,434,352,403,755
立花二丁目,49,46,35,81
立花三丁目,93,73,105,178
立花四丁目,74,79,94,173
立花五丁目,103,121,96,217
立花六丁目,69,55,70,125
東墨田一丁目,15,13,4,17
東墨田二丁目,47,40,43,83
東墨田三丁目,30,30,20,50
