町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,83,54,66,120
両国二丁目,111,69,95,164
両国三丁目,55,40,42,82
両国四丁目,85,65,61,126
千歳一丁目,33,22,29,51
千歳二丁目,34,22,27,49
千歳三丁目,61,45,46,91
緑一丁目,123,85,78,163
緑二丁目,81,60,69,129
緑三丁目,99,75,97,172
緑四丁目,238,160,177,337
立川一丁目,26,14,22,36
立川二丁目,36,29,15,44
立川三丁目,23,22,20,42
立川四丁目,60,42,36,78
菊川一丁目,43,29,33,62
菊川二丁目,34,26,30,56
菊川三丁目,71,61,57,118
江東橋一丁目,138,83,152,235
江東橋二丁目,171,114,156,270
江東橋三丁目,125,79,90,169
江東橋四丁目,315,199,304,503
江東橋五丁目,78,62,81,143
横網一丁目,6,5,4,9
横網二丁目,33,24,23,47
亀沢一丁目,42,30,37,67
亀沢二丁目,41,31,39,70
亀沢三丁目,50,37,52,89
亀沢四丁目,87,56,98,154
石原一丁目,105,75,67,142
石原二丁目,44,35,36,71
石原三丁目,53,41,38,79
石原四丁目,81,61,83,144
本所一丁目,53,36,52,88
本所二丁目,15,14,21,35
本所三丁目,46,23,43,66
本所四丁目,55,32,57,89
東駒形一丁目,32,22,24,46
東駒形二丁目,30,23,16,39
東駒形三丁目,29,15,23,38
東駒形四丁目,34,27,34,61
吾妻橋一丁目,60,61,47,108
吾妻橋二丁目,27,13,24,37
吾妻橋三丁目,15,22,23,45
錦糸一丁目,141,86,124,210
錦糸二丁目,67,46,80,126
錦糸三丁目,69,42,64,106
錦糸四丁目,95,78,101,179
太平一丁目,160,115,143,258
太平二丁目,77,53,72,125
太平三丁目,78,53,80,133
太平四丁目,157,138,187,325
横川一丁目,32,30,31,61
横川二丁目,41,35,29,64
横川三丁目,33,26,36,62
横川四丁目,56,31,46,77
横川五丁目,49,70,108,178
業平一丁目,47,38,41,79
業平二丁目,20,22,18,40
業平三丁目,24,15,20,35
業平四丁目,38,36,45,81
業平五丁目,33,24,27,51
向島一丁目,47,37,35,72
向島二丁目,42,36,32,68
向島三丁目,91,65,73,138
向島四丁目,33,33,30,63
向島五丁目,61,54,65,119
東向島一丁目,52,41,49,90
東向島二丁目,48,42,66,108
東向島三丁目,56,47,52,99
東向島四丁目,53,38,64,102
東向島五丁目,49,42,58,100
東向島六丁目,61,48,60,108
堤通一丁目,40,47,38,85
堤通二丁目,80,94,150,244
墨田一丁目,57,47,88,135
墨田二丁目,45,47,55,102
墨田三丁目,51,49,65,114
墨田四丁目,51,46,57,103
墨田五丁目,27,18,38,56
押上一丁目,36,40,24,64
押上二丁目,44,33,41,74
押上三丁目,60,51,84,135
京島一丁目,71,71,93,164
京島二丁目,27,28,16,44
京島三丁目,33,31,45,76
文花一丁目,78,89,157,246
文花二丁目,69,45,75,120
文花三丁目,18,20,27,47
八広一丁目,40,37,47,84
八広二丁目,51,51,55,106
八広三丁目,36,39,46,85
八広四丁目,62,44,76,120
八広五丁目,43,53,46,99
八広六丁目,46,46,63,109
立花一丁目,435,352,396,748
立花二丁目,51,45,38,83
立花三丁目,94,73,100,173
立花四丁目,72,78,99,177
立花五丁目,106,125,97,222
立花六丁目,68,52,71,123
東墨田一丁目,15,13,4,17
東墨田二丁目,45,39,41,80
東墨田三丁目,32,31,21,52
