町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,153,88,103,191
両国二丁目,114,70,97,167
両国三丁目,54,43,44,87
両国四丁目,109,57,84,141
千歳一丁目,36,28,24,52
千歳二丁目,28,17,23,40
千歳三丁目,41,34,43,77
緑一丁目,100,70,65,135
緑二丁目,82,57,72,129
緑三丁目,101,84,89,173
緑四丁目,220,146,202,348
立川一丁目,30,16,24,40
立川二丁目,39,29,22,51
立川三丁目,14,13,14,27
立川四丁目,30,24,29,53
菊川一丁目,34,23,33,56
菊川二丁目,37,25,34,59
菊川三丁目,86,65,75,140
江東橋一丁目,105,69,130,199
江東橋二丁目,178,133,166,299
江東橋三丁目,107,75,94,169
江東橋四丁目,353,228,379,607
江東橋五丁目,63,50,80,130
横網一丁目,11,11,6,17
横網二丁目,65,43,36,79
亀沢一丁目,49,34,47,81
亀沢二丁目,63,39,57,96
亀沢三丁目,51,42,48,90
亀沢四丁目,86,51,90,141
石原一丁目,99,77,71,148
石原二丁目,53,40,36,76
石原三丁目,67,52,43,95
石原四丁目,58,47,63,110
本所一丁目,65,54,58,112
本所二丁目,21,19,29,48
本所三丁目,70,34,67,101
本所四丁目,48,30,49,79
東駒形一丁目,55,38,37,75
東駒形二丁目,41,35,23,58
東駒形三丁目,27,14,22,36
東駒形四丁目,28,31,35,66
吾妻橋一丁目,54,42,48,90
吾妻橋二丁目,24,12,25,37
吾妻橋三丁目,25,17,33,50
錦糸一丁目,153,102,136,238
錦糸二丁目,90,64,77,141
錦糸三丁目,81,60,83,143
錦糸四丁目,108,84,119,203
太平一丁目,161,126,146,272
太平二丁目,95,55,102,157
太平三丁目,77,63,75,138
太平四丁目,161,124,188,312
横川一丁目,27,33,32,65
横川二丁目,46,36,37,73
横川三丁目,45,33,48,81
横川四丁目,82,54,60,114
横川五丁目,51,66,104,170
業平一丁目,33,31,27,58
業平二丁目,24,21,27,48
業平三丁目,20,14,19,33
業平四丁目,48,42,57,99
業平五丁目,23,20,23,43
向島一丁目,45,37,32,69
向島二丁目,34,30,29,59
向島三丁目,71,37,71,108
向島四丁目,26,29,32,61
向島五丁目,61,56,58,114
東向島一丁目,31,30,30,60
東向島二丁目,49,41,68,109
東向島三丁目,57,43,53,96
東向島四丁目,52,40,53,93
東向島五丁目,39,32,49,81
東向島六丁目,46,40,51,91
堤通一丁目,43,46,47,93
堤通二丁目,72,88,147,235
墨田一丁目,39,45,71,116
墨田二丁目,34,41,50,91
墨田三丁目,45,35,62,97
墨田四丁目,54,51,65,116
墨田五丁目,29,15,42,57
押上一丁目,35,30,35,65
押上二丁目,57,38,59,97
押上三丁目,59,57,83,140
京島一丁目,65,66,107,173
京島二丁目,14,16,14,30
京島三丁目,31,33,45,78
文花一丁目,71,83,157,240
文花二丁目,60,35,65,100
文花三丁目,28,27,35,62
八広一丁目,27,26,42,68
八広二丁目,50,52,62,114
八広三丁目,40,45,49,94
八広四丁目,42,33,67,100
八広五丁目,44,39,49,88
八広六丁目,37,41,52,93
立花一丁目,338,311,339,650
立花二丁目,68,45,46,91
立花三丁目,90,67,91,158
立花四丁目,69,58,118,176
立花五丁目,108,121,113,234
立花六丁目,55,41,65,106
東墨田一丁目,26,27,2,29
東墨田二丁目,32,44,25,69
東墨田三丁目,33,30,17,47
