町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,150,81,108,189
両国二丁目,120,77,97,174
両国三丁目,55,42,45,87
両国四丁目,126,69,93,162
千歳一丁目,42,30,27,57
千歳二丁目,45,30,26,56
千歳三丁目,48,37,49,86
緑一丁目,103,68,72,140
緑二丁目,77,56,66,122
緑三丁目,113,93,87,180
緑四丁目,234,156,195,351
立川一丁目,30,18,21,39
立川二丁目,36,26,24,50
立川三丁目,13,12,14,26
立川四丁目,39,31,34,65
菊川一丁目,35,23,33,56
菊川二丁目,51,35,39,74
菊川三丁目,93,72,72,144
江東橋一丁目,114,70,138,208
江東橋二丁目,179,133,169,302
江東橋三丁目,120,80,93,173
江東橋四丁目,352,216,374,590
江東橋五丁目,63,48,78,126
横網一丁目,13,13,6,19
横網二丁目,55,37,33,70
亀沢一丁目,56,41,49,90
亀沢二丁目,55,38,50,88
亀沢三丁目,56,48,52,100
亀沢四丁目,97,55,99,154
石原一丁目,85,63,69,132
石原二丁目,55,41,38,79
石原三丁目,62,51,42,93
石原四丁目,64,49,65,114
本所一丁目,54,43,53,96
本所二丁目,19,16,26,42
本所三丁目,66,32,62,94
本所四丁目,39,26,43,69
東駒形一丁目,49,38,26,64
東駒形二丁目,31,27,21,48
東駒形三丁目,29,19,20,39
東駒形四丁目,27,31,36,67
吾妻橋一丁目,54,45,46,91
吾妻橋二丁目,29,16,31,47
吾妻橋三丁目,23,16,31,47
錦糸一丁目,139,89,137,226
錦糸二丁目,95,71,82,153
錦糸三丁目,76,53,82,135
錦糸四丁目,112,77,123,200
太平一丁目,168,126,158,284
太平二丁目,91,55,90,145
太平三丁目,92,65,89,154
太平四丁目,168,133,198,331
横川一丁目,27,33,33,66
横川二丁目,47,35,31,66
横川三丁目,46,34,49,83
横川四丁目,82,47,65,112
横川五丁目,51,65,105,170
業平一丁目,43,39,33,72
業平二丁目,29,27,26,53
業平三丁目,20,14,18,32
業平四丁目,44,39,55,94
業平五丁目,24,22,22,44
向島一丁目,46,36,39,75
向島二丁目,40,31,33,64
向島三丁目,85,41,83,124
向島四丁目,27,32,28,60
向島五丁目,61,55,58,113
東向島一丁目,36,34,33,67
東向島二丁目,48,42,63,105
東向島三丁目,58,40,58,98
東向島四丁目,51,38,58,96
東向島五丁目,40,33,54,87
東向島六丁目,52,44,54,98
堤通一丁目,31,40,41,81
堤通二丁目,73,92,150,242
墨田一丁目,42,47,74,121
墨田二丁目,35,42,46,88
墨田三丁目,58,36,72,108
墨田四丁目,54,45,69,114
墨田五丁目,32,15,44,59
押上一丁目,30,29,29,58
押上二丁目,56,43,52,95
押上三丁目,67,62,83,145
京島一丁目,63,63,103,166
京島二丁目,16,16,19,35
京島三丁目,33,32,49,81
文花一丁目,70,84,153,237
文花二丁目,70,44,67,111
文花三丁目,21,22,28,50
八広一丁目,30,30,42,72
八広二丁目,39,47,53,100
八広三丁目,41,46,53,99
八広四丁目,40,29,65,94
八広五丁目,42,36,50,86
八広六丁目,44,39,56,95
立花一丁目,341,318,357,675
立花二丁目,102,67,59,126
立花三丁目,99,73,103,176
立花四丁目,72,66,112,178
立花五丁目,108,122,117,239
立花六丁目,62,43,67,110
東墨田一丁目,17,18,2,20
東墨田二丁目,34,44,28,72
東墨田三丁目,29,21,21,42
