町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,138,78,94,172
両国二丁目,115,67,98,165
両国三丁目,61,45,46,91
両国四丁目,129,70,96,166
千歳一丁目,27,20,24,44
千歳二丁目,31,16,28,44
千歳三丁目,48,33,46,79
緑一丁目,139,99,86,185
緑二丁目,65,40,61,101
緑三丁目,98,82,87,169
緑四丁目,231,141,219,360
立川一丁目,38,24,33,57
立川二丁目,43,37,21,58
立川三丁目,16,16,13,29
立川四丁目,39,28,38,66
菊川一丁目,28,16,30,46
菊川二丁目,30,20,32,52
菊川三丁目,78,49,81,130
江東橋一丁目,105,72,122,194
江東橋二丁目,161,118,166,284
江東橋三丁目,99,72,86,158
江東橋四丁目,332,202,382,584
江東橋五丁目,61,49,79,128
横網一丁目,11,11,5,16
横網二丁目,58,40,33,73
亀沢一丁目,39,34,39,73
亀沢二丁目,18,25,26,51
亀沢三丁目,39,38,37,75
亀沢四丁目,79,43,93,136
石原一丁目,78,70,58,128
石原二丁目,56,46,30,76
石原三丁目,65,58,40,98
石原四丁目,59,50,65,115
本所一丁目,72,55,65,120
本所二丁目,26,21,32,53
本所三丁目,65,34,60,94
本所四丁目,37,23,45,68
東駒形一丁目,46,31,28,59
東駒形二丁目,43,40,22,62
東駒形三丁目,30,20,22,42
東駒形四丁目,22,26,32,58
吾妻橋一丁目,47,35,41,76
吾妻橋二丁目,21,13,19,32
吾妻橋三丁目,22,18,27,45
錦糸一丁目,146,101,138,239
錦糸二丁目,77,70,70,140
錦糸三丁目,68,48,78,126
錦糸四丁目,109,84,121,205
太平一丁目,142,118,141,259
太平二丁目,86,52,104,156
太平三丁目,75,54,77,131
太平四丁目,155,122,198,320
横川一丁目,32,37,33,70
横川二丁目,45,33,35,68
横川三丁目,29,25,41,66
横川四丁目,90,56,67,123
横川五丁目,44,56,99,155
業平一丁目,33,26,32,58
業平二丁目,22,23,23,46
業平三丁目,26,22,19,41
業平四丁目,43,42,52,94
業平五丁目,24,22,22,44
向島一丁目,36,35,28,63
向島二丁目,34,32,32,64
向島三丁目,71,38,67,105
向島四丁目,26,30,31,61
向島五丁目,55,52,57,109
東向島一丁目,27,25,32,57
東向島二丁目,43,41,62,103
東向島三丁目,53,34,50,84
東向島四丁目,52,42,59,101
東向島五丁目,42,36,50,86
東向島六丁目,38,26,56,82
堤通一丁目,37,42,42,84
堤通二丁目,68,79,145,224
墨田一丁目,28,41,55,96
墨田二丁目,32,39,55,94
墨田三丁目,36,36,52,88
墨田四丁目,49,41,59,100
墨田五丁目,21,16,32,48
押上一丁目,31,27,33,60
押上二丁目,58,42,59,101
押上三丁目,53,52,64,116
京島一丁目,66,68,115,183
京島二丁目,17,17,18,35
京島三丁目,35,33,45,78
文花一丁目,70,90,145,235
文花二丁目,50,30,65,95
文花三丁目,28,27,34,61
八広一丁目,32,26,46,72
八広二丁目,37,37,57,94
八広三丁目,36,40,47,87
八広四丁目,38,25,68,93
八広五丁目,45,39,58,97
八広六丁目,34,34,50,84
立花一丁目,283,249,298,547
立花二丁目,74,51,43,94
立花三丁目,68,59,77,136
立花四丁目,69,56,108,164
立花五丁目,95,110,116,226
立花六丁目,46,29,63,92
東墨田一丁目,18,19,3,22
東墨田二丁目,37,45,24,69
東墨田三丁目,21,24,14,38
