町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,147,82,102,184
両国二丁目,119,70,98,168
両国三丁目,54,44,43,87
両国四丁目,128,64,101,165
千歳一丁目,34,24,26,50
千歳二丁目,25,14,23,37
千歳三丁目,46,38,46,84
緑一丁目,141,96,83,179
緑二丁目,80,49,69,118
緑三丁目,104,87,89,176
緑四丁目,218,136,222,358
立川一丁目,41,26,37,63
立川二丁目,40,35,18,53
立川三丁目,13,13,14,27
立川四丁目,38,30,36,66
菊川一丁目,34,18,33,51
菊川二丁目,32,20,32,52
菊川三丁目,84,55,81,136
江東橋一丁目,101,70,125,195
江東橋二丁目,175,129,166,295
江東橋三丁目,103,80,90,170
江東橋四丁目,334,200,385,585
江東橋五丁目,61,49,77,126
横網一丁目,10,10,5,15
横網二丁目,50,36,30,66
亀沢一丁目,44,32,46,78
亀沢二丁目,19,26,26,52
亀沢三丁目,45,39,42,81
亀沢四丁目,81,45,91,136
石原一丁目,88,74,61,135
石原二丁目,52,42,32,74
石原三丁目,74,56,47,103
石原四丁目,61,48,63,111
本所一丁目,62,51,58,109
本所二丁目,23,20,29,49
本所三丁目,67,33,65,98
本所四丁目,45,28,47,75
東駒形一丁目,54,40,33,73
東駒形二丁目,39,34,23,57
東駒形三丁目,26,17,21,38
東駒形四丁目,20,24,31,55
吾妻橋一丁目,45,33,40,73
吾妻橋二丁目,26,14,23,37
吾妻橋三丁目,24,19,29,48
錦糸一丁目,141,102,132,234
錦糸二丁目,86,70,68,138
錦糸三丁目,70,52,79,131
錦糸四丁目,111,89,123,212
太平一丁目,156,126,150,276
太平二丁目,85,55,95,150
太平三丁目,77,61,72,133
太平四丁目,160,132,190,322
横川一丁目,29,34,30,64
横川二丁目,46,35,34,69
横川三丁目,36,29,45,74
横川四丁目,88,59,60,119
横川五丁目,49,64,105,169
業平一丁目,31,28,30,58
業平二丁目,23,20,26,46
業平三丁目,25,19,22,41
業平四丁目,49,44,52,96
業平五丁目,23,22,19,41
向島一丁目,37,35,28,63
向島二丁目,34,32,28,60
向島三丁目,66,36,66,102
向島四丁目,26,30,32,62
向島五丁目,56,52,56,108
東向島一丁目,28,26,30,56
東向島二丁目,46,43,65,108
東向島三丁目,55,38,52,90
東向島四丁目,49,36,55,91
東向島五丁目,40,37,48,85
東向島六丁目,45,33,56,89
堤通一丁目,34,37,46,83
堤通二丁目,71,84,152,236
墨田一丁目,36,41,63,104
墨田二丁目,33,39,55,94
墨田三丁目,41,29,60,89
墨田四丁目,52,47,64,111
墨田五丁目,27,16,39,55
押上一丁目,39,32,36,68
押上二丁目,58,42,59,101
押上三丁目,52,55,69,124
京島一丁目,65,58,113,171
京島二丁目,15,16,17,33
京島三丁目,33,33,43,76
文花一丁目,70,88,151,239
文花二丁目,61,41,68,109
文花三丁目,29,27,36,63
八広一丁目,26,24,43,67
八広二丁目,48,45,65,110
八広三丁目,36,41,51,92
八広四丁目,38,27,70,97
八広五丁目,43,40,49,89
八広六丁目,33,34,50,84
立花一丁目,313,280,327,607
立花二丁目,79,48,51,99
立花三丁目,74,65,74,139
立花四丁目,76,54,126,180
立花五丁目,98,114,113,227
立花六丁目,49,33,64,97
東墨田一丁目,18,19,3,22
東墨田二丁目,35,45,24,69
東墨田三丁目,33,36,14,50
