町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,94,53,65,118
両国二丁目,110,73,94,167
両国三丁目,58,39,52,91
両国四丁目,94,62,70,132
千歳一丁目,25,22,21,43
千歳二丁目,24,16,19,35
千歳三丁目,50,30,46,76
緑一丁目,119,84,67,151
緑二丁目,72,51,61,112
緑三丁目,83,71,75,146
緑四丁目,203,133,203,336
立川一丁目,33,20,23,43
立川二丁目,40,37,19,56
立川三丁目,20,18,18,36
立川四丁目,38,32,33,65
菊川一丁目,29,19,26,45
菊川二丁目,38,24,36,60
菊川三丁目,65,48,61,109
江東橋一丁目,108,75,121,196
江東橋二丁目,134,107,145,252
江東橋三丁目,97,66,98,164
江東橋四丁目,309,192,355,547
江東橋五丁目,70,49,86,135
横網一丁目,5,7,2,9
横網二丁目,58,41,33,74
亀沢一丁目,36,30,39,69
亀沢二丁目,30,30,31,61
亀沢三丁目,40,36,37,73
亀沢四丁目,61,44,80,124
石原一丁目,75,61,70,131
石原二丁目,37,30,35,65
石原三丁目,65,52,52,104
石原四丁目,51,43,69,112
本所一丁目,43,37,59,96
本所二丁目,25,21,32,53
本所三丁目,59,29,64,93
本所四丁目,35,22,44,66
東駒形一丁目,46,39,21,60
東駒形二丁目,59,50,28,78
東駒形三丁目,30,25,21,46
東駒形四丁目,26,25,36,61
吾妻橋一丁目,47,35,38,73
吾妻橋二丁目,19,15,18,33
吾妻橋三丁目,19,16,27,43
錦糸一丁目,105,76,125,201
錦糸二丁目,82,73,86,159
錦糸三丁目,77,50,95,145
錦糸四丁目,120,93,130,223
太平一丁目,134,107,138,245
太平二丁目,101,65,108,173
太平三丁目,69,56,72,128
太平四丁目,162,136,194,330
横川一丁目,33,39,36,75
横川二丁目,32,23,25,48
横川三丁目,25,23,38,61
横川四丁目,77,40,67,107
横川五丁目,31,46,78,124
業平一丁目,28,26,24,50
業平二丁目,21,28,22,50
業平三丁目,22,19,21,40
業平四丁目,35,37,42,79
業平五丁目,20,16,21,37
向島一丁目,24,25,20,45
向島二丁目,30,31,27,58
向島三丁目,50,36,50,86
向島四丁目,21,25,29,54
向島五丁目,41,36,52,88
東向島一丁目,28,27,33,60
東向島二丁目,42,38,58,96
東向島三丁目,48,35,50,85
東向島四丁目,51,42,61,103
東向島五丁目,36,33,50,83
東向島六丁目,37,32,48,80
堤通一丁目,40,48,43,91
堤通二丁目,64,77,142,219
墨田一丁目,24,37,51,88
墨田二丁目,37,40,54,94
墨田三丁目,33,34,49,83
墨田四丁目,40,35,58,93
墨田五丁目,18,15,31,46
押上一丁目,30,24,35,59
押上二丁目,46,38,57,95
押上三丁目,48,51,62,113
京島一丁目,56,56,96,152
京島二丁目,21,25,24,49
京島三丁目,33,38,49,87
文花一丁目,65,93,138,231
文花二丁目,44,30,54,84
文花三丁目,28,27,42,69
八広一丁目,24,26,43,69
八広二丁目,41,45,68,113
八広三丁目,22,26,48,74
八広四丁目,46,29,70,99
八広五丁目,36,32,56,88
八広六丁目,32,34,49,83
立花一丁目,231,215,244,459
立花二丁目,66,44,40,84
立花三丁目,59,62,67,129
立花四丁目,55,62,93,155
立花五丁目,88,99,111,210
立花六丁目,41,31,62,93
東墨田一丁目,14,15,3,18
東墨田二丁目,33,38,30,68
東墨田三丁目,23,26,15,41
