町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,127,78,87,165
両国二丁目,143,92,101,193
両国三丁目,62,45,50,95
両国四丁目,143,96,86,182
千歳一丁目,34,20,28,48
千歳二丁目,38,27,24,51
千歳三丁目,52,41,48,89
緑一丁目,119,65,93,158
緑二丁目,86,57,79,136
緑三丁目,129,97,107,204
緑四丁目,278,163,233,396
立川一丁目,40,22,25,47
立川二丁目,35,27,19,46
立川三丁目,29,23,23,46
立川四丁目,56,38,45,83
菊川一丁目,46,29,37,66
菊川二丁目,54,34,44,78
菊川三丁目,99,74,74,148
江東橋一丁目,127,84,145,229
江東橋二丁目,184,122,176,298
江東橋三丁目,131,91,97,188
江東橋四丁目,330,207,345,552
江東橋五丁目,69,49,75,124
横網一丁目,14,13,9,22
横網二丁目,50,33,33,66
亀沢一丁目,51,42,44,86
亀沢二丁目,60,39,54,93
亀沢三丁目,52,45,51,96
亀沢四丁目,96,62,104,166
石原一丁目,94,67,71,138
石原二丁目,58,44,42,86
石原三丁目,67,58,44,102
石原四丁目,71,55,68,123
本所一丁目,50,34,61,95
本所二丁目,18,17,22,39
本所三丁目,65,27,57,84
本所四丁目,45,28,53,81
東駒形一丁目,43,28,30,58
東駒形二丁目,32,29,17,46
東駒形三丁目,29,17,25,42
東駒形四丁目,31,28,36,64
吾妻橋一丁目,74,68,57,125
吾妻橋二丁目,24,16,28,44
吾妻橋三丁目,24,19,30,49
錦糸一丁目,140,87,144,231
錦糸二丁目,86,64,83,147
錦糸三丁目,75,46,78,124
錦糸四丁目,111,80,119,199
太平一丁目,194,145,175,320
太平二丁目,96,66,91,157
太平三丁目,87,62,81,143
太平四丁目,162,130,195,325
横川一丁目,30,35,35,70
横川二丁目,37,31,26,57
横川三丁目,40,38,42,80
横川四丁目,73,40,58,98
横川五丁目,50,64,112,176
業平一丁目,46,43,37,80
業平二丁目,23,26,17,43
業平三丁目,18,13,17,30
業平四丁目,48,37,57,94
業平五丁目,52,39,34,73
向島一丁目,50,43,39,82
向島二丁目,42,33,33,66
向島三丁目,87,51,79,130
向島四丁目,35,37,32,69
向島五丁目,69,67,63,130
東向島一丁目,47,35,50,85
東向島二丁目,50,43,71,114
東向島三丁目,70,46,66,112
東向島四丁目,54,39,66,105
東向島五丁目,46,40,56,96
東向島六丁目,54,45,60,105
堤通一丁目,47,51,39,90
堤通二丁目,73,94,153,247
墨田一丁目,68,52,93,145
墨田二丁目,43,44,53,97
墨田三丁目,68,46,72,118
墨田四丁目,54,47,55,102
墨田五丁目,35,26,42,68
押上一丁目,41,40,34,74
押上二丁目,52,37,45,82
押上三丁目,65,56,83,139
京島一丁目,69,70,101,171
京島二丁目,20,18,15,33
京島三丁目,45,36,53,89
文花一丁目,71,89,150,239
文花二丁目,72,43,74,117
文花三丁目,23,27,25,52
八広一丁目,39,40,46,86
八広二丁目,45,49,51,100
八広三丁目,39,43,51,94
八広四丁目,48,37,74,111
八広五丁目,40,37,48,85
八広六丁目,49,45,67,112
立花一丁目,427,380,399,779
立花二丁目,69,54,47,101
立花三丁目,100,72,117,189
立花四丁目,65,72,105,177
立花五丁目,95,109,101,210
立花六丁目,66,45,71,116
東墨田一丁目,14,13,3,16
東墨田二丁目,40,46,33,79
東墨田三丁目,25,17,22,39
