町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,75,54,57,111
両国二丁目,109,71,95,166
両国三丁目,52,37,41,78
両国四丁目,72,58,56,114
千歳一丁目,35,22,30,52
千歳二丁目,32,20,26,46
千歳三丁目,58,44,48,92
緑一丁目,127,87,81,168
緑二丁目,77,54,68,122
緑三丁目,100,74,98,172
緑四丁目,223,155,167,322
立川一丁目,20,11,19,30
立川二丁目,37,33,17,50
立川三丁目,26,24,21,45
立川四丁目,52,35,34,69
菊川一丁目,37,22,34,56
菊川二丁目,38,29,33,62
菊川三丁目,75,64,59,123
江東橋一丁目,144,85,151,236
江東橋二丁目,164,111,148,259
江東橋三丁目,119,75,91,166
江東橋四丁目,317,204,304,508
江東橋五丁目,75,62,80,142
横網一丁目,8,6,5,11
横網二丁目,32,23,22,45
亀沢一丁目,39,28,39,67
亀沢二丁目,41,30,37,67
亀沢三丁目,52,39,55,94
亀沢四丁目,89,55,100,155
石原一丁目,104,70,71,141
石原二丁目,39,31,34,65
石原三丁目,54,42,41,83
石原四丁目,77,56,85,141
本所一丁目,53,34,53,87
本所二丁目,17,13,23,36
本所三丁目,43,22,41,63
本所四丁目,54,32,58,90
東駒形一丁目,29,21,22,43
東駒形二丁目,27,19,16,35
東駒形三丁目,30,17,23,40
東駒形四丁目,27,23,33,56
吾妻橋一丁目,63,64,50,114
吾妻橋二丁目,29,15,25,40
吾妻橋三丁目,13,21,24,45
錦糸一丁目,139,88,124,212
錦糸二丁目,67,46,77,123
錦糸三丁目,71,41,67,108
錦糸四丁目,93,79,96,175
太平一丁目,153,113,135,248
太平二丁目,62,42,64,106
太平三丁目,69,51,72,123
太平四丁目,145,125,179,304
横川一丁目,33,31,31,62
横川二丁目,44,34,31,65
横川三丁目,36,28,37,65
横川四丁目,59,33,43,76
横川五丁目,46,70,107,177
業平一丁目,45,37,40,77
業平二丁目,19,20,17,37
業平三丁目,24,15,19,34
業平四丁目,39,35,48,83
業平五丁目,25,18,23,41
向島一丁目,42,34,37,71
向島二丁目,39,34,31,65
向島三丁目,91,67,75,142
向島四丁目,34,34,30,64
向島五丁目,63,52,65,117
東向島一丁目,47,40,45,85
東向島二丁目,42,40,62,102
東向島三丁目,58,50,53,103
東向島四丁目,57,41,65,106
東向島五丁目,48,40,58,98
東向島六丁目,61,46,65,111
堤通一丁目,37,41,40,81
堤通二丁目,81,94,149,243
墨田一丁目,54,46,83,129
墨田二丁目,47,48,57,105
墨田三丁目,51,47,68,115
墨田四丁目,53,46,60,106
墨田五丁目,24,18,36,54
押上一丁目,26,33,20,53
押上二丁目,39,31,37,68
押上三丁目,55,47,84,131
京島一丁目,69,74,90,164
京島二丁目,27,27,14,41
京島三丁目,29,29,43,72
文花一丁目,80,89,161,250
文花二丁目,66,45,69,114
文花三丁目,17,18,25,43
八広一丁目,31,29,43,72
八広二丁目,49,47,58,105
八広三丁目,32,34,44,78
八広四丁目,64,44,74,118
八広五丁目,46,55,47,102
八広六丁目,43,43,59,102
立花一丁目,426,345,397,742
立花二丁目,49,47,34,81
立花三丁目,95,73,106,179
立花四丁目,73,75,95,170
立花五丁目,102,120,97,217
立花六丁目,64,54,67,121
東墨田一丁目,14,12,4,16
東墨田二丁目,50,41,43,84
東墨田三丁目,29,29,20,49
