地域区分,国・地域（人）,人口
総数,総数,546436
アジア,アジア,479250
アジア,アフガニスタン,76
アジア,アラブ首長国連邦,43
アジア,ミャンマー,9345
アジア,バーレーン,5
アジア,ブータン,31
アジア,バングラデシュ,4595
アジア,ブルネイ,11
アジア,カンボジア,584
アジア,スリランカ,2033
アジア,中国,219636
アジア,台湾,18675
アジア,キプロス,16
アジア,東ティモール,4
アジア,インド,13378
アジア,インドネシア,5331
アジア,イラン,975
アジア,イラク,31
アジア,イスラエル,259
アジア,ヨルダン,41
アジア,韓国,87590
アジア,朝鮮,4777
アジア,クウェート,17
アジア,ラオス,198
アジア,レバノン,56
アジア,マレーシア,2786
アジア,モンゴル,2891
アジア,オマーン,6
アジア,モルディブ,12
アジア,ネパール,24572
アジア,パキスタン,1270
アジア,フィリピン,33214
アジア,カタール,13
アジア,サウジアラビア,203
アジア,シリア,121
アジア,シンガポール,1213
アジア,タイ,7666
アジア,トルコ,908
アジア,ベトナム,36636
アジア,イエメン,19
アジア,パレスチナ,13
ヨーロッパ,ヨーロッパ,29032
ヨーロッパ,アルバニア,15
ヨーロッパ,オーストリア,230
ヨーロッパ,ベルギー,386
ヨーロッパ,ブルガリア,167
ヨーロッパ,ベラルーシ,115
ヨーロッパ,クロアチア,44
ヨーロッパ,チェコ,108
ヨーロッパ,デンマーク,219
ヨーロッパ,エストニア,53
ヨーロッパ,フィンランド,246
ヨーロッパ,フランス,6170
ヨーロッパ,ドイツ,2412
ヨーロッパ,ギリシャ,92
ヨーロッパ,ハンガリー,212
ヨーロッパ,アイスランド,18
ヨーロッパ,アイルランド,414
ヨーロッパ,イタリア,1894
ヨーロッパ,キルギス,65
ヨーロッパ,カザフスタン,128
ヨーロッパ,リヒテンシュタイン,3
ヨーロッパ,ルクセンブルク,22
ヨーロッパ,ラトビア,38
ヨーロッパ,リトアニア,100
ヨーロッパ,モナコ,0
ヨーロッパ,マルタ,6
ヨーロッパ,モルドバ,35
ヨーロッパ,北マケドニア,19
ヨーロッパ,オランダ,531
ヨーロッパ,ノルウェー,145
ヨーロッパ,ポーランド,502
ヨーロッパ,ポルトガル,224
ヨーロッパ,ルーマニア,525
ヨーロッパ,ロシア,2905
ヨーロッパ,サンマリノ,0
ヨーロッパ,スペイン,1243
ヨーロッパ,スウェーデン,712
ヨーロッパ,スイス,427
ヨーロッパ,トルクメニスタン,5
ヨーロッパ,タジキスタン,45
ヨーロッパ,英国,6218
ヨーロッパ,ウクライナ,524
ヨーロッパ,ウズベキスタン,1527
ヨーロッパ,アルメニア,17
ヨーロッパ,アゼルバイジャン,43
ヨーロッパ,アンドラ,1
ヨーロッパ,ジョージア,20
ヨーロッパ,スロベニア,30
ヨーロッパ,スロバキア,66
ヨーロッパ,ボスニア・ヘルツェゴビナ,18
ヨーロッパ,セルビア・モンテネグロ,2
ヨーロッパ,モンテネグロ,2
ヨーロッパ,セルビア,85
ヨーロッパ,コソボ共和国,4
アフリカ,アフリカ,3811
アフリカ,アルジェリア,63
アフリカ,ブルンジ,17
アフリカ,ボツワナ,8
アフリカ,カメルーン,172
アフリカ,中央アフリカ,5
アフリカ,チャド,0
アフリカ,コンゴ共和国,9
アフリカ,コンゴ民主共和国,98
アフリカ,カーボベルデ,2
アフリカ,コモロ,0
アフリカ,ベナン,30
アフリカ,ジブチ,3
アフリカ,エチオピア,172
アフリカ,赤道ギニア,0
アフリカ,エリトリア,9
アフリカ,ガボン,8
アフリカ,ガーナ,556
アフリカ,ギニア,178
アフリカ,ガンビア,16
アフリカ,ギニアビサウ,3
アフリカ,コートジボワール,33
アフリカ,ケニア,121
アフリカ,リベリア,9
アフリカ,リビア,8
アフリカ,レソト,4
アフリカ,マダガスカル,20
アフリカ,マリ,46
アフリカ,モーリタニア,4
アフリカ,モロッコ,207
アフリカ,マラウイ,23
アフリカ,モーリシャス,18
アフリカ,モザンビーク,12
アフリカ,ニジェール,4
アフリカ,ナイジェリア,575
アフリカ,ナミビア,9
アフリカ,ルワンダ,27
アフリカ,セネガル,177
アフリカ,シエラレオネ,28
アフリカ,ソマリア,5
アフリカ,スーダン,37
アフリカ,エスワティニ,1
アフリカ,サントメ・プリンシペ,0
アフリカ,セーシェル,0
アフリカ,タンザニア,71
アフリカ,トーゴ,7
アフリカ,チュニジア,250
アフリカ,ウガンダ,119
アフリカ,南アフリカ共和国,208
アフリカ,エジプト,344
アフリカ,ブルキナファソ,20
アフリカ,ザンビア,16
アフリカ,ジンバブエ,44
アフリカ,アンゴラ,9
アフリカ,南スーダン共和国,6
北米,北米,22579
北米,バルバドス,5
北米,バハマ,3
北米,ベリーズ,3
北米,カナダ,3168
北米,コスタリカ,53
北米,キューバ,75
北米,ドミニカ共和国,46
北米,ドミニカ,3
北米,エルサルバドル,25
北米,グアテマラ,41
北米,ハイチ,5
北米,ホンジュラス,30
北米,ジャマイカ,123
北米,メキシコ,740
北米,ニカラグア,10
北米,パナマ,27
北米,セントルシア,1
北米,セントビンセント,0
北米,セントクリストファー・ネービス,21
北米,トリニダード・トバゴ,25
北米,米国,18173
北米,グレナダ,0
北米,アンティグア・バーブーダ,2
南米,南米,7096
南米,アルゼンチン,392
南米,ボリビア,116
南米,ブラジル,3661
南米,チリ,243
南米,コロンビア,510
南米,エクアドル,44
南米,ガイアナ,1
南米,パラグアイ,75
南米,ペルー,1948
南米,スリナム,3
南米,ウルグアイ,20
南米,ベネズエラ,83
オセアニア,オセアニア,4258
オセアニア,オーストラリア,3198
オセアニア,フィジー,46
オセアニア,キリバス,0
オセアニア,マーシャル,4
オセアニア,ミクロネシア,13
オセアニア,ニュージーランド,945
オセアニア,ナウル,1
オセアニア,パプアニューギニア,8
オセアニア,パラオ,6
オセアニア,ソロモン,5
オセアニア,トンガ,26
オセアニア,ツバル,0
オセアニア,バヌアツ,0
オセアニア,サモア,6
無国籍・その他,無国籍・その他,410
,,
外国人人口　令和3年１月,,
第２表 国籍・地域別外国人人口（令和3年１月１日現在）,,
注１）住民票に記載される国籍・地域の名称は在留管理制度に基づく在留カード等の「国籍・地域」欄の表記によっている。このため、本統計の国籍・地域の名称は、平成29年1月から在留管理制度に基づく法務省「在留外国人統計」の国籍・地域の名称に合わせている。,,
