地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,北マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,エスワティニ,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネービス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,13137,6376,6761,11697,4,3,96,0,1,74,1,48,101,5213,312,1,1,149,195,44,8,2,1,1758,114,0,5,4,148,140,0,0,477,31,1329,0,14,21,20,157,8,1217,0,0,390,1,3,6,2,0,1,1,3,1,3,46,35,0,1,0,5,38,0,1,0,0,2,2,0,0,2,0,5,3,4,2,16,57,0,19,7,1,0,0,82,21,19,0,0,0,0,0,0,0,0,0,1,0,152,1,1,0,16,0,0,1,0,0,0,3,0,7,0,0,1,28,7,2,0,1,7,0,0,0,1,0,0,4,0,0,0,0,13,2,0,9,1,1,9,0,0,0,0,1,6,8,2,19,0,0,1,0,0,372,0,0,0,47,1,0,3,0,3,2,0,2,2,11,0,0,0,0,0,0,301,0,0,438,18,1,239,6,14,3,0,3,147,0,1,6,81,53,4,0,0,0,22,0,0,2,0,0,0,0,0,7
4,13202,立川市,4650,2203,2447,4176,0,0,38,0,0,9,0,7,0,1959,114,0,0,43,76,6,0,0,2,749,97,0,5,0,11,21,0,0,203,3,398,0,1,0,5,45,3,381,0,0,105,0,0,0,0,1,0,0,0,0,1,8,6,0,0,0,2,5,0,2,0,1,0,3,0,0,0,0,1,0,4,2,1,11,0,5,4,3,0,1,28,2,14,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,1,0,0,2,0,0,1,1,0,0,193,0,0,0,21,0,0,0,0,0,1,0,0,4,6,0,0,0,0,16,0,145,0,0,101,3,0,68,0,3,0,0,2,25,0,0,0,31,24,0,0,0,0,7,0,0,0,0,0,0,0,0,3
4,13203,武蔵野市,3223,1584,1639,2533,0,0,15,0,0,19,1,4,11,1132,184,0,0,43,32,10,0,0,1,517,16,0,0,0,31,26,0,0,178,9,103,0,1,2,9,42,8,139,0,0,290,0,4,2,0,1,0,4,4,1,4,58,18,1,1,0,10,20,7,0,0,1,0,0,0,0,0,2,6,3,3,1,4,21,0,7,3,2,0,0,88,0,12,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,0,276,0,0,0,40,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,229,0,0,47,2,0,24,2,9,1,0,2,7,0,0,0,59,43,0,0,1,0,15,0,0,0,0,0,0,0,0,0
4,13204,三鷹市,3673,1823,1850,2809,0,1,21,0,2,14,0,2,14,1155,204,0,0,60,37,7,0,3,0,656,30,1,2,1,40,22,0,0,81,3,170,0,3,4,13,56,10,197,0,0,320,0,3,2,2,2,0,1,4,0,1,45,26,1,2,0,4,21,1,3,0,0,1,2,0,0,1,0,6,1,3,5,4,34,0,9,10,8,0,0,99,6,11,1,0,0,0,0,0,0,0,0,0,1,50,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,2,0,0,4,0,0,0,0,3,0,0,2,0,0,0,0,0,0,3,0,2,1,5,5,0,0,4,1,0,378,0,0,1,54,0,0,0,0,0,2,1,1,3,8,0,0,0,0,0,0,306,0,2,69,5,2,36,6,9,1,0,0,8,0,0,2,46,34,1,0,0,0,11,0,0,0,0,0,0,0,0,1
4,13205,青梅市,1986,873,1113,1624,2,0,14,0,0,10,0,3,7,346,77,0,0,6,38,3,0,0,0,198,12,0,3,0,3,5,0,0,36,16,454,0,0,0,2,59,2,328,0,0,36,0,0,1,1,1,0,0,0,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,1,0,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,57,0,0,239,1,4,55,0,9,0,0,1,168,0,0,1,9,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3
4,13206,府中市,5312,2436,2876,4398,10,0,44,0,0,26,0,20,18,1793,193,0,0,40,146,20,0,0,0,787,22,0,13,1,39,70,0,0,93,8,548,0,1,10,13,85,16,381,1,0,306,0,2,1,7,3,0,8,2,2,4,35,11,3,7,0,5,17,0,8,0,0,1,3,0,0,0,0,3,1,7,1,6,49,0,11,3,2,2,9,42,9,35,0,1,0,1,1,2,2,0,0,0,0,96,1,2,1,1,0,0,0,6,0,0,2,0,1,0,0,0,17,0,0,0,0,3,3,0,0,0,0,0,4,0,0,2,0,6,0,1,5,3,0,0,0,0,0,0,0,3,4,1,28,0,1,1,0,0,320,0,0,0,29,0,0,1,0,1,0,1,0,5,12,0,1,0,0,0,0,270,0,0,129,5,0,87,5,8,0,0,2,22,0,0,0,61,28,4,0,0,0,25,0,0,1,0,2,0,0,1,2
4,13207,昭島市,2755,1253,1502,2482,0,0,41,0,0,23,0,0,9,695,47,0,0,49,22,6,1,1,0,476,43,0,3,0,8,6,0,0,262,13,403,0,0,0,4,28,1,341,0,0,36,0,0,1,0,0,0,0,0,0,1,2,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,1,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,61,0,0,104,1,0,53,0,2,0,0,0,48,0,0,0,18,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4,13208,調布市,4550,2275,2275,3962,4,0,43,0,0,19,0,3,18,1594,180,0,0,48,83,12,1,1,0,977,48,0,11,1,51,28,0,0,95,6,320,0,0,1,11,88,14,305,0,0,246,0,3,1,3,2,2,1,0,7,3,35,21,1,2,0,1,24,6,1,0,0,0,0,0,0,1,0,0,1,7,3,8,26,0,12,7,3,0,0,56,2,2,0,0,0,0,1,1,3,0,0,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,1,0,6,0,0,0,1,1,214,1,0,0,28,1,1,2,0,0,1,0,1,2,12,0,1,0,0,0,0,164,0,0,62,2,0,35,4,7,0,0,2,11,0,0,1,30,21,0,0,0,0,9,0,0,0,0,0,0,0,0,3
4,13209,町田市,7090,3450,3640,6043,1,0,40,0,0,53,0,19,59,2725,174,0,0,97,146,36,1,2,0,986,98,0,2,0,44,62,0,0,132,15,614,0,6,11,19,109,10,582,0,0,274,0,2,3,2,3,0,0,0,1,4,31,27,0,9,0,3,12,1,0,0,0,1,4,0,0,0,0,5,0,9,1,9,32,0,13,2,3,0,1,68,10,12,0,0,0,1,3,0,0,0,0,2,0,206,3,5,0,4,0,0,0,3,0,0,0,0,4,0,0,0,39,23,0,0,3,7,0,0,2,0,4,0,2,4,0,0,0,33,0,2,27,0,0,0,0,0,0,2,0,2,1,3,23,0,6,4,0,0,347,0,0,0,60,1,1,2,1,0,1,0,0,11,17,0,1,0,0,0,0,252,0,0,163,7,3,78,4,11,1,0,1,58,0,0,0,49,34,1,0,0,0,14,0,0,0,0,0,0,0,0,8
4,13210,小金井市,2815,1396,1419,2318,0,0,20,0,0,29,0,1,16,1169,83,0,0,22,61,2,1,2,1,275,11,0,3,0,24,18,1,0,140,17,144,0,0,0,12,57,8,201,0,0,168,5,3,3,1,0,0,0,0,0,0,22,12,0,0,1,3,6,0,1,0,0,1,0,0,0,1,0,5,2,0,0,2,25,0,5,1,5,0,0,61,2,1,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,2,0,0,0,0,3,1,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,1,0,2,4,0,0,1,0,0,237,0,0,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,202,0,0,35,1,1,31,1,1,0,0,0,0,0,0,0,21,12,1,0,0,0,8,0,0,0,0,0,0,0,0,1
4,13211,小平市,5091,2440,2651,4608,2,0,24,0,2,49,0,12,16,1832,145,0,0,34,79,27,0,1,1,1010,460,0,6,1,20,27,0,0,140,6,273,0,2,0,13,92,8,326,0,0,199,1,0,1,1,1,0,2,0,0,3,21,10,1,2,1,4,9,3,2,0,0,0,0,0,0,1,0,1,2,0,2,6,29,0,8,4,3,0,2,34,4,30,1,6,0,1,2,0,0,1,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,8,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,2,0,0,1,0,0,0,2,0,0,1,1,2,0,0,1,0,0,145,0,0,0,15,0,1,0,0,2,2,0,0,7,6,0,0,0,0,0,3,109,0,0,80,2,0,52,1,9,0,0,1,14,0,0,1,25,16,0,0,0,0,6,0,1,0,2,0,0,0,0,0
4,13212,日野市,3367,1665,1702,3036,0,0,30,0,0,9,0,12,33,1298,63,0,0,31,98,10,0,0,0,496,0,0,5,0,30,13,0,0,111,1,310,0,6,3,4,61,1,411,0,0,86,1,0,2,1,1,0,0,0,0,2,12,8,0,0,0,2,5,0,2,0,0,1,0,0,0,0,0,1,0,3,0,1,8,0,3,4,3,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4,0,0,0,1,1,0,0,3,0,0,1,5,0,1,2,0,0,0,1,0,0,1,0,3,1,3,0,0,0,1,0,0,115,0,0,0,10,0,0,1,0,0,0,0,0,6,3,0,0,0,0,0,1,94,0,0,57,2,1,26,1,5,0,0,1,20,0,0,1,38,13,1,0,0,0,20,0,0,1,0,3,0,0,0,3
4,13213,東村山市,2999,1451,1548,2763,1,0,28,0,0,50,0,3,32,1224,72,0,0,8,83,8,0,0,0,425,90,0,5,0,12,31,0,0,171,7,271,0,0,0,2,52,5,183,0,0,75,0,0,2,0,3,0,0,0,0,0,12,7,0,1,0,0,6,0,3,0,0,0,0,0,0,0,0,2,1,2,2,3,10,0,2,3,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,1,0,47,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,6,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,18,0,0,2,0,0,3,0,0,0,0,0,0,2,0,2,0,0,1,0,0,72,1,0,0,13,1,0,0,0,0,0,0,0,2,6,0,4,0,0,0,0,45,0,0,31,0,1,15,2,5,0,0,0,8,0,0,0,9,4,1,0,0,0,4,0,0,0,0,0,0,0,0,2
4,13214,国分寺市,2567,1220,1347,2288,0,0,18,0,0,7,0,2,12,1198,85,0,0,33,39,2,0,0,0,370,31,0,1,0,15,16,1,0,192,1,107,0,0,0,2,24,3,129,0,0,116,0,0,1,2,1,0,2,1,0,3,21,7,0,3,0,2,11,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,9,0,7,3,0,1,0,23,5,4,0,0,0,0,0,1,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,101,0,0,0,19,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,78,0,0,19,0,0,11,3,1,0,0,0,4,0,0,0,18,14,0,0,0,0,4,0,0,0,0,0,0,0,0,2
4,13215,国立市,1761,808,953,1555,0,0,15,0,1,6,0,0,16,686,66,0,0,17,22,4,0,0,0,317,27,0,2,0,6,34,0,0,88,1,81,0,2,0,2,19,2,141,0,0,89,0,0,0,2,0,0,0,1,0,2,11,11,0,0,0,1,9,2,0,0,0,0,0,0,0,1,0,0,1,1,0,5,11,0,2,2,2,0,0,11,3,4,0,0,0,0,0,0,0,0,1,6,0,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80,0,0,0,4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,71,0,0,15,0,1,6,0,0,0,0,0,7,0,0,1,12,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0
4,13218,福生市,3621,1781,1840,3046,0,0,29,0,0,48,0,0,13,596,84,0,0,82,22,16,0,0,0,199,23,0,2,0,18,6,0,0,491,32,375,0,0,0,0,115,5,890,0,0,32,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,2,2,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,41,30,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,1,0,2,2,2,2,0,0,0,0,123,1,0,0,6,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,108,0,0,313,2,2,65,0,2,0,0,3,238,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4
4,13219,狛江市,1359,674,685,1129,0,0,12,0,0,9,0,1,4,450,39,0,0,16,24,5,0,0,0,206,4,0,1,1,7,3,0,0,88,0,123,0,1,0,0,36,1,98,0,0,102,0,0,1,0,0,0,2,1,0,0,20,6,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,6,0,8,5,1,0,0,29,2,4,0,0,0,0,0,0,0,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,65,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,24,0,0,12,0,1,0,0,1,10,0,0,0,17,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13220,東大和市,1201,495,706,1111,0,0,8,0,0,1,0,6,9,358,22,0,0,0,15,2,0,1,0,201,106,0,0,0,4,2,0,0,20,0,248,0,0,0,1,24,0,83,0,0,29,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,8,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,26,0,0,16,0,0,12,0,1,1,0,0,2,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13221,清瀬市,1335,618,717,1205,0,0,6,0,0,13,0,3,27,507,29,0,0,6,26,16,0,0,0,151,22,0,0,0,1,8,0,0,42,14,212,0,0,0,1,25,0,96,0,0,26,0,0,1,0,0,0,0,0,0,0,6,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,41,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31,0,0,18,2,0,11,0,1,0,0,1,3,0,0,0,11,9,0,0,0,0,2,0,0,0,0,0,0,0,0,1
4,13222,東久留米市,2265,1045,1220,1856,4,0,14,0,0,5,0,11,42,742,52,0,0,64,36,6,0,1,0,310,13,0,1,0,8,13,0,0,61,1,253,0,0,1,8,40,1,169,0,0,75,0,1,4,2,0,0,0,0,0,4,5,5,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,1,0,2,1,1,13,0,3,1,0,0,0,22,2,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,238,0,0,0,22,1,0,0,0,0,2,0,0,1,4,1,0,0,0,0,1,206,0,0,34,3,0,17,2,2,1,0,0,9,0,0,0,18,14,1,0,0,0,3,0,0,0,0,0,0,0,0,1
4,13223,武蔵村山市,1783,727,1056,1651,0,0,4,0,0,9,0,7,7,593,21,0,0,2,27,8,0,0,0,138,16,0,2,0,5,9,0,0,36,5,362,0,0,0,0,27,2,371,0,0,12,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,29,0,0,72,0,0,55,0,0,0,0,0,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13224,多摩市,2755,1274,1481,2490,0,0,41,0,0,2,1,2,10,1169,71,0,0,40,27,6,0,0,0,520,16,0,0,0,22,14,0,0,77,3,220,0,0,1,9,37,4,198,0,0,88,0,1,0,0,1,0,0,0,0,1,15,5,0,2,0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,16,0,5,2,1,0,0,17,1,1,0,0,0,1,0,0,0,0,0,1,0,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,3,0,1,0,2,1,0,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,3,0,2,2,0,0,0,0,0,0,0,87,0,0,0,14,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,68,0,0,39,0,5,19,0,7,0,0,5,3,0,0,0,20,12,2,0,0,0,6,0,0,0,0,0,0,0,0,1
4,13225,稲城市,1451,730,721,1222,0,0,3,0,0,1,0,2,11,451,35,0,0,25,49,9,0,0,0,259,22,0,2,0,7,20,0,0,32,11,155,0,0,0,1,24,3,100,0,0,69,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,0,0,4,1,0,0,23,2,3,0,2,0,0,2,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,17,0,1,0,0,0,0,55,0,0,0,10,0,1,0,0,0,0,0,0,2,3,0,2,0,0,0,0,37,0,0,28,1,0,18,1,2,1,0,0,5,0,0,0,51,24,2,0,0,0,18,0,0,0,0,5,0,0,2,1
4,13227,羽村市,1472,668,804,965,0,0,1,0,0,15,0,0,3,204,19,0,0,14,45,7,0,0,0,84,4,0,2,0,2,18,0,0,42,5,251,0,0,0,1,18,0,230,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,60,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,50,0,0,394,7,4,75,0,9,0,0,2,294,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,1038,535,503,868,5,0,20,0,0,2,0,1,15,153,22,0,0,2,37,1,0,0,0,110,12,0,34,0,0,24,0,0,10,7,147,0,0,0,0,27,1,238,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,60,0,0,77,0,0,31,3,0,0,0,0,43,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4,13229,西東京市,5050,2557,2493,4554,0,0,46,0,0,33,0,8,43,2243,212,0,0,30,85,8,0,0,0,895,44,0,2,1,31,29,0,0,91,6,306,0,0,0,18,65,8,350,0,0,161,0,3,3,0,2,0,0,2,0,3,28,6,0,2,0,2,11,0,1,0,0,0,0,0,0,0,0,3,0,5,0,1,26,0,6,3,3,0,0,47,1,2,0,0,0,1,0,0,0,0,0,0,0,59,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,9,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,189,0,0,0,23,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,157,0,0,57,5,0,38,1,4,0,0,0,8,0,0,1,29,17,0,0,0,0,10,0,0,0,0,2,0,0,0,1
1,13550,町村部,1257,642,615,1018,0,0,11,0,0,18,0,9,6,146,16,0,0,4,85,12,0,0,0,151,9,0,1,0,4,1,0,0,9,3,283,0,0,0,1,48,0,201,0,0,17,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,73,0,0,0,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0,0,113,3,4,25,0,0,0,0,1,80,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3
2,13300,郡部,966,512,454,761,0,0,5,0,0,18,0,5,6,135,14,0,0,4,23,12,0,0,0,75,9,0,1,0,4,1,0,0,9,3,221,0,0,0,1,39,0,176,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,54,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,110,2,4,24,0,0,0,0,1,79,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3
4,13303,瑞穂町,788,438,350,627,0,0,3,0,0,16,0,3,5,114,9,0,0,4,7,12,0,0,0,54,8,0,0,0,4,0,0,0,8,3,191,0,0,0,1,32,0,153,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,32,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,103,1,4,20,0,0,0,0,1,77,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
