"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2012120101,"赤坂",,40,32,72,0,,,,25,,,,,,
2012120102,"赤坂",,36,31,67,0,,,,35,,,,,,
2012120103,"赤坂",,46,30,76,0,,,,39,,,,,,
2012120104,"赤坂",,59,28,87,0,,,,39,,,,,,
2012120105,"赤坂",,69,28,97,0,,,,32,,,,,,
2012120106,"赤坂",,76,30,106,0,,,,35,,,,,,
2012120107,"赤坂",,52,28,80,0,,,,30,,,,,,
2012120108,"赤坂",,88,33,121,0,,,,25,,,,,,
2012120109,"赤坂",,60,33,93,1,,,,13,,,,,,
2012120110,"赤坂",,29,31,60,5,,,,12,,,,,,
2012120111,"赤坂",,26,28,54,7,,,,10,,,,,,
2012120112,"赤坂",,21,25,46,11,,,,17,,,,,,
2012120113,"赤坂",,17,20,37,14,,,,20,,,,,,
2012120114,"赤坂",,19,22,41,16,,,,5,,,,,,
2012120115,"赤坂",,16,19,35,15,,,,5,,,,,,
2012120116,"赤坂",,17,21,38,15,,,,4,,,,,,
2012120117,"赤坂",,19,26,45,8,,,,9,,,,,,
2012120118,"赤坂",,11,28,39,7,,,,9,,,,,,
2012120119,"赤坂",,23,27,50,8,,,,8,,,,,,
2012120120,"赤坂",,14,26,40,9,,,,15,,,,,,
2012120121,"赤坂",,9,19,28,16,,,,8,,,,,,
2012120122,"赤坂",,5,13,18,21,,,,9,,,,,,
2012120123,"赤坂",,6,13,19,21,,,,18,,,,,,
2012120124,"赤坂",,10,15,25,19,,,,9,,,,,,
2012120201,"赤坂",,10,13,23,9995,,,,5,,,,,,
2012120202,"赤坂",,4,10,14,23,,,,8,,,,,,
2012120203,"赤坂",,3,7,10,26,,,,5,,,,,,
2012120204,"赤坂",,3,7,10,28,,,,7,,,,,,
2012120205,"赤坂",,2,6,8,29,,,,2,,,,,,
2012120206,"赤坂",,3,9,12,27,,,,10,,,,,,
2012120207,"赤坂",,5,12,17,22,,,,18,,,,,,
2012120208,"赤坂",,12,20,32,16,,,,6,,,,,,
2012120209,"赤坂",,16,23,39,13,,,,5,,,,,,
2012120210,"赤坂",,10,16,26,22,,,,8,,,,,,
2012120211,"赤坂",,5,10,15,29,,,,11,,,,,,
2012120212,"赤坂",,3,10,13,29,,,,11,,,,,,
2012120213,"赤坂",,6,13,19,29,,,,18,,,,,,
2012120214,"赤坂",,5,16,21,26,,,,10,,,,,,
2012120215,"赤坂",,7,16,23,26,,,,10,,,,,,
2012120216,"赤坂",,5,13,18,28,,,,19,,,,,,
2012120217,"赤坂",,8,18,26,23,,,,9,,,,,,
2012120218,"赤坂",,7,17,24,23,,,,21,,,,,,
2012120219,"赤坂",,7,16,23,23,,,,19,,,,,,
2012120220,"赤坂",,7,15,22,23,,,,19,,,,,,
2012120221,"赤坂",,5,14,19,24,,,,22,,,,,,
2012120222,"赤坂",,5,15,20,21,,,,19,,,,,,
2012120223,"赤坂",,5,16,21,20,,,,18,,,,,,
2012120224,"赤坂",,4,13,17,23,,,,12,,,,,,
2012120301,"赤坂",,4,10,14,25,,,,18,,,,,,
2012120302,"赤坂",,4,13,17,22,,,,16,,,,,,
2012120303,"赤坂",,4,12,16,22,,,,15,,,,,,
2012120304,"赤坂",,8,13,21,21,,,,15,,,,,,
2012120305,"赤坂",,10,17,27,20,,,,11,,,,,,
2012120306,"赤坂",,19,24,43,13,,,,12,,,,,,
2012120307,"赤坂",,23,29,52,10,,,,12,,,,,,
2012120308,"赤坂",,34,33,67,5,,,,11,,,,,,
2012120309,"赤坂",,36,30,66,4,,,,20,,,,,,
2012120310,"赤坂",,35,29,64,4,,,,21,,,,,,
2012120311,"赤坂",,32,30,62,5,,,,24,,,,,,
2012120312,"赤坂",,36,32,68,5,,,,14,,,,,,
2012120313,"赤坂",,21,27,48,10,,,,11,,,,,,
2012120314,"赤坂",,23,29,52,10,,,,12,,,,,,
2012120315,"赤坂",,18,28,46,9,,,,24,,,,,,
2012120316,"赤坂",,27,34,61,6,,,,21,,,,,,
2012120317,"赤坂",,32,37,69,3,,,,26,,,,,,
2012120318,"赤坂",,24,36,60,4,,,,21,,,,,,
2012120319,"赤坂",,14,30,44,7,,,,18,,,,,,
2012120320,"赤坂",,11,25,36,10,,,,17,,,,,,
2012120321,"赤坂",,8,21,29,14,,,,21,,,,,,
2012120322,"赤坂",,10,20,30,15,,,,20,,,,,,
