"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20130101,"芝地区総合支所管内","芝一丁目",792,715,674,1389
20130101,"芝地区総合支所管内","芝二丁目",1634,1412,1480,2892
20130101,"芝地区総合支所管内","芝三丁目",1905,1586,1690,3276
20130101,"芝地区総合支所管内","芝四丁目",1213,985,1092,2077
20130101,"芝地区総合支所管内","芝五丁目",2004,1440,1802,3242
20130101,"芝地区総合支所管内","海岸一丁目",1174,1093,984,2077
20130101,"芝地区総合支所管内","東新橋一丁目",723,661,745,1406
20130101,"芝地区総合支所管内","東新橋二丁目",212,194,140,334
20130101,"芝地区総合支所管内","新橋一丁目",23,13,15,28
20130101,"芝地区総合支所管内","新橋二丁目",88,81,74,155
20130101,"芝地区総合支所管内","新橋三丁目",139,155,121,276
20130101,"芝地区総合支所管内","新橋四丁目",264,228,202,430
20130101,"芝地区総合支所管内","新橋五丁目",314,291,253,544
20130101,"芝地区総合支所管内","新橋六丁目",592,476,358,834
20130101,"芝地区総合支所管内","西新橋一丁目",156,138,129,267
20130101,"芝地区総合支所管内","西新橋二丁目",221,191,182,373
20130101,"芝地区総合支所管内","西新橋三丁目",391,263,306,569
20130101,"芝地区総合支所管内","三田一丁目",2123,1941,2232,4173
20130101,"芝地区総合支所管内","三田二丁目",1756,1616,1919,3535
20130101,"芝地区総合支所管内","三田三丁目",872,738,804,1542
20130101,"芝地区総合支所管内","浜松町一丁目",753,721,683,1404
20130101,"芝地区総合支所管内","浜松町二丁目",196,164,149,313
20130101,"芝地区総合支所管内","芝大門一丁目",410,336,375,711
20130101,"芝地区総合支所管内","芝大門二丁目",476,391,421,812
20130101,"芝地区総合支所管内","芝公園一丁目",139,113,110,223
20130101,"芝地区総合支所管内","芝公園二丁目",394,298,301,599
20130101,"芝地区総合支所管内","芝公園三丁目",159,157,164,321
20130101,"芝地区総合支所管内","芝公園四丁目",53,37,29,66
20130101,"芝地区総合支所管内","虎ノ門一丁目",157,137,155,292
20130101,"芝地区総合支所管内","虎ノ門二丁目",30,32,27,59
20130101,"芝地区総合支所管内","虎ノ門三丁目",797,696,749,1445
20130101,"芝地区総合支所管内","虎ノ門四丁目",362,253,364,617
20130101,"芝地区総合支所管内","虎ノ門五丁目",220,222,248,470
20130101,"芝地区総合支所管内","愛宕一丁目",33,38,32,70
20130101,"芝地区総合支所管内","愛宕二丁目",138,268,220,488
20130201,"芝地区総合支所管内","芝一丁目",790,720,680,1400
20130201,"芝地区総合支所管内","芝二丁目",1636,1409,1485,2894
20130201,"芝地区総合支所管内","芝三丁目",1916,1599,1709,3308
20130201,"芝地区総合支所管内","芝四丁目",1222,988,1108,2096
20130201,"芝地区総合支所管内","芝五丁目",1999,1441,1795,3236
20130201,"芝地区総合支所管内","海岸一丁目",1189,1108,1000,2108
20130201,"芝地区総合支所管内","東新橋一丁目",721,660,740,1400
20130201,"芝地区総合支所管内","東新橋二丁目",214,193,144,337
20130201,"芝地区総合支所管内","新橋一丁目",23,13,15,28
20130201,"芝地区総合支所管内","新橋二丁目",88,81,75,156
20130201,"芝地区総合支所管内","新橋三丁目",140,156,123,279
20130201,"芝地区総合支所管内","新橋四丁目",263,226,201,427
20130201,"芝地区総合支所管内","新橋五丁目",319,293,256,549
20130201,"芝地区総合支所管内","新橋六丁目",588,473,354,827
20130201,"芝地区総合支所管内","西新橋一丁目",163,146,129,275
20130201,"芝地区総合支所管内","西新橋二丁目",231,195,184,379
20130201,"芝地区総合支所管内","西新橋三丁目",392,264,298,562
20130201,"芝地区総合支所管内","三田一丁目",2121,1943,2231,4174
20130201,"芝地区総合支所管内","三田二丁目",1751,1611,1911,3522
20130201,"芝地区総合支所管内","三田三丁目",869,743,807,1550
20130201,"芝地区総合支所管内","浜松町一丁目",754,722,678,1400
20130201,"芝地区総合支所管内","浜松町二丁目",195,164,152,316
20130201,"芝地区総合支所管内","芝大門一丁目",409,333,368,701
20130201,"芝地区総合支所管内","芝大門二丁目",475,394,423,817
20130201,"芝地区総合支所管内","芝公園一丁目",138,111,111,222
20130201,"芝地区総合支所管内","芝公園二丁目",393,299,303,602
20130201,"芝地区総合支所管内","芝公園三丁目",159,159,165,324
20130201,"芝地区総合支所管内","芝公園四丁目",49,34,28,62
20130201,"芝地区総合支所管内","虎ノ門一丁目",154,136,154,290
20130201,"芝地区総合支所管内","虎ノ門二丁目",26,27,26,53
20130201,"芝地区総合支所管内","虎ノ門三丁目",796,690,751,1441
20130201,"芝地区総合支所管内","虎ノ門四丁目",357,250,361,611
20130201,"芝地区総合支所管内","虎ノ門五丁目",220,222,254,476
20130201,"芝地区総合支所管内","愛宕一丁目",35,38,33,71
20130201,"芝地区総合支所管内","愛宕二丁目",138,264,221,485
20130301,"芝地区総合支所管内","芝一丁目",790,724,682,1406
20130301,"芝地区総合支所管内","芝二丁目",1634,1413,1480,2893
20130301,"芝地区総合支所管内","芝三丁目",1926,1609,1715,3324
20130301,"芝地区総合支所管内","芝四丁目",1229,991,1112,2103
20130301,"芝地区総合支所管内","芝五丁目",2006,1446,1799,3245
20130301,"芝地区総合支所管内","海岸一丁目",1184,1100,995,2095
20130301,"芝地区総合支所管内","東新橋一丁目",719,664,735,1399
20130301,"芝地区総合支所管内","東新橋二丁目",221,196,145,341
20130301,"芝地区総合支所管内","新橋一丁目",23,13,15,28
20130301,"芝地区総合支所管内","新橋二丁目",88,80,75,155
20130301,"芝地区総合支所管内","新橋三丁目",139,157,120,277
20130301,"芝地区総合支所管内","新橋四丁目",260,226,198,424
20130301,"芝地区総合支所管内","新橋五丁目",327,298,260,558
20130301,"芝地区総合支所管内","新橋六丁目",596,474,359,833
20130301,"芝地区総合支所管内","西新橋一丁目",165,145,130,275
20130301,"芝地区総合支所管内","西新橋二丁目",232,197,182,379
20130301,"芝地区総合支所管内","西新橋三丁目",390,269,298,567
20130301,"芝地区総合支所管内","三田一丁目",2145,1944,2261,4205
20130301,"芝地区総合支所管内","三田二丁目",1742,1607,1903,3510
20130301,"芝地区総合支所管内","三田三丁目",861,735,804,1539
20130301,"芝地区総合支所管内","浜松町一丁目",748,716,672,1388
20130301,"芝地区総合支所管内","浜松町二丁目",196,164,153,317
20130301,"芝地区総合支所管内","芝大門一丁目",411,333,371,704
20130301,"芝地区総合支所管内","芝大門二丁目",475,391,421,812
20130301,"芝地区総合支所管内","芝公園一丁目",142,116,111,227
20130301,"芝地区総合支所管内","芝公園二丁目",393,297,302,599
20130301,"芝地区総合支所管内","芝公園三丁目",161,161,165,326
20130301,"芝地区総合支所管内","芝公園四丁目",49,34,28,62
20130301,"芝地区総合支所管内","虎ノ門一丁目",155,138,154,292
20130301,"芝地区総合支所管内","虎ノ門二丁目",26,26,26,52
