一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
256,豊島区東池袋５－４６－１２,35.727249,139.727554,JGD2011,国道２５４号線（春日通り）,c,2008‐10‐27,2008‐10‐28,3,4,3.0 ,1.2,73,70
257,豊島区目白２－１０－２,35.719955,139.711288,JGD2011,都道千代田練馬田無線（目白通り）,a,2008‐10‐27,2008‐10‐28,4,4,3.1,1.2,70,67
258,豊島区南長崎２－１,35.722889,139.690399,JGD2011,都道千代田練馬田無線（目白通り）,c,2008‐10‐02,2008‐10‐03,4,2,2.8,1.2,69,68
259,豊島区長崎６－３４－１０,35.735195,139.682663,JGD2011,都道鮫洲大山線,c,2008‐10‐02,2008‐10‐03,4,4,3.3,1.2,67,64
260,豊島区目白１－１,35.717491,139.711899,JGD2011,都道芝新宿王子線（明治通り）,a,2008‐10‐21,2008‐10‐23,4,4,5.0 ,3.0 ,69,67
261,豊島区南池袋４－１８－１０,35.724850,139.720413,JGD2011,首都高速５号（池袋線）,c,2009‐02‐02,2009‐02‐05,2,4,3.5,16.5,74,73
262,豊島区南池袋４－１８－１０,35.724850,139.720413,JGD2011,都道音羽池袋線,c,2008‐10‐27,2008‐10‐28,4,4,22.7,1.2,69,67
263,豊島区要町２－１４－１６,35.736519,139.691391,JGD2011,都道池袋谷原線（要町通り）,c,2008‐10‐02,2008‐10‐03,4,4,4.3,1.2,62,60
264,豊島区駒込３－２０－１２,35.738033,139.745956,JGD2011,都道本郷赤羽線（本郷通り）,c,2008‐10‐27,2008‐10‐28,4,4,3.3,1.2,70,66
265,豊島区西池袋５－５－２１,35.731705,139.705292,JGD2011,区道１１－１３号線（アゼリア通り）,c,2008‐10‐02,2008‐10‐03,5,4,5.3,1.2,66,63
266,豊島区南大塚３－４３－１１,35.728981,139.729095,JGD2011,区道３１－１１８０号線（南大塚通り）,c,2008‐10‐27,2008‐10‐28,5,4,4.4,1.2,66,63
267,豊島区東池袋５－４６,35.727242,139.727463,JGD2011,国道２５４号線（川越街道）,C,2008‐10‐27,2008‐10‐28,3,4,3.0 ,1.2,73,70
268,豊島区目白２－１０,35.720207,139.710999,JGD2011,都道千代田練馬田無線（目白通り）,A,2008‐10‐27,2008‐10‐28,4,4,3.1,1.2,70,67
269,豊島区南長崎２－１,35.722889,139.690399,JGD2011,都道千代田練馬田無線（目白通り）,C,2008‐10‐02,2008‐10‐03,4,2,2.8,1.2,69,68
270,豊島区長崎６－３４,35.735371,139.682571,JGD2011,都道鮫洲大山線,C,2008‐10‐02,2008‐10‐03,4,4,3.3,1.2,67,64
271,豊島区南池袋４－１８,35.724346,139.720291,JGD2011,都道音羽池袋線,C,2008‐10‐27,2008‐10‐28,4,4,22.7,1.2,69,67
272,豊島区要町２－１４,35.736393,139.691284,JGD2011,都道池袋谷原線,C,2008‐10‐02,2008‐10‐03,4,4,11.8,1.2,62,60
273,豊島区駒込３－２３,35.738468,139.745880,JGD2011,都道本郷赤羽線,C,2008‐10‐27,2008‐10‐28,4,4,3.3,1.2,70,66
274,豊島区西池袋５－５,35.731922,139.705215,JGD2011,区道１１－１３号線（アゼリア通り）,C,2008‐10‐02,2008‐10‐03,5,4,5.3,1.2,66,63
275,豊島区南大塚３－４３,35.728722,139.728973,JGD2011,区道３１－１１８０号線（南大塚通り）,C,2008‐10‐27,2008‐10‐28,5,4,4.4,1.2,66,63
