一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
43,港区白金台１－２－３７,35.636738,139.730743,JGD2011,国道１号線（桜田通り）,c,2008‐12‐18,2008‐12‐19,3,8,3.2,1.2,66,63
44,港区東麻布２－３１－７,35.655727,139.740875,JGD2011,都道環状３号線（外苑東通り）,c,2008‐12‐16,2008‐12‐17,4,4,5.9,1.2,72,71
45,港区白金台５－１０－１５,35.641848,139.719895,JGD2011,都道北品川四谷線（外苑西通り）,c,2008‐12‐18,2008‐12‐19,4,4,4.0 ,1.2,73,71
46,港区西麻布３－１２－４,35.655711,139.724191,JGD2011,都道環状４号線（外苑西通り）,b,2008‐12‐18,2008‐12‐19,4,4,3.0 ,1.2,66,64
47,港区港南３－９－５９,35.632515,139.751373,JGD2011,都道日本橋芝浦大森線（海岸通り）,c,2008‐12‐16,2008‐12‐17,4,6,3.6,1.2,73,71
48,港区高輪２－１３－８,35.634528,139.737475,JGD2011,国道１５号線（第一京浜）,c,2008‐12‐18,2008‐12‐19,3,7,3.2,1.2,70,68
49,港区北青山３－３－１６,35.667717,139.714323,JGD2011,国道２４６号線（青山通り）,c,2008‐12‐18,2008‐12‐19,3,8,6.0 ,1.2,70,70
50,港区西麻布３－２１－２４,35.659919,139.725071,JGD2011,都道霞ヶ関渋谷線（六本木通り）,c,2008‐12‐18,2008‐12‐19,4,8,3.1,1.2,73,73
51,港区白金台５－１０,35.641472,139.719849,JGD2011,首都高速２号（目黒線）,B,2008‐12‐18,2008‐12‐18,2,4,2.4,1.2,73,71
52,港区高輪１－２３,35.637932,139.732086,JGD2011,国道１号線,A,2008‐12‐18,2008‐12‐19,3,8,3.0 ,1.2,67,65
53,港区芝浦１－７,35.648232,139.754547,JGD2011,国道１３０号線,C,2008‐12‐16,2008‐12‐17,3,6,6.5,1.2,72,68
54,港区西新橋２－１４,35.667286,139.750992,JGD2011,都道白山祝田田町線,C,2008‐12‐16,2008‐12‐17,4,4,3.3,1.2,67,67
55,港区芝２－２１,35.651024,139.750122,JGD2011,都道日比谷芝浦線,C,2008‐12‐16,2008‐12‐17,4,6,4.1,1.2,71,69
56,港区南麻布４－２,35.648563,139.723541,JGD2011,都道古川橋二子玉川線（明治通り）,B,2008‐12‐18,2008‐12‐19,4,6,4.0 ,1.2,71,69
57,港区西麻布３－１２,35.656204,139.724091,JGD2011,都道北品川四谷線（外苑西通り）,A,2008‐12‐18,2008‐12‐19,4,6,3.3,1.2,66,64
58,港区東新橋１－５,35.665634,139.761398,JGD2011,都道新橋日の出ふ頭線,C,2008‐12‐16,2008‐12‐16,4,2,4.5,1.2,66,63
59,港区西新橋３－２５,35.662537,139.750290,JGD2011,区道１０１８号線,B,2008‐12‐16,2008‐12‐17,5,4,3.5,1.2,67,65
