一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
60,新宿区新小川町６－２７,35.707932,139.741959,JGD2011,都道千代田練馬田無線（目白通り）,c,2009‐02‐16,2009‐02‐19,4,4,0.0 ,1.2,74,74
61,新宿区下落合３－１８－５,35.722721,139.703918,JGD2011,都道千代田練馬田無線（目白通り）,c,2009‐02‐23,2009‐02‐26,4,2,0.0 ,1.2,72,71
62,新宿区西落合４－３－９,35.727474,139.680649,JGD2011,都道千代田練馬田無線（目白通り）,b,2009‐02‐23,2009‐02‐26,4,4,0.0 ,1.2,75,75
63,新宿区西早稲田１－１３－５,35.711399,139.720901,JGD2011,都道千代田練馬田無線（新目白通り）,c,2009‐03‐02,2009‐03‐05,4,4,0.0 ,1.2,73,72
64,新宿区中落合１－３－８,35.717228,139.691818,JGD2011,都道千代田練馬田無線（新目白通り）,c,2009‐02‐23,2009‐02‐26,4,4,0.0 ,1.2,74,72
65,新宿区神楽坂６－５８,35.702477,139.736923,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2009‐02‐16,2009‐02‐19,4,1,0.0 ,1.2,66,62
66,新宿区西早稲田１－４－１４,35.709324,139.716766,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2009‐03‐02,2009‐03‐05,4,4,0.0 ,1.2,69,67
67,新宿区高田馬場４－１３－８,35.712646,139.700500,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2009‐02‐23,2009‐02‐26,4,2,0.0 ,1.2,72,70
68,新宿区西早稲田２－１４－４,35.708221,139.711731,JGD2011,都道飯田橋石神井新座線補（諏訪通り）,b,2009‐03‐02,2009‐03‐05,4,4,0.0 ,1.2,69,65
69,新宿区余丁町４－１５,35.695473,139.716187,JGD2011,都道新宿両国線（余丁町通り）,c,2009‐02‐16,2009‐02‐19,4,2,0.0 ,1.2,65,64
70,新宿区富久町８－２５,35.691345,139.718140,JGD2011,都道新宿両国線（靖国通り）,c,2009‐02‐16,2009‐02‐19,4,4,0.0 ,1.2,70,69
71,新宿区新宿５－１６－５,35.692558,139.706100,JGD2011,都道新宿両国線（靖国通り）,c,2009‐03‐02,2009‐03‐05,4,10,0.0 ,1.2,71,69
72,新宿区西新宿８－１９－３,35.695362,139.690521,JGD2011,都道東京所沢線（青梅街道）,c,2009‐03‐02,2009‐03‐05,4,4,0.0 ,1.2,73,71
73,新宿区市谷本村町７－３,35.695076,139.724976,JGD2011,都道環状３号線（外苑東通り）,b,2009‐02‐16,2009‐02‐19,4,4,0.0 ,1.2,68,64
74,新宿区左門町１３,35.686466,139.719818,JGD2011,都道環状３号線（外苑東通り）,c,2009‐03‐02,2009‐03‐05,4,4,0.0 ,1.2,69,66
75,新宿区高田馬場２－１－９,35.712124,139.710083,JGD2011,都道芝新宿王子線（明治通り）,c,2009‐02‐23,2009‐02‐26,4,4,0.0 ,1.2,75,75
76,新宿区中落合１－１４－２２,35.717953,139.688507,JGD2011,都道環状６号線（山手通り）,a,2009‐02‐23,2009‐02‐26,4,4,0.0 ,1.2,75,73
77,新宿区納戸町３６,35.696926,139.733063,JGD2011,区道３４－１９１,a,2009‐02‐16,2009‐02‐19,6,1,0.0 ,1.2,63,56
78,新宿区大久保３－１－３,35.704676,139.708092,JGD2011,都道芝新宿王子線（明治通り）,c,2009‐03‐02,2009‐03‐05,4,4,0.0 ,1.2,77,75
79,新宿区西早稲田２－２０,35.709347,139.709641,JGD2011,都道芝新宿王子線（明治通り）,C,2009‐03‐12,2009‐03‐13,4,4,4.2,1.2,67,66
80,新宿区信濃町２０,35.683079,139.720291,JGD2011,都道環状３号線（外苑東通り）,C,2009‐03‐12,2009‐03‐13,4,4,5.4,1.2,69,66
81,新宿区下落合４－１,35.716824,139.698135,JGD2011,都道千代田練馬田無線（目白通り）,C,2009‐03‐12,2009‐03‐13,4,6,3.5,1.2,71,70
82,新宿区余丁町１－１１,35.695126,139.716812,JGD2011,都道新宿両国線（靖国通り）,C,2009‐03‐12,2009‐03‐13,4,4,6.0 ,1.2,64,61
