一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
200,渋谷区初台１－３２,35.679077,139.684341,JGD2011,国道２０号線（甲州街道）,c,2008‐10‐16,2008‐10‐17,3,8,5.0 ,2.0 ,72,73
201,渋谷区千駄ヶ谷２－４,35.675117,139.707581,JGD2011,都道芝新宿王子線（明治通り）,c,2008‐10‐16,2008‐10‐17,4,4,4.0 ,2.0 ,71,69
202,渋谷区元代々木町５２,35.672501,139.687180,JGD2011,都道環状６号線（山手通り）,b,2008‐10‐16,2008‐10‐17,4,4,4.0 ,2.0 ,69,68
203,渋谷区代々木３－２１,35.686443,139.695099,JGD2011,国道２０号線（甲州街道）,c,2008‐10‐16,2008‐10‐17,3,8,6.0 ,2.0 ,69,68
204,渋谷区大山町３６－１０,35.668343,139.676132,JGD2011,都道赤坂杉並線（井の頭通り）,a,2008‐10‐16,2008‐10‐17,6,4,3.0 ,2.0 ,70,69
205,渋谷区鉢山町８－１,35.651318,139.698914,JGD2011,都道環状６号線（旧山手通り）,a,2008‐10‐16,2008‐10‐17,4,4,3.0 ,2.0 ,68,67
206,渋谷区東３－１４,35.651119,139.709732,JGD2011,都道芝新宿王子線（明治通り）,c,2008‐10‐16,2008‐10‐17,4,4,5.0 ,2.0 ,67,62
207,渋谷区渋谷２－９,35.660763,139.707260,JGD2011,国道２４６号線（青山通り）,C,2008‐10‐27,2008‐10‐28,3,8,6.4,1.2,71,68
208,渋谷区広尾５－８,35.648281,139.721222,JGD2011,都道古川橋二子玉川線（駒沢通り）,C,2008‐10‐27,2008‐10‐28,4,4,4.9,1.2,70,68
209,渋谷区富ヶ谷１－４８,35.667999,139.688919,JGD2011,都道赤坂杉並線（井の頭通り）,C,2008‐10‐27,2008‐10‐28,4,6,3.2,1.2,72,70
210,渋谷区本町１－５６,35.682873,139.683731,JGD2011,都道角筈和泉町線,B,2008‐10‐27,2008‐10‐28,4,2,4.5,1.2,68,68
211,渋谷区鉢山町９,35.651211,139.698013,JGD2011,都道環状６号線（旧山手通り）,A,2008‐10‐27,2008‐10‐28,4,4,3.7,1.2,69,69
