一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
163,大田区山王４－１３,35.588856,139.719299,JGD2011,都道環状７号線（環七通り）,b,2008‐11‐25,2008‐11‐28,4,4,4.2,1.8,73,73
164,大田区北馬込１－４,35.600414,139.702194,JGD2011,都道環状７号線（環七通り）,b,2008‐11‐25,2008‐11‐28,4,4,4.8,2.5,73,74
165,大田区西糀谷３－９,35.555283,139.738342,JGD2011,都道東京大師横浜線（産業道路）,c,2008‐12‐01,2008‐12‐04,4,7,5.0 ,3.3,69,68
166,大田区大森東４－３５,35.566814,139.736649,JGD2011,都道東京大師横浜線（産業道路）,c,2008‐12‐01,2008‐12‐04,4,4,3.7,2.2,72,70
167,大田区南馬込５－４２,35.585648,139.705750,JGD2011,国道１号線（第二京浜）,B,2008‐11‐17,2008‐11‐18,3,6,2.0 ,2.1,70,66
168,大田区大森中２－１,35.568119,139.730362,JGD2011,国道１５号線（第一京浜）,C,2008‐12‐01,2008‐12‐02,3,4,4.2,2.3,73,73
169,大田区西糀谷３－９,35.555283,139.738342,JGD2011,国道１３１号線（産業道路）,C,2008‐12‐01,2008‐12‐02,3,4,3.6,3.3,69,69
170,大田区南千束３－３２,35.599949,139.687881,JGD2011,都道東京丸子横浜線（中原街道）,B,2008‐11‐17,2008‐11‐18,4,4,4.2,1.8,69,67
171,大田区新蒲田１－１４,35.559662,139.709015,JGD2011,都道環状８号線（環八通り）,C,2008‐11‐20,2008‐11‐21,4,4,5.8,2.3,69,67
172,大田区山王４－１３,35.588856,139.719299,JGD2011,都道環状７号線（環七通り）,B,2008‐11‐25,2008‐11‐26,4,4,4.2,1.8,73,72
173,大田区北千束１－４,35.609825,139.692520,JGD2011,都道環状７号線（環七通り）,B,2008‐11‐17,2008‐11‐18,4,4,5.9,2.5,69,68
174,大田区山王１－６,35.591480,139.727737,JGD2011,都道東品川下丸子線,C,2008‐11‐25,2008‐11‐26,4,2,3.0 ,2.6,68,65
175,大田区蒲田２－１７,35.566551,139.723145,JGD2011,補助２７号線,C,2008‐11‐20,2008‐11‐21,6,2,4.5,2.2,65,61
176,大田区大森北３－２４,35.583015,139.730194,JGD2011,補助２７号線,C,2008‐11‐20,2008‐11‐21,6,2,4.0 ,1.9,68,66
