一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
508,府中市緑町１－２９,35.674267,139.486389,JGD2011,都道府中清瀬線（小金井街道）,b,2009-03-26,2009-03-27,4,2,1.8,1.5,63.7,60.9
509,府中市北山町４－５,35.690422,139.458466,JGD2011,埼玉県道・東京都道１７号所沢府中線バイパス（東八道路・府中街道）,a,2008-11-04,2008-11-07,4,4,7.0 ,1.5,63.1,59.2
515,府中市栄町３－１３,35.687271,139.470200,JGD2011,都道所沢府中線（府中街道）,B,2008-11-26,2008-11-27,4,2,0.7,1.2,67,62
519,昭島市田中町２－１６－１４,35.702545,139.352905,JGD2011,都道立川青梅線（奥多摩街道）,a,2008-12-16,2008-12-18,4,2,1.9,1.2,68,65
520,昭島市昭和町３－６－３,35.708111,139.368393,JGD2011,都道三ツ木八王子線（諏訪松中通り）,a,2009-01-27,2009-01-29,4,2,3.5,1.2,71,69
522,昭島市福島町３－２３－２７,35.696316,139.375778,JGD2011,都道八王子武蔵村山線,a,2009-02-24,2009-02-26,4,4,2.0 ,1.2,71,67
523,昭島市福島町３－２２－２０,35.696453,139.377304,JGD2011,都道立川青梅線（新奥多摩街道）,b,2009-02-24,2009-02-26,4,4,3.8,1.2,69,68
524,昭島市田中町１－２６－５,35.703716,139.354538,JGD2011,都道立川青梅線（新奥多摩街道）,b,2009-03-10,2009-03-12,4,4,8.2,1.2,68,65
525,昭島市中神町１１６２－４,35.712604,139.379500,JGD2011,都道八王子武蔵村山線,c,2009-03-10,2009-03-12,4,2,3.5,1.2,64,61
528,昭島市中神町１３６３,35.716614,139.381729,JGD2011,都道八王子武蔵村山線,A,2008-12-11,2008-12-12,4,2,4.5,1.2,68,66
529,昭島市つつじが丘３丁目,35.712627,139.367706,JGD2011,都道三ツ木八王子線,A,2008-12-15,2008-12-16,4,3,0.9,1.2,64,54
530,昭島市美堀町３－１３,35.721863,139.356461,JGD2011,都道昭島停車場熊川線,A,2008-11-26,2008-11-27,4,2,2.5,1.2,69,67
532,調布市富士見町２－１６－３３,35.659873,139.541131,JGD2011,都道調布田無線（武蔵境通り）,a,2009-01-28,2009-01-29,4,2,15.0 ,1.2,66,64
534,調布市深大寺北町７－６－１０,35.673523,139.544840,JGD2011,都道調布田無線（武蔵境通り）,a,2009-01-27,2009-01-28,4,2,10.0 ,1.2,61,58
535,調布市多摩川１－４５,35.649353,139.531815,JGD2011,都道町田調布線（鶴川街道）,c,2009-01-30,2009-02-06,4,2,14.0 ,1.2,70,66
536,調布市深大寺東町８－２８,35.681763,139.554138,JGD2011,都道新宿国立線（東八道路）,B,2008-11-19,2008-11-20,4,4,3.0 ,1.2,67,64
537,調布市布田２－３５,35.651882,139.547256,JGD2011,都道北浦上石原線（旧甲州街道）,C,2008-12-08,2008-12-09,4,2,2.1,1.2,71,68
538,調布市小島町３－６０,35.647667,139.540634,JGD2011,都道下石原小島線,A,2008-12-10,2008-12-11,4,2,1.3,1.2,63,56
539,調布市調布ヶ丘２－３７,35.655273,139.551651,JGD2011,都道武蔵野調布線（三鷹通り）,C,2008-12-10,2008-12-11,4,2,3.4,1.2,66,62
541,町田市小山町２５０７,35.597279,139.368607,JGD2011,都道八王子町田線（町田街道）,b,2009-02-04,2009-02-05,4,2,2.1,1.2,70,68
542,町田市中町１－２０－２３,35.548351,139.447166,JGD2011,都道八王子町田線（町田街道）,c,2009-02-12,2009-02-13,4,2,2.1,1.2,74,66
545,町田市玉川学園４－２４,35.564339,139.452667,JGD2011,都道世田谷町田線（鎌倉街道）,B,2008-11-19,2008-11-20,4,2,2.2,1.2,69,67
546,町田市金森１－２,35.536858,139.454849,JGD2011,都道目黒町町田線,A,2008-11-19,2008-11-20,4,2,3.5,1.2,65,61
548,小金井市桜町３－１－３,35.712772,139.512405,JGD2011,都道杉並あきる野線（五日市街道）,a,2008-11-11,2008-11-12,4,2,6.5,1.3,66,63
549,小金井市本町４－１２－４０,35.706596,139.507935,JGD2011,都道府中清瀬線（小金井街道）,c,2008-11-10,2008-11-11,4,2,2.4,1.3,67,65
550,小金井市貫井北町５－１３－３１,35.703892,139.486862,JGD2011,都道恋ヶ窪新田三鷹線（連雀通り）,a,2008-11-20,2008-11-21,4,2,3.2,1.3,63,59
551,小金井市貫井南町２－１－１３,35.692326,139.498154,JGD2011,都道府中小平線（新小金井街道）,b,2008-11-25,2008-11-26,4,2,4.6,1.3,68,66
