一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
86,文京区本郷１－１,35.702545,139.758072,JGD2011,都道外濠環状線（外堀通り）,C,2008-11-19,2008-11-20,4,6,4.4,1.2,71,69
87,文京区春日１－７－１０,35.707741,139.746323,JGD2011,都道牛込小石川線,C,2008-11-19,2008-11-20,4,4,3.9,1.2,65,60
88,文京区音羽１－９－３,35.714626,139.729767,JGD2011,都道音羽池袋線,C,2008-11-19,2008-11-20,4,4,4.4,1.2,71,69
91,台東区入谷１－３－２,35.719204,139.786438,JGD2011,都道環状３号線（言問通り）,c,2009-02-16,2009-02-20,4,4,5.0 ,1.0 ,70,68
92,台東区橋場２－１８,35.728127,139.807190,JGD2011,都道王子千住南砂町線（明治通り）,C,2008-12-11,2008-12-12,4,4,3.0 ,1.2,70,65
93,台東区今戸１－１,35.718094,139.805069,JGD2011,都道言問大谷田線,B,2008-12-11,2008-12-12,4,2,5.5,1.2,64,61
94,台東区上野公園３,35.713795,139.771439,JGD2011,都道秋葉原雑司ヶ谷線（中央通り）,B,2008-12-11,2008-12-12,4,4,5.7,1.2,67,66
97,墨田区東向島３－１７－１３,35.724815,139.815765,JGD2011,都道王子千住南砂線（明治通り）,c,2008-11-17,2008-11-21,4,4,4.0 ,1.2,71,69
98,墨田区東向島６－６－１２,35.721310,139.819565,JGD2011,都道王子千住南砂線（明治通り）,c,2008-11-17,2008-11-21,4,4,4.0 ,2.0 ,69,66
101,墨田区横網２－３　横網町公園,35.699745,139.796921,JGD2011,都道御徒町小岩線（蔵前橋通り）,b,2008-10-20,2008-10-24,4,4,3.0 ,1.2,71,69
102,墨田区太平１－１　法恩寺橋児童遊園,35.700741,139.808640,JGD2011,都道御徒町小岩線（蔵前橋通り）,c,2008-10-20,2008-10-24,4,4,3.0 ,1.2,71,68
103,墨田区菊川３－１６－５,35.688911,139.806351,JGD2011,都道環状３号線（三ツ目通り）,c,2008-10-27,2008-10-31,4,4,3.0 ,1.2,70,67
104,墨田区本所４－１－４,35.702820,139.804916,JGD2011,都道環状３号線（三ツ目通り）,c,2008-10-27,2008-10-31,4,4,3.0 ,1.2,71,69
108,墨田区本所４－１,35.702679,139.805069,JGD2011,都道環状３号線（三ツ目通り）,C,2008-10-16,2008-10-17,4,4,3.0 ,1.2,71,69
109,墨田区京島３－１７,35.716209,139.824081,JGD2011,都道王子千住南砂町線,C,2008-10-16,2008-10-17,4,4,4.3,1.2,71,69
110,江東区亀戸４－１４,35.701527,139.828720,JGD2011,都道放射１４号（蔵前橋通り）,b,2008-06-17,2008-06-18,4,4,4.0 ,1.5,71,69
112,江東区住吉２－２８－３６,35.689022,139.819382,JGD2011,都道放射３１号（新大橋通り）,b,2008-06-09,2008-06-10,4,4,3.6,2.5,66,64
113,江東区大島３－１６－２,35.689594,139.829697,JGD2011,都道放射３１号（新大橋通り）,c,2008-10-20,2008-10-21,4,4,3.0 ,1.6,67,62
114,江東区北砂４－１３－２３,35.676956,139.829224,JGD2011,都道補助１１１号（清洲橋通り）,c,2008-06-11,2008-06-12,4,4,3.0 ,1.5,69,65
115,江東区南砂４－４－１,35.674496,139.830322,JGD2011,都道放射２９号（葛西橋通り）,c,2008-05-27,2008-05-28,4,4,2.8,1.5,73,72
116,江東区永代２－３１,35.673653,139.792633,JGD2011,都道放射１６号（永代通り）,c,2008-05-20,2008-05-21,4,6,5.0 ,1.5,67,64
117,江東区東陽３－２７,35.670174,139.815643,JGD2011,都道放射１６号（永代通り）,c,2008-06-04,2008-06-05,4,6,6.0 ,1.5,69,68
118,江東区豊洲４－１１－１８,35.653324,139.799072,JGD2011,都道放射３４号（晴海通り）,c,2008-06-02,2008-06-03,4,8,5.0 ,2.5,71,68
119,江東区平野１－２－３,35.678619,139.798462,JGD2011,都道補助１１０号（清澄通り）,c,2008-06-12,2008-06-13,4,4,3.5,1.5,70,66
121,江東区森下４－９－２２,35.685215,139.806168,JGD2011,都道環状３号（三ツ目通り）,c,2008-10-22,2008-10-23,4,4,3.0 ,1.5,69,66
122,江東区枝川３－３,35.658913,139.808472,JGD2011,都道環状３号（三ツ目通り）,c,2008-10-29,2008-10-30,4,6,7.0 ,1.5,72,69
123,江東区枝川１－８－１５,35.657299,139.802383,JGD2011,都道環状３号（三ツ目通り）,c,2008-05-21,2008-05-22,4,6,3.0 ,1.5,70,66
124,江東区東陽４－１１－２８,35.672993,139.816360,JGD2011,都道放射３２号（四ツ目通り）,c,2008-06-16,2008-06-17,4,4,8.0 ,1.5,67,65
