一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
476,武蔵野市中町３－４,35.711681,139.564117,JGD2011,都道１２１号線（武蔵野調布線）,c,2008-11-10,2008-11-11,4,2,0.0 ,1.5,72,67
477,武蔵野市関前１－９,35.710793,139.544022,JGD2011,主地道１２号（調布田無線）,c,2008-11-20,2008-11-21,4,2,0.0 ,1.5,69,66
478,武蔵野市八幡町４－２８－１３,35.720028,139.554337,JGD2011,主地道７号（杉並あきる野線）,b,2008-11-04,2008-11-05,4,3,0.0 ,1.5,69,66
479,武蔵野市吉祥寺東町１－２３,35.708572,139.588120,JGD2011,都道１１３号線（杉並武蔵野線）,a,2008-11-17,2008-11-18,4,2,1.0 ,1.5,67,63
480,武蔵野市御殿山１－１９,35.699440,139.572311,JGD2011,都道１１４号線（武蔵野狛江線）,a,2008-11-18,2008-11-19,4,3,0.0 ,1.5,70,69
481,武蔵野市境南町５－１０,35.695648,139.537155,JGD2011,都道１２３号線（境調布線）,a,2008-10-28,2008-10-29,4,2,0.0 ,1.5,66,61
482,三鷹市上連雀９－４１－４,35.686935,139.550186,JGD2011,都道調布田無線（武蔵境通り）,a,2008-06-02,2008-06-06,4,2,2.0 ,1.0 ,-,-
483,三鷹市上連雀９－１８－1６,35.683826,139.552261,JGD2011,都道府中三鷹線（人見街道）,b,2008-06-09,2008-06-13,4,2,2.0 ,1.0 ,70,67
484,三鷹市新川６－３０－２２,35.681416,139.564667,JGD2011,都道新宿国立線（東八道路）,b,2008-06-16,2008-06-20,4,4,3.0 ,1.0 ,68,65
485,三鷹市下連雀１－１３－１,35.696217,139.569916,JGD2011,都道武蔵野狛江線（吉祥寺通り）,b,2008-06-23,2008-06-27,4,2,2.0 ,1.0 ,72,70
487,三鷹市上連雀８－１２,35.684143,139.555481,JGD2011,都道府中三鷹線（人見街道）,B,2008-11-26,2008-11-27,4,2,3.0 ,1.2,73,70
488,三鷹市下連雀１－１,35.695992,139.571091,JGD2011,武蔵野狛江線（吉祥寺通り）,A,2008-11-26,2008-11-27,4,2,4.5,1.2,72,70
489,三鷹市北野４－５,35.671806,139.584747,JGD2011,都道世田谷三鷹線（吉祥寺通り）,A,2008-11-26,2008-11-27,4,2,4.3,1.2,67,63
490,青梅市新町１－２１－１３,35.787998,139.298141,JGD2011,都道新宿青梅線（青梅街道）,b,2008-09-30,2008-10-03,4,4,4.5,1.2,71,65
491,青梅市畑中３－９５３－１,35.779157,139.234967,JGD2011,都道奥多摩青梅線（吉野街道）,a,2008-10-27,2008-10-30,4,2,1.5,1.2,72,67
493,青梅市根ヶ布２－２７６,35.806583,139.265411,JGD2011,都道青梅飯能線（成木街道）,a,2008-10-14,2008-10-17,4,2,2.0 ,1.2,71,63
494,青梅市長淵８－２３４,35.779576,139.264689,JGD2011,都道青梅あきる野線（秋川街道）,c,2008-10-06,2008-10-09,4,2,2.0 ,1.4,69,63
496,青梅市柚木町２－４０５－１,35.801417,139.210272,JGD2011,都道奥多摩青梅線（吉野街道）,a,2008-11-10,2008-11-13,4,2,3.0 ,1.2,67,62
498,青梅市新町２９９,-,-,-,都道新宿青梅線（青梅街道）,C,2008-12-04,2008-12-05,4,4,5.0 ,1.2,69,66
499,青梅市黒沢３－１３９２,35.809269,139.251404,JGD2011,都道青梅秩父線（小曽木街道）,A,2008-12-11,2008-12-12,4,2,3.5,1.2,63,59
500,青梅市成木３－４２３,35.830566,139.256943,JGD2011,都道下畑軍畑線（成木街道）,B,2008-12-08,2008-12-09,4,2,3.1,1.2,61,53
501,青梅市大門１－５６８,35.798698,139.288208,JGD2011,都道成木河辺線（小曽木街道）,A,2008-12-10,2008-12-10,4,2,3.5,1.2,66,62
502,青梅市今井５－２４４０,35.795246,139.320801,JGD2011,都道瑞穂富岡線（岩蔵街道）,B,2008-12-03,2008-12-04,4,2,5.5,1.2,73,72
504,府中市矢崎町１－５,35.663582,139.479401,JGD2011,神奈川県道・東京都道９号川崎府中線（府中街道）,b,2008-10-07,2008-10-10,4,2,4.0 ,1.5,67.2,66
505,府中市分梅町３－５０,35.665642,139.459076,JGD2011,都道府中町田線バイパス（鎌倉街道）,b,2009-03-18,2009-03-19,4,4,3.0 ,2.2,68.8,66.2
506,府中市若松町３－３９,35.675034,139.506744,JGD2011,都道府中三鷹線（人見街道）,a,2009-02-16,2009-02-19,4,2,1.0 ,1.5,61.5,56.3
507,府中市浅間町４－５,35.683331,139.499557,JGD2011,都道府中小平線（新小金井街道）,b,2009-02-02,2009-02-05,4,2,4.0 ,1.5,67,63.5
