一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
316,練馬区大泉町３－２,35.763367,139.600479,JGD2011,東京外環自動車道,B,2008‐12‐15,2008‐12‐16,1,6,19,1.2,63,58
317,練馬区大泉町２－７,35.757301,139.601166,JGD2011,関越自動車道（新潟線）,A,2008‐12‐15,2008‐12‐16,1,6,6.5,1.2,63,60
318,練馬区大泉学園町３－２３,35.764153,139.579803,JGD2011,関越自動車道（新潟線）,A,2008‐12‐15,2008‐12‐16,1,6,9.0 ,1.2,66,61
319,練馬区北町３－１５,35.768360,139.651886,JGD2011,国道１７号線,C,2009‐03‐10,2009‐03‐11,3,4,11,1.2,62,60
320,練馬区錦２－１１,35.763020,139.667130,JGD2011,国道２５４号線,C,2009‐03‐10,2009‐03‐11,3,4,4.1,1.2,73,73
321,練馬区北町８－２８,35.767879,139.649216,JGD2011,国道２５４号線,C,2009‐03‐10,2009‐03‐11,3,4,4.1,1.2,68,65
322,練馬区豊玉北１－２４,35.733463,139.667297,JGD2011,都道千代田練馬田無線,C,2008‐12‐02,2008‐12‐03,4,4,4.2,1.2,68,65
323,練馬区向山２－６,35.738575,139.643066,JGD2011,都道千代田練馬田無線,B,2008‐12‐02,2008‐12‐03,4,4,5.1,1.2,70,68
324,練馬区石神井台５－２５,35.738548,139.586426,JGD2011,都道千代田練馬田無線,B,2009‐02‐05,2009‐02‐06,4,2,2.0 ,1.2,67,65
325,練馬区高野台４－２３,35.749184,139.614929,JGD2011,都道練馬所沢線,B,2008‐12‐10,2008‐12‐11,4,6,3.0 ,1.2,68,66
326,練馬区東大泉２－３,35.750271,139.595795,JGD2011,都道練馬所沢線,C,2008‐12‐15,2008‐12‐16,4,2,3.5,1.2,65,62
327,練馬区大泉町６－２２,35.757351,139.592712,JGD2011,都道練馬所沢線,B,2008‐12‐15,2008‐12‐16,4,4,5.0 ,1.2,67,65
328,練馬区南田中１－２２,35.731026,139.615326,JGD2011,都道飯田橋石神井新座線,A,2009‐02‐05,2009‐02‐06,4,1,0.0 ,1.2,67,62
329,練馬区石神井台１－２０,35.735519,139.595306,JGD2011,都道飯田橋石神井新座線,A,2009‐02‐05,2009‐02‐06,4,2,1.2,1.2,64,58
330,練馬区東大泉２－１５,35.753780,139.597702,JGD2011,都道練馬川口線,A,2008‐12‐15,2008‐12‐16,4,2,0.0 ,1.2,63,61
