一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
503,府中市美好町２－４,35.672638,139.466782,JGD2011,国道２０号線（甲州街道）,c,2008‐11‐25,2008‐11‐27,3,4,3.0 ,2.0 ,75.9,74.1
504,府中市矢崎町１－５,35.663582,139.479401,JGD2011,神奈川県道・東京都道９号川崎府中線（府中街道）,b,2008‐10‐07,2008‐10‐10,4,2,4.0 ,1.5,67.2,66
505,府中市分梅町３－５０,35.665642,139.459076,JGD2011,都道府中町田線バイパス（鎌倉街道）,b,2009‐03‐18,2009‐03‐19,4,4,3.0 ,2.2,68.8,66.2
506,府中市若松町３－３９,35.675034,139.506744,JGD2011,都道府中三鷹線（人見街道）,a,2009‐02‐16,2009‐02‐19,4,2,1.0 ,1.5,61.5,56.3
507,府中市浅間町４－５,35.683331,139.499557,JGD2011,都道府中小平線（新小金井街道）,b,2009‐02‐02,2009‐02‐05,4,2,4.0 ,1.5,67,63.5
508,府中市緑町１－２９,35.674267,139.486389,JGD2011,都道府中清瀬線（小金井街道）,b,2009‐03‐26,2009‐03‐27,4,2,1.8,1.5,63.7,60.9
509,府中市北山町４－５,35.690422,139.458466,JGD2011,埼玉県道・東京都道１７号所沢府中線バイパス（東八道路・府中街道）,a,2008‐11‐04,2008‐11‐07,4,4,7.0 ,1.5,63.1,59.2
510,府中市四谷５－４４,35.663307,139.440155,JGD2011,市道多摩川通り,c,2009‐03‐10,2009‐03‐13,6,2,5.0 ,1.5,71.7,68.4
511,府中市四谷４－４６,35.667736,139.440521,JGD2011,市道四谷通り,a,2009‐03‐03,2009‐03‐06,6,2,2.0 ,1.5,62.6,56.8
512,府中市押立町１－３８,35.659218,139.512726,JGD2011,市道白糸台通り,a,2008‐11‐11,2008‐11‐14,6,2,3.0 ,1.5,68.8,64
513,府中市若松町２－２,35.670658,139.496155,JGD2011,国道２０号線,C,2008‐12‐11,2008‐12‐12,3,4,2.5,1.2,70,68
514,府中市美好町１－１８,35.673279,139.470093,JGD2011,国道２０号線,C,2009‐03‐04,2009‐03‐04,3,4,3.5,1.2,70,64
515,府中市栄町３－１３,35.687271,139.470200,JGD2011,都道所沢府中線（府中街道）,B,2008‐11‐26,2008‐11‐27,4,2,0.7,1.2,67,62
516,府中市是政２－１９,35.660801,139.494766,JGD2011,中央自動車道富士吉田線,A,2008‐11‐26,2008‐11‐27,1,4,2.7,1.2,66,64
