一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
430,八王子市片倉町２４１６,35.640305,139.338898,JGD2011,国道１６号線,b,2008‐12‐08,2008‐12‐09,3,2,1.8,1.2,73,74
431,八王子市中野山王１－８－５,35.670898,139.331421,JGD2011,国道１６号線,c,2008‐12‐08,2008‐12‐09,3,2,1.0 ,1.2,71,70
432,八王子市北野町５４９－５,35.646137,139.353210,JGD2011,国道１６号線,c,2008‐12‐11,2008‐12‐12,3,6,8.3,1.2,68,67
433,八王子市大谷町３５５－１,35.677241,139.354245,JGD2011,国道１６号線,b,2008‐12‐11,2008‐12‐12,3,6,0.0 ,1.2,72,71
434,八王子市明神町４－２１－１,35.660000,139.345459,JGD2011,国道２０号線,c,2008‐12‐11,2008‐12‐12,3,4,3.6,1.2,67,64
435,八王子市八日町６－２,35.660316,139.329941,JGD2011,国道２０号線,c,2008‐12‐11,2008‐12‐12,3,4,5.0 ,1.2,71,69
436,八王子市並木町１５－１５,35.651310,139.300201,JGD2011,国道２０号線,b,2008‐12‐08,2008‐12‐09,3,4,4.5,1.2,71,67
437,八王子市加住町１－１７０－２,35.700542,139.316833,JGD2011,国道４１１号線,a,2008‐12‐08,2008‐12‐09,3,2,1.5,1.2,70,69
438,八王子市下柚木２－１０－６,35.627022,139.382715,JGD2011,主要地方道２０号線,b,2008‐12‐11,2008‐12‐12,4,4,2.7,1.2,66,61
439,八王子市中野上町１－３２－１９,35.668228,139.322296,JGD2011,主要地方道３２号線,c,2008‐12‐08,2008‐12‐09,4,2,1.2,1.2,68,64
440,八王子市川口町９０８－１,35.693042,139.279282,JGD2011,主要地方道３２号線,a,2008‐12‐08,2008‐12‐09,4,2,1.4,1.2,70,65
441,八王子市犬目町８６３,35.693054,139.303253,JGD2011,主要地方道４６号線,a,2008‐12‐08,2008‐12‐09,4,2,2.1,1.2,70,66
442,八王子市四谷町７４１－６,35.675873,139.297012,JGD2011,主要地方道４６号線,b,2008‐12‐08,2008‐12‐09,4,2,1.2,1.2,71,70
443,八王子市狭間町１７３７,35.637131,139.287140,JGD2011,主要地方道４７号線,a,2008‐12‐11,2008‐12‐12,4,2,2.5,1.2,72,68
444,八王子市石川町２０６５,35.671555,139.360764,JGD2011,主要地方道５９号線,b,2008‐12‐11,2008‐12‐12,4,2,2.5,1.2,68,65
445,八王子市片倉町１１９－４,35.643246,139.333313,JGD2011,都道１７３号線,a,2008‐12‐11,2008‐12‐12,4,2,2.0 ,1.2,69,67
446,八王子市大楽寺町５３９,35.670731,139.298981,JGD2011,都道５２１号線,b,2008‐12‐08,2008‐12‐09,4,2,2.1,1.2,71,67
447,八王子市西寺方町７３２,35.681908,139.273453,JGD2011,都道５２１号線,a,2008‐12‐04,2008‐12‐05,4,2,2.1,1.2,71,66
448,八王子市八木町８－１４,35.662014,139.320694,JGD2011,八王子幹線一級１７号線,c,2008‐12‐08,2008‐12‐09,5,4,3.0 ,1.2,71,69
449,八王子市下恩方町１８４９－１,35.671486,139.260799,JGD2011,主要地方道６１号線,a,2008‐12‐04,2008‐12‐05,4,2,4.4,1.2,66,58
450,八王子市松木３０－３,35.621720,139.390159,JGD2011,都道１５８号線,b,2008‐12‐11,2008‐12‐12,4,4,4.9,1.2,65,62
451,八王子市下柚木３４１,35.628994,139.380585,JGD2011,都道１６０号線,c,2008‐12‐11,2008‐12‐12,4,4,4.8,1.2,68,63
452,八王子市美山町１７８２,35.688110,139.250381,JGD2011,主要地方道６１号線,a,2008‐12‐04,2008‐12‐05,4,2,4.5,1.2,68,61
453,八王子市下恩方町１１８５－１,35.677281,139.256892,JGD2011,主要地方道６１号線,a,2008‐12‐04,2008‐12‐05,4,2,4.5,1.2,65,59
454,八王子市北野町５２９,35.648705,139.351425,JGD2011,国道１６号線,C,2008‐12‐03,2008‐12‐04,3,4,16.8,1.2,57,54
455,八王子市大谷町４８,35.668865,139.353210,JGD2011,国道１６号線,B,2008‐12‐10,2008‐12‐11,3,4,25.0 ,1.2,57,52
456,八王子市大和田町３－５－２０,35.662571,139.354965,JGD2011,国道２０号線,C,2008‐12‐10,2008‐12‐11,3,4,3.8,1.2,71,71
457,八王子市並木町１２－１０,35.652428,139.301926,JGD2011,国道２０号線（甲州街道）,B,2008‐12‐10,2008‐12‐11,3,4,5.0 ,1.2,73,72
458,八王子市犬目町６８１,35.694729,139.305435,JGD2011,都道八王子あきる野線（高尾街道）,A,2008‐12‐03,2008‐12‐04,4,2,4.5,1.2,73,73
459,八王子市元横山町２－３,35.662746,139.339478,JGD2011,都道瑞穂あきる野八王子線（五日市街道）,C,2008‐12‐08,2008‐12‐09,4,4,4.5,1.2,75,75
460,八王子市上恩方町３２,35.668507,139.241653,JGD2011,都道上野原八王子線（陣馬街道）,B,2008‐12‐08,2008‐12‐09,4,2,1.5,1.2,74,74
461,八王子市万町１１２,35.653194,139.332748,JGD2011,国道１６号線,C,2008‐12‐08,2008‐12‐09,3,4,2.5,1.2,72,72
462,八王子市暁町１－２３,35.670490,139.332275,JGD2011,国道１６号線,C,2008‐12‐11,2008‐12‐12,3,2,4.5,1.2,72,74
463,八王子市左入町１５０,35.682304,139.345642,JGD2011,国道１６号線,C,2008‐12‐11,2008‐12‐12,3,4,2.0 ,1.2,68,65
464,八王子市左入町３６５,35.684937,139.345856,JGD2011,国道１６号線,C,2008‐11‐26,2008‐11‐27,3,4,1.9,1.2,64,62
