一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
227,杉並区高円寺北２－１,35.705902,139.653915,JGD2011,都道環状７号線（環七通り,c,2009‐02‐24,2009‐02‐27,4,6,6.9,1.2,72,71
228,杉並区和田２－７,35.686996,139.656174,JGD2011,都道環状７号線（環七通り）,c,2009‐02‐03,2009‐02‐06,4,6,5.7,1.4,72,73
229,杉並区和泉１－２１,35.674351,139.659515,JGD2011,都道環状７号線（環七通り）,c,2008‐05‐20,2008‐05‐23,4,6,2.8,1.5,71,69
230,杉並区桃井１－３９,35.713997,139.614243,JGD2011,都道環状８号線（環八通り）,b,2008‐07‐01,2008‐07‐04,4,4,3.7,1.3,74,72
231,杉並区荻窪５－１０,35.701599,139.617706,JGD2011,都道環状８号線（環八通り）,c,2008‐06‐03,2008‐06‐06,4,4,2.8,1.2,73,71
232,杉並区高井戸西１－５,35.680756,139.613739,JGD2011,都道環状８号線（環八通り）,b,2008‐06‐24,2008‐06‐27,4,4,3.6,1.3,74,75
233,杉並区下高井戸３－３,35.670132,139.631882,JGD2011,国道２０号線（甲州街道）,c,2008‐09‐09,2008‐09‐12,3,8,4.9,1.3,70,68
234,杉並区高井戸東２－３,35.677635,139.615311,JGD2011,都道新宿国立線（放射５号線）,b,2008‐09‐16,2008‐09‐19,4,6,4.5,1.2,70,69
235,杉並区上高井戸２－１６,35.679134,139.606979,JGD2011,都道新宿国立線（放射５号線）,b,2008‐09‐30,2008‐10‐03,4,2,8.7,1.3,67,66
236,杉並区高円寺南２－１１,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2008‐10‐07,2008‐10‐10,4,4,4.0 ,1.3,71,71
237,杉並区成田東５－３４,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2008‐10‐28,2008‐10‐31,4,4,5.8,1.2,70,69
238,杉並区桃井４－２,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2008‐11‐04,2008‐11‐07,4,4,4.7,1.2,71,70
239,杉並区高井戸東４－３,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2008‐10‐14,2008‐10‐17,4,4,2.3,1.2,74,72
240,杉並区宮前１－１４,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2008‐11‐11,2008‐11‐14,4,4,4.1,1.4,71,69
241,杉並区成田東３－７,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2008‐10‐21,2008‐10‐24,4,2,3.0 ,1.7,69,66
242,杉並区宮前１－１８,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2008‐11‐25,2008‐11‐28,4,2,1.8,1.2,69,70
243,杉並区阿佐谷北５－４５,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2008‐12‐09,2008‐12‐12,4,2,3.1,2.3,69,69
244,杉並区上井草３－６,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2008‐12‐02,2008‐12‐05,4,2,3.0 ,1.2,66,62
245,杉並区堀ノ内１－９,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2009‐01‐20,2009‐01‐23,4,4,3.9,1.2,68,67
246,杉並区阿佐谷北１－３１,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2008‐11‐18,2008‐11‐21,4,2,6.9,1.2,66,66
247,杉並区宮前３－２７,35.696415,139.609192,JGD2011,区道２１３２号（神明通り）,a,2008‐06‐10,2008‐06‐13,6,1,0.4,1.3,68,63
248,杉並区西荻北２－３２,35.706882,139.605515,JGD2011,区道２１０３－１号線（真中橋通り）,a,2008‐06‐17,2008‐06‐20,6,2,1.3,1.9,65,59
249,杉並区高井戸西１－１７,35.681786,139.606659,JGD2011,区道２１３３－１号線,a,2008‐05‐27,2008‐05‐30,6,2,0.4,1.4,67,62
250,杉並区下高井戸５－１０,35.673550,139.621597,JGD2011,首都高速４号（新宿線）,B,2009‐02‐11,2009‐02‐11,2,4,17.6,1.2,67,64
251,杉並区高井戸西２－２,35.684071,139.614853,JGD2011,都道環状８号線（環八通り）,C,2009‐02‐11,2009‐02‐11,4,4,4.0 ,1.2,72,73
252,杉並区大宮２－６,35.681026,139.639160,JGD2011,都道新宿国立線（方南通り）,B,2009‐02‐11,2009‐02‐11,4,4,3.3,1.2,67,63
253,杉並区成田西３－１７,35.690853,139.625244,JGD2011,都道杉並あきる野線（五日市街道）,B,2009‐02‐11,2009‐02‐11,4,2,3.5,1.2,67,64
