一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
135,品川区西五反田５－３－１,35.625618,139.716718,JGD2011,都道環状６号線（山手通り）,c,2008‐04‐15,2008‐04‐18,4,4,4.7,1.3,72,73
136,品川区西五反田６－６－１９,35.623085,139.717300,JGD2011,都道東京丸子横浜線（中原街道）,c,2008‐05‐13,2008‐05‐16,4,6,5.2,3.6,69,67
137,品川区八潮５－８－４７,35.596727,139.754148,JGD2011,国道３５７号線（湾岸道路）,b,2008‐06‐10,2008‐06‐13,3,4,35.0 ,1.2,63,60
138,品川区上大崎２－１３－３６,35.634548,139.717494,JGD2011,都道白金台等々力線（目黒通り）,c,2008‐07‐08,2008‐07‐11,4,5,5.0 ,1.5,68,67
139,品川区北品川５－１－１２,35.623856,139.732079,JGD2011,都道環状６号線（山手通り）,c,2008‐08‐05,2008‐08‐08,4,4,4.0 ,1.6,72,69
140,品川区北品川３－１０－１３,35.616417,139.737625,JGD2011,都道環状６号線（山手通り）,c,2008‐09‐02,2008‐09‐05,4,4,5.5,2.3,66,63
141,品川区旗の台１－１１－１７,35.607116,139.702392,JGD2011,都道東京丸子横浜線（中原街道）,c,2008‐10‐21,2008‐10‐24,4,4,4.2,3.0 ,71,70
142,品川区上大崎３－１４－２３,35.630382,139.720228,JGD2011,都道北品川四谷線,b,2008‐11‐11,2008‐11‐14,4,5,7.4,1.7,69,66
143,品川区上大崎３－１４－２３,35.630382,139.720228,JGD2011,首都高速２号（目黒線）,b,2008‐11‐19,2008‐11‐22,2,4,15.0 ,8.0 ,69,66
144,品川区東大井３－１８－３４,35.600257,139.738632,JGD2011,国道１５号線（第一京浜）,c,2008‐12‐10,2008‐12‐13,3,4,2.5,1.5,73,70
145,品川区東品川３－１－５,35.617160,139.747360,JGD2011,都道日本橋芝浦大森線（海岸通り）,c,2009‐02‐17,2009‐02‐20,4,6,5.0 ,2.2,71,69
146,品川区東品川４－１０,35.607555,139.746155,JGD2011,国道３５７号線（湾岸道路）,C,2008‐11‐26,2008‐11‐27,3,4,4.3,1.2,71,67
147,品川区北品川２－７,35.618835,139.744110,JGD2011,国道３５７号線（湾岸道路）,C,2008‐11‐26,2008‐11‐27,3,4,4.7,1.2,71,68
148,品川区東五反田３－１８,35.625614,139.729156,JGD2011,都道環状６号線（山手通り）,C,2008‐11‐26,2008‐11‐27,4,4,4.0 ,1.2,71,69
149,品川区小山４－４,35.618721,139.703430,JGD2011,都道鮫洲大山線（中野通り）,C,2008‐11‐26,2008‐11‐27,4,2,4.8,1.2,67,66
150,品川区平塚３－１２,35.613300,139.712585,JGD2011,都道鮫洲大山線（中野通り）,C,2008‐11‐26,2008‐11‐27,4,4,11.0 ,1.2,64,60
