都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85歳以上の男性,85歳以上の女性,不詳者の男性,不詳者の女性,世帯数,備考,KEY_CODE
131105,111,東京都,目黒区,2013-03-01,駒場一丁目,3784,1895,1889,73,53,57,61,52,57,46,41,132,84,223,173,220,185,202,162,168,162,124,134,88,107,82,106,111,120,93,109,79,89,49,76,53,72,43,98,0,0,2239,,13110001001
131105,112,東京都,目黒区,2013-03-01,駒場二丁目,798,404,394,19,11,22,21,29,11,20,22,36,13,27,27,28,27,32,33,31,33,30,39,30,25,23,23,15,19,21,24,12,12,12,17,4,17,13,20,0,0,407,,13110001002
131105,113,東京都,目黒区,2013-03-01,駒場三丁目,752,368,384,7,11,16,9,13,11,20,13,13,21,31,22,32,21,31,23,31,45,29,30,28,23,26,24,19,25,20,32,22,18,15,17,8,18,7,21,0,0,401,,13110001003
131105,114,東京都,目黒区,2013-03-01,駒場四丁目,1550,752,798,27,28,31,26,31,25,42,35,70,81,104,90,65,68,52,58,51,71,71,75,47,45,32,28,36,49,26,37,30,26,18,24,10,14,9,18,0,0,887,,13110001004
131105,121,東京都,目黒区,2013-03-01,青葉台一丁目,2553,1196,1357,50,44,40,36,30,35,43,30,76,45,99,100,127,136,125,147,105,129,113,118,84,86,71,77,60,74,50,83,44,57,44,65,15,52,20,43,0,0,1512,,13110002001
131105,122,東京都,目黒区,2013-03-01,青葉台二丁目,894,408,486,23,18,13,16,17,11,9,11,14,17,37,44,41,49,43,58,41,36,30,30,21,33,24,24,24,23,24,34,20,22,9,15,9,29,9,17,0,0,481,,13110002002
131105,123,東京都,目黒区,2013-03-01,青葉台三丁目,2895,1413,1482,57,43,45,32,34,38,38,23,60,74,197,168,222,225,168,169,140,167,120,116,88,94,57,69,60,59,45,41,32,50,24,35,15,32,11,47,0,0,1899,,13110002003
131105,124,東京都,目黒区,2013-03-01,青葉台四丁目,1698,808,890,23,33,24,19,32,16,17,23,26,37,72,59,98,89,97,107,93,104,72,78,49,59,40,49,59,55,40,54,19,39,20,28,14,19,13,22,0,0,1026,,13110002004
131105,131,東京都,目黒区,2013-03-01,東山一丁目,3515,1682,1833,55,66,54,51,50,54,55,46,75,90,169,160,202,175,169,179,143,179,136,140,111,114,90,69,102,104,92,98,69,90,50,76,33,64,27,79,0,0,2084,,13110003001
131105,132,東京都,目黒区,2013-03-01,東山二丁目,6777,3271,3506,239,235,275,243,324,279,204,256,126,293,127,137,176,224,320,406,415,472,417,370,286,197,136,100,72,77,45,57,37,47,38,36,14,36,20,41,0,0,2771,,13110003002
