"選挙名称","合計[人]","開票率[%]","残票[票]","無効票[票]","按分切捨て票[票]","不足票[票]","不受理票[票]","投票者数[人]"
"令和元年7月21日執行　参議院（比例代表選出）議員選挙","95716.990 ","100","0","2035","0.010","2","0","97754"

"令和元年7月21日執行　参議院比例代表選出議員選挙党派別開票結果","Ver201907",,,,,,,
