"年月日[西暦]","選挙人名簿登録者数 男[人]","選挙人名簿登録者数 女[人]","選挙人名簿登録者数 合計[人]","在外選挙人名簿登録者数 男[人]","在外選挙人名簿登録者数 女[人]","在外選挙人名簿登録者数 合計[人]"
"20180601","91747","108277","200024","532","648","1180"
"20190601","92798","109272","202070","528","645","1173"
"20200601","93718","110123","203841","534","663","1197"
"20210601","93548","109904","203452","494","659","1153"
"20220601","93728","110107","203835","508","697","1205"

"令和4年度港区行政資料集　選挙人名簿登録者数","Ver202206",,,,,
