区市名,団地名,主な所在地,面積,間取,建設年度,管理戸数,一般,ｼﾙﾊﾞｰﾋﾟｱ,車椅子,主な線,主な駅
練馬区,上石神井三丁目アパート,練馬区上石神井3-16,63,3DK,1990,33,33,,,西武新宿線,上石神井駅
練馬区,上石神井四丁目アパート,練馬区上石神井4-21,34-57,1DK-3DK,2012-2015,256,256,,,西武新宿線,上石神井駅
練馬区,西大泉三丁目アパート,練馬区西大泉3-3,55-61,3DK,1989,48,48,,,西武池袋線,大泉学園駅
練馬区,上石神井アパート,練馬区石神井台4-5,32-68,1DK-4DK,1965-1988,443,443,,,西武新宿線,上石神井駅
練馬区,石神井台四丁目アパート,練馬区石神井台4-5,32-57,1DK-3DK,2009,112,112,,,西武新宿線,上石神井駅
練馬区,石神井台七丁目アパート,練馬区石神井台7-19,48-55,3DK,1978,36,36,,,西武新宿線,武蔵関駅
練馬区,石神井台七丁目第２アパート,練馬区石神井台7-21,51-59,3DK,1980,27,27,,,西武新宿線,武蔵関駅
練馬区,南田中アパート,練馬区石神井町1-1,25-62,2K-3DK,1966-1984,1753,1745,,8,西武池袋線,練馬高野台駅
練馬区,石神井町二丁目第２アパート,練馬区石神井町2-11,55-61,3DK,1990,17,17,,,西武池袋線,石神井公園駅
練馬区,石神井町二丁目第３アパート,練馬区石神井町2-18,34-74,1DK-4DK,2000,186,158,26,2,西武池袋線,石神井公園駅
練馬区,石神井町二丁目アパート,練馬区石神井町2-3,55-63,3DK,1988,80,80,,,西武池袋線,石神井公園駅
練馬区,石神井町八丁目アパート,練馬区石神井町8-1,55-63,2DK-3DK,1982-1987,288,285,,3,西武池袋線,石神井公園駅
練馬区,石神井町八丁目第２アパート,練馬区石神井町8-43,63,3DK,1993,12,12,,,西武池袋線,大泉学園駅
練馬区,早宮一丁目アパート,練馬区早宮1-12,55-61,3DK,1984,30,30,,,東京メトロ有楽町線・副都心線,氷川台駅
練馬区,早宮一丁目第２アパート,練馬区早宮1-25,63,3DK,1986,21,21,,,東京メトロ有楽町線・副都心線,氷川台駅
練馬区,早宮三丁目第４アパート,練馬区早宮3-34,37-62,1DK-3DK,1994,24,24,,,都営大江戸線,豊島園駅
練馬区,早宮三丁目第２アパート,練馬区早宮3-36,55-61,2DK-3DK,1980-1990,56,53,,3,都営大江戸線,豊島園駅
練馬区,早宮三丁目アパート,練馬区早宮3-39,55,3DK,1980,27,27,,,都営大江戸線,豊島園駅
練馬区,早宮四丁目アパート,練馬区早宮4-17,51-55,3DK,1980,19,19,,,都営大江戸線・西武池袋線,練馬駅
練馬区,大泉学園町二丁目アパート,練馬区大泉学園町2-2,36-63,1DK-3DK,1993,48,28,20,,西武池袋線,大泉学園駅
練馬区,谷原三丁目アパート,練馬区谷原3-10,35-74,1DK-3DK,1995,60,38,20,2,西武池袋線,練馬高野台駅
練馬区,中村北四丁目アパート,練馬区中村北4-19,35-63,1DK-3DK,1997,71,45,24,2,西武池袋線,中村橋駅
練馬区,田柄二丁目アパート,練馬区田柄2-43,39-53,2DK-3DK,1972,43,43,,,東京メトロ有楽町線・副都心線,地下鉄赤塚駅
練馬区,東大泉一丁目第２アパート,練馬区東大泉1-23,61,3DK,1987,24,24,,,西武池袋線,大泉学園駅
練馬区,東大泉一丁目第３アパート,練馬区東大泉1-3,55-61,3DK,1989,63,63,,,西武池袋線,大泉学園駅
練馬区,東大泉三丁目第２アパート,練馬区東大泉3-10,53-63,2DK-3DK,1997,18,18,,,西武池袋線,大泉学園駅
練馬区,東大泉三丁目第３アパート,練馬区東大泉3-34,53-63,2DK-3DK,1997,12,12,,,西武池袋線,大泉学園駅
練馬区,東大泉三丁目アパート,練馬区東大泉3-53,59-63,3DK,1981-1991,28,28,,,西武池袋線,大泉学園駅
練馬区,東大泉三丁目第４アパート,練馬区東大泉3-58,32-57,1DK-3DK,2007-2017,264,264,,,西武池袋線,大泉学園駅
練馬区,東大泉アパート,練馬区東大泉3-59,50-52,3DK,1965-1968,35,35,,,西武池袋線,大泉学園駅
練馬区,東大泉五丁目アパート,練馬区東大泉5-15,31-63,1DK-3DK,1993-1996,63,36,27,,西武池袋線,大泉学園駅
練馬区,東大泉第２アパート,練馬区東大泉6-35,36-39,2DK,1969-1970,135,135,,,西武池袋線,大泉学園駅
練馬区,東大泉六丁目アパート,練馬区東大泉6-36,57-63,2DK-3DK,1987-1991,99,98,,1,西武池袋線,大泉学園駅
練馬区,東大泉六丁目第２アパート,練馬区東大泉6-38,58-62,3DK,1991,18,18,,,西武池袋線,大泉学園駅
練馬区,東大泉六丁目第４アパート,練馬区東大泉6-39,63,3DK,1992,27,27,,,西武池袋線,大泉学園駅
練馬区,東大泉六丁目第３アパート,練馬区東大泉6-45,62,3DK,1991,20,20,,,西武池袋線,大泉学園駅
練馬区,東大泉六丁目第５アパート,練馬区東大泉6-49,63,3DK,1993,12,12,,,西武池袋線,大泉学園駅
練馬区,東大泉七丁目アパート,練馬区東大泉7-25,55-63,2DK-3DK,1991,33,33,,,西武池袋線,大泉学園駅
練馬区,南大泉一丁目アパート,練馬区南大泉1-41,62,3DK,1992,10,10,,,西武池袋線,保谷駅
練馬区,南田中三丁目アパート,練馬区南田中3-3,55-61,3DK,1983,27,27,,,西武池袋線,練馬高野台駅
練馬区,氷川台四丁目アパート,練馬区氷川台4-32,55-62,3DK,1984-1991,84,84,,,東京メトロ有楽町線・副都心線,氷川台駅
練馬区,練馬富士見台一丁目アパート,練馬区富士見台1-4,63,3DK,1984,35,35,,,西武池袋線,富士見台駅
練馬区,練馬富士見台二丁目アパート,練馬区富士見台2-13,55-61,3DK,1990-1992,68,68,,,西武池袋線,富士見台駅
練馬区,練馬富士見台アパート,練馬区富士見台2-26,31,2DK,1966,16,16,,,西武池袋線,富士見台駅
練馬区,練馬富士見台三丁目第２アパート,練馬区富士見台3-13,48-55,3DK,1977,11,11,,,西武池袋線,富士見台駅
練馬区,練馬富士見台三丁目第３アパート,練馬区富士見台3-16,63,3DK,1984,33,33,,,西武池袋線,富士見台駅
練馬区,練馬富士見台三丁目アパート,練馬区富士見台3-48,36-39,2DK-3DK,1971-1972,111,111,,,西武池袋線,練馬高野台駅
練馬区,平和台二丁目第２アパート,練馬区平和台2-18,54,2DK,1989,18,18,,,東京メトロ有楽町線・副都心線,平和台駅
練馬区,平和台二丁目第３アパート,練馬区平和台2-34,34-74,1DK-4DK,1997-2002,124,98,26,,東京メトロ有楽町線・副都心線,平和台駅
練馬区,平和台二丁目アパート,練馬区平和台2-45,55-61,3DK,1981-1983,136,136,,,東京メトロ有楽町線・副都心線,平和台駅
練馬区,豊玉中一丁目第３アパート,練馬区豊玉中1-13,57-63,3DK,1992,45,45,,,都営大江戸線,新江古田駅
練馬区,豊玉中一丁目第４アパート,練馬区豊玉中1-20,55,2DK,1992,12,12,,,都営大江戸線,新江古田駅
練馬区,豊玉中一丁目アパート,練馬区豊玉中1-23,42-51,3DK,1975,39,39,,,都営大江戸線・西武池袋線,練馬駅
練馬区,豊玉中一丁目第２アパート,練馬区豊玉中1-9,55,3DK,1978,10,10,,,都営大江戸線・西武池袋線,練馬駅
練馬区,豊玉中三丁目アパート,練馬区豊玉中3-11,32-74,1DK-4DK,1997-2004,187,158,26,3,都営大江戸線・西武池袋線,練馬駅
練馬区,豊玉仲町三丁目アパート,練馬区豊玉中3-5,39,3DK,1971,45,45,,,都営大江戸線・西武池袋線,練馬駅
練馬区,豊玉中四丁目アパート,練馬区豊玉中4-6,51-55,3DK,1980,42,42,,,都営大江戸線・西武池袋線,練馬駅
練馬区,豊玉中四丁目第２アパート,練馬区豊玉中4-8,61-63,3DK,1986-1988,24,24,,,都営大江戸線・西武池袋線,練馬駅
練馬区,豊玉南二丁目アパート,練馬区豊玉南2-18,63,3DK,1989,14,14,,,西武新宿線,野方駅
練馬区,豊玉南三丁目第２アパート,練馬区豊玉南3-14,35-74,1DK-4DK,1997,36,35,,1,都営大江戸線・西武池袋線,練馬駅
練馬区,豊玉北一丁目第２アパート,練馬区豊玉北1-22,55-61,3DK,1989,36,36,,,都営大江戸線,新江古田駅
練馬区,豊玉北二丁目アパート,練馬区豊玉北2-19,54-62,2DK-3DK,1994,24,24,,,都営大江戸線,新江古田駅
練馬区,豊玉北二丁目第２アパート,練馬区豊玉北2-6,37-63,1DK-3DK,1995-1998,85,85,,,都営大江戸線,新江古田駅
練馬区,豊玉北三丁目アパート,練馬区豊玉北3-7,51,3DK,1975,10,10,,,西武池袋線,桜台駅
練馬区,練馬北町二丁目第４アパート,練馬区北町2-10,32-57,1DK-3DK,2008-2013,222,222,,,東武東上線,東武練馬駅
練馬区,練馬北町二丁目第３アパート,練馬区北町2-27,55-62,2DK-3DK,1997,18,18,,,東武東上線,東武練馬駅
練馬区,練馬北町三丁目アパート,練馬区北町3-3,53,2DK,2000,23,23,,,東武東上線,東武練馬駅
練馬区,練馬北町六丁目アパート,練馬区北町6-1,47-72,2DK-3DK,1976-1987,493,490,,3,東京メトロ有楽町線・副都心線,平和台駅
練馬区,練馬北町八丁目アパート,練馬区北町8-29,48-61,3DK,1977-1983,150,150,,,東京メトロ有楽町線・副都心線,地下鉄赤塚駅
練馬区,立野町アパート,練馬区立野町13-11,48-55,3DK,1978-1979,39,39,,,ＪＲ中央線・京王井の頭線,吉祥寺駅
練馬区,練馬二丁目第２アパート,練馬区練馬2-13,58-63,3DK,1987,66,66,,,西武豊島線,豊島園駅
練馬区,練馬二丁目第４アパート,練馬区練馬2-24,31-62,1DK-3DK,1993,77,51,23,3,都営大江戸線・西武池袋線,練馬駅
練馬区,練馬二丁目アパート,練馬区練馬2-29,58-63,2DK-3DK,1985,90,90,,,西武豊島線,豊島園駅
練馬区,練馬二丁目第３アパート,練馬区練馬2-4,57-63,3DK,1990,32,32,,,都営大江戸線・西武池袋線,練馬駅
練馬区,練馬四丁目アパート,練馬区練馬4-30,57-63,3DK,1993,45,45,,,西武豊島線,豊島園駅
足立区,綾瀬二丁目アパート,足立区綾瀬2-41,55-62,3DK,1988-1989,163,163,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
足立区,綾瀬七丁目アパート,足立区綾瀬7-14,32-57,1DK-3DK,2005-2007,275,275,,,つくばエクスプレス,青井駅
足立区,伊興町アパート,足立区伊興1-7,33-36,2DK-3DK,1969,96,96,,,東武伊勢崎線（スカイツリーライン）,西新井駅
足立区,伊興二丁目アパート,足立区伊興2-17,61-62,3DK,1987,47,47,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,伊興三丁目アパート,足立区伊興3-14,55-61,2DK-3DK,1989,175,170,,5,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,伊興町本町アパート,足立区伊興5-2,59,3DK,1982,24,24,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,東栗原アパート,足立区一ツ家2-15,25-32,2DK,1966,132,132,,,つくばエクスプレス,六町駅
足立区,一ツ家二丁目アパート,足立区一ツ家2-15,34-57,1DK-3DK,2015,261,261,,,つくばエクスプレス,六町駅
足立区,足立加賀二丁目アパート,足立区加賀2-31,55-61,3DK,1978-1984,485,485,,,日暮里・舎人ライナー,舎人公園駅
足立区,花畑第５アパート,足立区花畑2-11,36-39,2DK-3DK,1971,126,126,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,花畑第６アパート,足立区花畑2-16,42-63,3DK-4DK,1973,119,119,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,花畑四丁目アパート,足立区花畑4-20,32-57,1DK-3DK,2007-2008,144,144,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,花畑アパート,足立区花畑7-10,37,3DK,1967,31,31,,,東武伊勢崎線（スカイツリーライン）,谷塚駅
足立区,花畑七丁目アパート,足立区花畑7-10,34-57,1DK-3DK,2013-2015,108,108,,,東武伊勢崎線（スカイツリーライン）,谷塚駅
足立区,花畑八丁目アパート,足立区花畑8-13,57-63,3DK,1991-1992,218,218,,,東武伊勢崎線（スカイツリーライン）,谷塚駅
足立区,花畑第４アパート,足立区花畑8-4,36-42,2K-3DK,1971,983,983,,,東武伊勢崎線（スカイツリーライン）,谷塚駅
足立区,関原二丁目アパート,足立区関原2-14,51,3DK,1975,30,30,,,東京メトロ千代田線・京成本線,町屋駅
足立区,宮城一丁目アパート,足立区宮城1-17,34-57,1DK-3DK,2012-2015,151,151,,,ＪＲ京浜東北線・東京メトロ南北線,王子駅
足立区,宮城第３アパート,足立区宮城1-5,33-36,2DK,1969,557,557,,,ＪＲ山手線,田端駅
足立区,栗原一丁目アパート,足立区栗原1-2,48-74,1LDK-3LDK,1989,260,256,,4,東武伊勢崎線（スカイツリーライン）,西新井駅
足立区,弘道一丁目第３アパート,足立区弘道1-11,57-63,3DK,1991,95,95,,,東武伊勢崎線（スカイツリーライン）,五反野駅
足立区,弘道一丁目第５アパート,足立区弘道1-18,53-63,2DK-3DK,1998,78,78,,,東武伊勢崎線（スカイツリーライン）,五反野駅
足立区,弘道一丁目アパート,足立区弘道1-23,55-74,3DK-4DK,1985-1986,160,160,,,つくばエクスプレス,青井駅
足立区,弘道一丁目第４アパート,足立区弘道1-8,53-74,2DK-4DK,1995,48,48,,,東武伊勢崎線（スカイツリーライン）,五反野駅
足立区,弘道二丁目第２アパート,足立区弘道2-10,51-75,3DK-4DK,1981-1984,214,214,,,東武伊勢崎線（スカイツリーライン）,五反野駅
足立区,弘道二丁目アパート,足立区弘道2-13,48-64,3DK-4DK,1977-1983,162,160,,2,つくばエクスプレス,青井駅
足立区,弘道二丁目第３アパート,足立区弘道2-21,32-57,1DK-3DK,2008-2018,441,441,,,つくばエクスプレス,青井駅
足立区,五反野北町アパート,足立区弘道2-28,55-61,3DK,1987,66,66,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
足立区,江北一丁目アパート,足立区江北1-10,33-36,2DK,1970,210,210,,,日暮里・舎人ライナー,高野駅
足立区,江北一丁目第２アパート,足立区江北1-11,53-62,2DK-3DK,1995,28,28,,,日暮里・舎人ライナー,高野駅
足立区,江北一丁目第３アパート,足立区江北1-12,33-75,1DK-4DK,1995-2001,389,377,,12,日暮里・舎人ライナー,高野駅
足立区,江北二丁目第２アパート,足立区江北2-22,55-61,3DK,1988,189,189,,,日暮里・舎人ライナー,高野駅
足立区,江北三丁目第３アパート,足立区江北3-13,32-74,1DK-4DK,2001-2006,111,111,,,日暮里・舎人ライナー,江北駅
足立区,江北三丁目第２アパート,足立区江北3-33,38-77,1DK-4DK,1994,20,20,,,日暮里・舎人ライナー,西新井大師西駅
足立区,江北三丁目アパート,足立区江北3-8,57-62,3DK,1992-1993,229,229,,,日暮里・舎人ライナー,江北駅
足立区,江北四丁目アパート,足立区江北4-14,32-57,1DK-3DK,2007-2014,1142,1142,,,日暮里・舎人ライナー,江北駅
足立区,江北アパート,足立区江北6-15,33-36,2DK,1969-1970,171,171,,,日暮里・舎人ライナー,西新井大師西駅
足立区,上沼田第３アパート,足立区江北7-12,33-37,2DK-3DK,1968,333,333,,,日暮里・舎人ライナー,西新井大師西駅
足立区,鹿浜二丁目アパート,足立区鹿浜2-37,34-57,1DK-3DK,2013-2018,420,420,,,東武伊勢崎線（スカイツリーライン）,西新井駅
足立区,鹿浜五丁目アパート,足立区鹿浜5-24,33-41,2DK-3DK,1970-1971,520,520,,,ＪＲ常磐線・東京メトロ千代田線,北千住駅
足立区,北鹿浜第２アパート,足立区鹿浜6-12,35-37,2DK,1969,250,250,,,東武伊勢崎線（スカイツリーライン）,西新井駅
足立区,舎人町アパート,足立区舎人6-10,42-63,2DK-4DK,1973-1976,798,782,,16,日暮里・舎人ライナー,見沼代親水公園駅
足立区,新田一丁目アパート,足立区新田1-14,33-37,2DK-3DK,1967-1968,300,300,,,ＪＲ京浜東北線,王子駅
足立区,新田二丁目第２アパート,足立区新田2-2,62-64,2DK-3DK,1993,58,54,,4,ＪＲ京浜東北線,王子駅
足立区,神明一丁目第２アパート,足立区神明1-4,55-61,3DK,1986,20,20,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
足立区,神明一丁目アパート,足立区神明1-9,55-61,3DK,1984,18,18,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
足立区,神明二丁目アパート,足立区神明2-5,55-62,3DK,1988,70,70,,,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
足立区,西綾瀬三丁目第２アパート,足立区西綾瀬3-1,36-63,1DK-3DK,1992-1993,183,138,45,,東武伊勢崎線（スカイツリーライン）,小菅駅
足立区,西綾瀬三丁目アパート,足立区西綾瀬3-25,55-62,3DK,1989,230,230,,,東武伊勢崎線（スカイツリーライン）,五反野駅
足立区,西綾瀬四丁目アパート,足立区西綾瀬4-11,55-62,2DK-3DK,1988-1990,140,138,,2,ＪＲ常磐線・東京メトロ千代田線,綾瀬駅
足立区,西新井六丁目アパート,足立区西新井6-15,39-42,2DK-3DK,1973-1974,193,193,,,東武大師線,大師前駅
足立区,西新井本町一丁目アパート,足立区西新井本町1-3,35-74,1DK-4DK,1996-1999,136,112,24,,東武大師線,大師前駅
足立区,西新井本町二丁目アパート,足立区西新井本町2-18,36-53,2DK-2LDK,1969-1971,234,234,,,日暮里・舎人ライナー,江北駅
足立区,西新井第４アパート,足立区西新井本町2-20,33,2DK,1968,99,99,,,日暮里・舎人ライナー,江北駅
足立区,西新井本町三丁目アパート,足立区西新井本町3-4,34-47,1DK-2DK,2015,68,68,,,日暮里舎人ライナー,江北駅
足立区,西新井本町四丁目アパート,足立区西新井本町4-27,34-57,1DK-3DK,2012-2015,170,170,,,日暮里舎人ライナー,江北駅
足立区,伊興町第２アパート,足立区西竹の塚1-10,35-63,1DK-3DK,1977-1996,208,208,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
足立区,伊興町見通アパート,足立区西竹の塚1-11,61,3DK,1985,39,39,,,東武伊勢崎線（スカイツリーライン）,竹ノ塚駅
