規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,令和３,2021,6月,98.4,1.7,94.7,97.5,102,99.7,84.2,106.2,90.9,100.4,98.9,100.7,115.1,93.7,106.4,100.5,99.7
30人以上,令和３,2021,7月,99.6,2.3,97.8,97.2,101,101.2,86,108.8,94.1,102.2,94.2,102.3,118.8,93,106.5,98,101.6
30人以上,令和３,2021,8月,98,1.2,95.9,95.2,99.3,100.9,84.3,108.5,92.2,101.3,89.9,99.9,116,95.8,101.4,89.7,98.8
30人以上,令和３,2021,9月,98.2,0.1,95.4,95.6,100.6,100,86.1,107.7,91.1,102.3,90.8,98.1,118.1,96.3,104.5,97.3,98.4
30人以上,令和３,2021,10月,100.2,1.9,101.5,98.5,102.3,101.5,85.4,109.6,95.3,104.4,96.2,96.5,115.1,91.5,110.4,97.1,99.7
30人以上,令和３,2021,11月,98.5,-0.3,101.6,96.9,100.4,100.6,86.7,107.7,93.5,104.7,95.6,98.8,102.3,93.7,102.3,96,97.4
30人以上,令和３,2021,11月（前年同月比（％））,－,－,8,-0.2,-4.9,-1.7,-0.1,0.4,-8.8,4.8,-4.7,14.6,-9.7,1.1,1.4,0.7,2.2
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１１月分,,,,,,,,,,,,,,,,,,,,
第16表　規模、産業別実質賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
実質賃金指数（きまって支給する給与）＝ 名目賃金指数（きまって支給する給与）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,,
