事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,2月,17.4,17.7,17.1,146,150.8,138.7,130.8,133.8,126.2,15.2,17,12.5
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,3月,19.2,19.4,19,161.5,166.5,154.1,143.4,146.2,139.4,18.1,20.3,14.7
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,4月,19.9,20.3,19.3,168.2,173.1,159.4,150.1,153.9,143.4,18.1,19.2,16
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,5月,17.7,18,17.2,148.7,153.8,140.8,132.8,136.2,127.6,15.9,17.6,13.2
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,6月,19.4,19.8,18.8,164.1,169.4,154.2,147,151.1,139.4,17.1,18.3,14.8
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,7月,18.9,19.2,18.4,157.2,162.7,148.7,142.1,145.8,136.4,15.1,16.9,12.3
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,8月,17.5,17.7,17.2,145.1,149.6,138.5,132,135,127.6,13.1,14.6,10.9
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,9月,18.1,18.3,17.7,149.7,154.5,142.8,135.8,138.7,131.7,13.9,15.8,11.1
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,10月,19,19.3,18.5,158.7,164.8,149.9,142.8,146.8,137,15.9,18,12.9
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,11月,19,19.4,18.4,159.1,164.8,150.3,143.2,147.2,137.1,15.9,17.6,13.2
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,12月,18.6,19,18.1,156.5,162.4,147.7,140.5,144.6,134.4,16,17.8,13.3
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,14.9,16.2,13.9,104.2,125.5,87,97.3,114.5,83.4,6.9,11,3.6
５人以上,"M 宿泊業,飲食サービス業",平成29,2017,年平均,14.7,16.2,13.6,102.4,123.8,85.3,95.4,112.2,82,7,11.6,3.3
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,14.4,15.5,13.4,99.6,117.4,85.2,92.5,106.5,81.2,7.1,10.9,4
５人以上,"M 宿泊業,飲食サービス業",平成31・令和元,2019,年平均,13.5,14.5,12.6,92.8,108.6,79.9,86.2,98.7,76,6.6,9.9,3.9
５人以上,"M 宿泊業,飲食サービス業",令和２,2020,年平均,11.9,12.9,11.1,77.8,92.6,65.4,73.5,86.1,63,4.3,6.5,2.4
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,年平均,12.1,13.2,11.2,77.8,92.5,66,74.4,87.1,64.3,3.4,5.4,1.7
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,1月,11.1,12.5,9.9,70.8,87.9,57,68.2,83.4,55.9,2.6,4.5,1.1
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,2月,10.8,11.7,10,67.7,80.8,57.1,65.2,76.6,56,2.5,4.2,1.1
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,3月,12.1,13.1,11.3,76.9,91.9,65.1,73.7,86.5,63.6,3.2,5.4,1.5
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,4月,12.5,13.8,11.6,80.9,98.1,67.1,77.6,92.7,65.4,3.3,5.4,1.7
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,5月,11.6,12.8,10.7,73.8,88.5,62.1,71.2,84.5,60.7,2.6,4,1.4
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,6月,11.9,13,11,74.7,89.9,62.7,72.2,85.9,61.4,2.5,4,1.3
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,7月,12.2,13.1,11.5,77.8,90.6,67.5,74.9,86,65.9,2.9,4.6,1.6
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,8月,11.9,12.9,11.1,76.4,89.4,65.9,73.6,85,64.4,2.8,4.4,1.5
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,9月,11.9,12.7,11.2,75.3,86.7,66.2,72.7,82.6,64.8,2.6,4.1,1.4
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,10月,12.9,13.9,12.1,83.4,98.3,71.4,79.3,91.6,69.4,4.1,6.7,2
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,11月,13,14,12.2,86.4,101.8,74.2,81.1,93.2,71.5,5.3,8.6,2.7
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,12月,13.3,14.7,12.3,89.6,106.8,76.4,83.9,97.6,73.3,5.7,9.2,3.1
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,年平均,17.8,18.4,17.2,135.2,143.4,128.5,129,136.4,122.9,6.2,7,5.6
５人以上,"N 生活関連サービス業,娯楽業",平成29,2017,年平均,17,17.9,16.4,130.9,141.7,122.4,124,133.1,116.7,6.9,8.6,5.7
５人以上,"N 生活関連サービス業,娯楽業",平成30,2018,年平均,16.9,17.9,16.1,127,139.4,116.1,119.2,129.8,109.9,7.8,9.6,6.2
５人以上,"N 生活関連サービス業,娯楽業",平成31・令和元,2019,年平均,16.5,17.3,16,124,136.8,114.4,116.4,126.7,108.7,7.6,10.1,5.7
５人以上,"N 生活関連サービス業,娯楽業",令和２,2020,年平均,15.1,15.9,14.5,110.5,122.8,101.7,105.2,115.3,98,5.3,7.5,3.7
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,年平均,15.8,16.2,15.5,119.8,130,112.4,113.3,120.9,107.8,6.5,9.1,4.6
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,1月,14.7,15.2,14.4,111.6,122.1,104,104.9,113.2,98.9,6.7,8.9,5.1
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,2月,14.1,14.5,13.8,106.8,117.3,99.4,100.3,107.6,95.2,6.5,9.7,4.2
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,3月,15.2,15.5,15,115.8,126.4,108,109.3,116.7,103.8,6.5,9.7,4.2
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,4月,16.5,17,16.2,125.5,137.3,117.2,119.4,128.2,113.2,6.1,9.1,4
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,5月,14.8,15,14.7,114.2,120.4,109.7,108.5,112.5,105.6,5.7,7.9,4.1
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,6月,16.1,16.4,15.9,123.4,132.3,116.8,116.8,122.8,112.4,6.6,9.5,4.4
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,7月,16.5,17,16.1,124.2,135.1,115.6,117.8,126.3,111.1,6.4,8.8,4.5
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,8月,15.8,16.7,15.2,120.8,133.2,111.5,114.4,124.3,107,6.4,8.9,4.5
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,9月,15.7,16.1,15.4,120.4,129.6,113.7,114,120.3,109.4,6.4,9.3,4.3
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,10月,16.5,17,16.1,124.1,135.5,115.7,117.1,125.6,110.9,7,9.9,4.8
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,11月,16.7,17.2,16.3,124,134.6,116.5,117.4,126.3,111.1,6.6,8.3,5.4
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,12月,16.9,17.3,16.7,128.1,138,121.3,120.9,128.2,115.9,7.2,9.8,5.4
５人以上,"O 教育,学習支援業",平成28,2016,年平均,15.2,15.1,15.2,109.2,108,110.3,105,103.6,106.3,4.2,4.4,4
５人以上,"O 教育,学習支援業",平成29,2017,年平均,15.2,15.3,15.1,109.1,109.2,108.9,104.3,104.2,104.4,4.8,5,4.5
５人以上,"O 教育,学習支援業",平成30,2018,年平均,15.5,16.2,14.9,113.5,118.7,109.2,106.6,111,103,6.9,7.7,6.2
５人以上,"O 教育,学習支援業",平成31・令和元,2019,年平均,14.6,15.3,14.1,108.7,114.2,103.5,102.1,106.5,97.9,6.6,7.7,5.6
５人以上,"O 教育,学習支援業",令和２,2020,年平均,13.8,14.1,13.4,101.7,105.1,98,96.6,99.2,93.7,5.1,5.9,4.3
５人以上,"O 教育,学習支援業",令和３,2021,年平均,14,14.1,13.9,100.8,102.2,99.4,95.2,96.1,94.3,5.6,6.1,5.1
５人以上,"O 教育,学習支援業",令和３,2021,1月,13.3,13.1,13.5,94.2,93.7,94.7,89.4,88.4,90.4,4.8,5.3,4.3
５人以上,"O 教育,学習支援業",令和３,2021,2月,13.4,13.2,13.5,95.5,95.5,95.6,90.2,90,90.4,5.3,5.5,5.2
５人以上,"O 教育,学習支援業",令和３,2021,3月,15.2,15.2,15.2,110.9,111.7,110,104.4,104.6,104.1,6.5,7.1,5.9
５人以上,"O 教育,学習支援業",令和３,2021,4月,14.9,14.7,15.1,106.5,106.3,106.5,100.8,100.2,101.3,5.7,6.1,5.2
５人以上,"O 教育,学習支援業",令和３,2021,5月,13.8,13.8,13.8,99.3,99.5,99.1,93,92.6,93.4,6.3,6.9,5.7
５人以上,"O 教育,学習支援業",令和３,2021,6月,15.4,15.7,15.1,111.7,114.1,109.3,106,107.9,104.1,5.7,6.2,5.2
５人以上,"O 教育,学習支援業",令和３,2021,7月,14.4,14.5,14.3,104,104.8,103.2,98,98.1,97.9,6,6.7,5.3
５人以上,"O 教育,学習支援業",令和３,2021,8月,11.7,12.2,11.1,84.1,89.9,77.6,80.4,85.5,74.7,3.7,4.4,2.9
５人以上,"O 教育,学習支援業",令和３,2021,9月,13.9,14.1,13.6,100.9,103.2,98.4,95.8,97.8,93.7,5.1,5.4,4.7
５人以上,"O 教育,学習支援業",令和３,2021,10月,14.6,14.7,14.4,104.9,106.9,102.9,98.7,100.1,97.2,6.2,6.8,5.7
５人以上,"O 教育,学習支援業",令和３,2021,11月,14.4,14.5,14.2,102.4,103.9,100.7,96.1,97.1,94.9,6.3,6.8,5.8
５人以上,"O 教育,学習支援業",令和３,2021,12月,13.5,13.6,13.3,95.6,97,94.2,90.3,91.4,89.2,5.3,5.6,5
５人以上,"P 医療,福祉",平成28,2016,年平均,17.5,17.7,17.4,126.1,136.9,122.5,120.6,129.4,117.7,5.5,7.5,4.8
５人以上,"P 医療,福祉",平成29,2017,年平均,17.5,18.2,17.2,125.7,140.8,120.6,120.6,134,116.1,5.1,6.8,4.5
５人以上,"P 医療,福祉",平成30,2018,年平均,17.1,18,16.8,127,141.6,121.4,121.6,134,116.8,5.4,7.6,4.6
５人以上,"P 医療,福祉",平成31・令和元,2019,年平均,16.3,16.6,16.2,120.6,130.4,117.2,115.3,124,112.3,5.3,6.4,4.9
５人以上,"P 医療,福祉",令和２,2020,年平均,16.4,16.8,16.3,122.7,132,119.1,117.7,125.3,114.8,5,6.7,4.3
５人以上,"P 医療,福祉",令和３,2021,年平均,16.7,16.9,16.6,126.1,133.8,123.2,120.7,126.7,118.4,5.4,7.1,4.8
５人以上,"P 医療,福祉",令和３,2021,1月,15.9,16.2,15.7,120.6,128.6,117.6,115.2,121.7,112.7,5.4,6.9,4.9
５人以上,"P 医療,福祉",令和３,2021,2月,15.7,15.7,15.7,117.3,122.2,115.4,112,115.6,110.7,5.3,6.6,4.7
５人以上,"P 医療,福祉",令和３,2021,3月,17,17.7,16.8,127.5,138.6,123.2,121.8,131.2,118.2,5.7,7.4,5
５人以上,"P 医療,福祉",令和３,2021,4月,17.5,17.5,17.5,134.3,138.1,132.9,128.5,131,127.6,5.8,7.1,5.3
５人以上,"P 医療,福祉",令和３,2021,5月,15.9,16.2,15.7,121,127.6,118.4,115.6,120.8,113.5,5.4,6.8,4.9
５人以上,"P 医療,福祉",令和３,2021,6月,17.4,17.6,17.3,130.7,138.3,127.9,125.6,131.7,123.4,5.1,6.6,4.5
５人以上,"P 医療,福祉",令和３,2021,7月,17.1,17.3,17,129.2,138.3,125.7,123.4,130.3,120.8,5.8,8,4.9
５人以上,"P 医療,福祉",令和３,2021,8月,16.4,16.9,16.2,124.7,134.2,121.2,119.4,127.3,116.5,5.3,6.9,4.7
５人以上,"P 医療,福祉",令和３,2021,9月,16.7,16.8,16.7,126.1,133.5,123.4,120.6,126.1,118.6,5.5,7.4,4.8
５人以上,"P 医療,福祉",令和３,2021,10月,17.3,17.4,17.3,131.3,138,128.7,125.5,130.3,123.7,5.8,7.7,5
５人以上,"P 医療,福祉",令和３,2021,11月,16.9,17.1,16.8,127.5,135.2,124.6,122.1,128.2,119.8,5.4,7,4.8
５人以上,"P 医療,福祉",令和３,2021,12月,16.4,16.7,16.3,123.2,132.9,119.6,118.3,126.3,115.4,4.9,6.6,4.2
５人以上,Q 複合サービス事業,平成28,2016,年平均,18.2,18.8,17.6,145.6,153.3,137.9,138.1,144.3,131.9,7.5,9,6
５人以上,Q 複合サービス事業,平成29,2017,年平均,18.7,19,18.5,147.3,153.4,142.4,140.3,144.4,137,7,9,5.4
５人以上,Q 複合サービス事業,平成30,2018,年平均,18.8,19.2,18.3,153,163.4,137.3,139.7,146.5,129.5,13.3,16.9,7.8
５人以上,Q 複合サービス事業,平成31・令和元,2019,年平均,18.3,18.7,17.5,145.8,156.3,128.5,133.7,141.4,121.1,12.1,14.9,7.4
５人以上,Q 複合サービス事業,令和２,2020,年平均,18.3,18.7,17.7,142.5,152.8,125.1,133.3,141.3,119.7,9.2,11.5,5.4
５人以上,Q 複合サービス事業,令和３,2021,年平均,18.4,18.8,17.7,144.5,155.1,128.4,135.2,143,123.4,9.3,12.1,5
５人以上,Q 複合サービス事業,令和３,2021,1月,17.5,18.1,16.4,138.3,150.1,119.4,127.5,135.6,114.5,10.8,14.5,4.9
５人以上,Q 複合サービス事業,令和３,2021,2月,16.2,16.5,15.7,125.7,134,112.6,118.1,124.1,108.6,7.6,9.9,4
５人以上,Q 複合サービス事業,令和３,2021,3月,19.4,19.4,19.4,156.2,165.9,140.4,146.4,153.6,134.7,9.8,12.3,5.7
５人以上,Q 複合サービス事業,令和３,2021,4月,19.7,19.9,19.2,154.1,163.2,139.8,145.1,151.7,134.6,9,11.5,5.2
５人以上,Q 複合サービス事業,令和３,2021,5月,17.1,17.5,16.5,132.7,142.4,117.6,124.6,131.9,113.2,8.1,10.5,4.4
５人以上,Q 複合サービス事業,令和３,2021,6月,19.5,19.9,18.9,153.2,164,137.1,144.3,152.4,132.2,8.9,11.6,4.9
５人以上,Q 複合サービス事業,令和３,2021,7月,18.3,18.8,17.6,142.9,153.2,127.7,134.5,142.2,123.2,8.4,11,4.5
５人以上,Q 複合サービス事業,令和３,2021,8月,18.1,18.4,17.6,139.4,148,126.7,132.8,139.4,123.1,6.6,8.6,3.6
５人以上,Q 複合サービス事業,令和３,2021,9月,17.9,18.5,17.1,140.6,153.2,122.4,130.8,140.1,117.5,9.8,13.1,4.9
５人以上,Q 複合サービス事業,令和３,2021,10月,18.8,19.3,18.1,147.7,160.6,130.7,138.8,149.2,125,8.9,11.4,5.7
５人以上,Q 複合サービス事業,令和３,2021,11月,18.3,18.7,17.6,143,153.1,127.8,134.3,141.8,123,8.7,11.3,4.8
５人以上,Q 複合サービス事業,令和３,2021,12月,19.8,20.4,18.8,159.7,174.2,138.8,145.2,155.1,130.9,14.5,19.1,7.9
５人以上,R サービス業（他に分類されないもの）,平成28,2016,年平均,18.4,19.1,17.6,143.8,154.6,129.3,132.8,141.4,121.4,11,13.2,7.9
５人以上,R サービス業（他に分類されないもの）,平成29,2017,年平均,18.3,18.9,17.6,141.6,152.3,127.9,131.3,139.4,120.9,10.3,12.9,7
５人以上,R サービス業（他に分類されないもの）,平成30,2018,年平均,18.2,18.8,17.5,141.4,150.8,129.1,131.7,138.8,122.4,9.7,12,6.7
５人以上,R サービス業（他に分類されないもの）,平成31・令和元,2019,年平均,17.8,18.4,17,139.6,149.6,126.9,129,136.6,119.4,10.6,13,7.5
５人以上,R サービス業（他に分類されないもの）,令和２,2020,年平均,17.6,18.3,16.6,134.3,144.3,120.9,124.6,132.1,114.6,9.7,12.2,6.3
５人以上,R サービス業（他に分類されないもの）,令和３,2021,年平均,17.8,18.5,16.8,140.1,152.9,124.4,128.6,137.6,117.6,11.5,15.3,6.8
５人以上,R サービス業（他に分類されないもの）,令和３,2021,1月,16.9,17.6,15.9,133.7,145.8,117,122.4,131,110.6,11.3,14.8,6.4
５人以上,R サービス業（他に分類されないもの）,令和３,2021,2月,16.7,17.4,15.8,130.8,142.4,116.8,120.1,128.1,110.5,10.7,14.3,6.3
５人以上,R サービス業（他に分類されないもの）,令和３,2021,3月,18.2,18.9,17.3,142.6,154.9,127.9,131.1,139.9,120.6,11.5,15,7.3
５人以上,R サービス業（他に分類されないもの）,令和３,2021,4月,18.6,19.4,17.5,146.3,159.6,129.7,134.6,144.4,122.3,11.7,15.2,7.4
５人以上,R サービス業（他に分類されないもの）,令和３,2021,5月,17.1,17.7,16.4,134.8,146,120.9,123.5,131.2,114,11.3,14.8,6.9
５人以上,R サービス業（他に分類されないもの）,令和３,2021,6月,18.4,19.2,17.4,144.9,157.8,128.9,133.6,142.9,122,11.3,14.9,6.9
５人以上,R サービス業（他に分類されないもの）,令和３,2021,7月,18.4,19.2,17.4,145.3,158.3,128.8,133.4,142.8,121.5,11.9,15.5,7.3
５人以上,R サービス業（他に分類されないもの）,令和３,2021,8月,17.3,18.1,16.5,137.3,149.8,122.3,125.9,134.2,115.9,11.4,15.6,6.4
５人以上,R サービス業（他に分類されないもの）,令和３,2021,9月,17.6,18.4,16.6,139.2,152.7,123,127.7,137.2,116.3,11.5,15.5,6.7
５人以上,R サービス業（他に分類されないもの）,令和３,2021,10月,18.2,18.9,17.3,142.9,156.5,127.4,131.5,140.8,120.8,11.4,15.7,6.6
５人以上,R サービス業（他に分類されないもの）,令和３,2021,11月,17.9,19,16.7,140.8,155.5,123.6,129.1,139.4,117,11.7,16.1,6.6
５人以上,R サービス業（他に分類されないもの）,令和３,2021,12月,18,18.8,17.1,142.1,156,126.4,130.1,139.4,119.5,12,16.6,6.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年年報,,,,,,,,,,,,,,,,
第６－１表　産業、性別常用労働者の１人平均月間出勤日数及び実労働時間　（事業所規模５人以上）,,,,,,,,,,,,,,,,
