規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.5,162.6,148.6,14,12.6,74.3,72,2.3
５人以上,"鉱業,採石業,砂利採取業",19.1,164.2,138.9,25.3,12.1,82,82,－
５人以上,建設業,20.6,175.7,156.7,19,16.1,98.1,95.8,2.3
５人以上,製造業,19.9,165.6,153.1,12.5,16.1,109.5,102.9,6.6
５人以上,電気・ガス・熱供給・水道業,19.4,162.6,147.6,15,13.6,94,93.4,0.6
５人以上,情報通信業,19.5,166.7,149.9,16.8,13.4,87.9,84.8,3.1
５人以上,"運輸業,郵便業",19.2,166.4,146.3,20.1,15.1,101.5,94.8,6.7
５人以上,"卸売業,小売業",19.8,163.9,152.1,11.8,13.9,83.3,80.8,2.5
５人以上,"金融業,保険業",18.9,156.1,138.3,17.8,15.7,100.2,98.2,2
５人以上,"不動産業,物品賃貸業",19.8,165.9,150.6,15.3,14.1,84.1,80.7,3.4
５人以上,"学術研究,専門・技術サービス業",19.3,161.7,145.7,16,13.9,93.1,90.8,2.3
５人以上,"宿泊業,飲食サービス業",18,147.4,138.7,8.7,10.3,55.3,54.2,1.1
５人以上,"生活関連サービス業,娯楽業",19.7,158.6,149.7,8.9,10.5,59.7,58,1.7
５人以上,"教育,学習支援業",18.4,146.5,136.4,10.1,9,46.7,46.1,0.6
５人以上,"医療,福祉",19.4,157.1,149.3,7.8,12.2,70.2,68.8,1.4
５人以上,複合サービス事業,18.5,150.7,141.3,9.4,17.5,105.1,101.7,3.4
５人以上,サービス業（他に分類されないもの）,19.3,161.6,147,14.6,15.6,95,91.4,3.6
30人以上,調査産業計,19.4,163.4,147.9,15.5,13.3,80.5,77.8,2.7
30人以上,"鉱業,採石業,砂利採取業",19.1,164.2,138.9,25.3,12.1,82,82,－
30人以上,建設業,20.6,178.6,156.2,22.4,16.4,117.2,110.7,6.5
30人以上,製造業,19.7,166.8,152.6,14.2,16.5,116.2,106.6,9.6
30人以上,電気・ガス・熱供給・水道業,19.3,162.2,146,16.2,14.9,108.4,107.6,0.8
30人以上,情報通信業,19.4,166.5,149,17.5,13.9,92.9,89.7,3.2
30人以上,"運輸業,郵便業",19,164.6,144.2,20.4,15,103.3,95.6,7.7
30人以上,"卸売業,小売業",19.7,164.3,150.9,13.4,14.8,89.9,87.3,2.6
30人以上,"金融業,保険業",19,159.1,139,20.1,15.7,100.5,98,2.5
30人以上,"不動産業,物品賃貸業",19.6,165.7,148.8,16.9,15,83.7,81.2,2.5
30人以上,"学術研究,専門・技術サービス業",19.3,163.6,146,17.6,13.6,93.4,90.6,2.8
30人以上,"宿泊業,飲食サービス業",17.6,145.4,136.5,8.9,10.6,58.7,57.4,1.3
30人以上,"生活関連サービス業,娯楽業",19.3,157.2,145.1,12.1,11.5,59,58,1
30人以上,"教育,学習支援業",18.4,146.7,136.3,10.4,8.8,46.6,46.3,0.3
30人以上,"医療,福祉",19.6,158.7,149.8,8.9,12.2,74.3,72.6,1.7
30人以上,複合サービス事業,18.9,154.9,142.3,12.6,19.5,106.8,101.6,5.2
30人以上,サービス業（他に分類されないもの）,19.3,161.8,147.2,14.6,15.6,93.3,90.5,2.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年７月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
