事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和３,2021,4月（前年同月比（％））,-1,0.6,-3.5,-5.8,3.4,-3.2,-0.5,0.8,2.5,-0.1,-10.1,-3.3,2.5,-0.2,-1.7,-1.7
５人以上,令和３,2021,5月（前年同月比（％））,0.6,3.1,-2.5,-5.4,3.5,-2,0.8,0.8,2.7,0.9,-3.1,-2.5,6.5,1.6,-2,-0.6
５人以上,令和３,2021,6月（前年同月比（％））,0.1,3.1,-1.4,-5.9,3.3,-2.6,0.1,0.9,2,1.1,-4.6,-3.5,2.9,2.2,-1.8,-1.8
５人以上,令和３,2021,7月（前年同月比（％））,-0.4,3.7,-1.8,6.9,3,-2.5,-0.3,-0.2,2.9,0.9,-5,-4.9,0,1.1,-2,-1.8
５人以上,令和３,2021,8月（前年同月比（％））,-0.5,4.2,-1.9,7.4,2.6,-2.5,0,-0.5,2,0.7,-6.9,-4.8,-2.9,1.8,-2.3,-1.2
５人以上,令和３,2021,9月（前年同月比（％））,-0.6,4,-1.6,7.8,2.3,-2.8,-0.6,-0.8,1.1,0.9,-3.9,-5.3,-1.3,1,-2.1,-1.8
５人以上,令和３,2021,10月（前年同月比（％））,-0.2,3.4,-3.1,7.3,3.2,-2.4,-0.6,-0.6,0.5,0.8,-3.2,-5.6,-0.3,1.8,-1.8,-0.1
５人以上,令和３,2021,11月（前年同月比（％））,-0.3,3.1,-2.7,7,1.2,-2.5,-0.4,-0.7,-0.1,0.6,-2.4,-4.2,-1.8,1.7,-2,0.7
５人以上,令和３,2021,12月（前年同月比（％））,-0.3,3.1,-3.1,7.4,1.1,-3.4,-0.4,-0.9,0.1,0.4,-1.9,-4.8,-0.9,2.6,-0.7,0.9
30人以上,平成28,2016,年平均,100.9,101.1,101.6,80.9,100.9,100,99.9,102.3,101.1,104.4,99.7,103.4,100.5,101.4,98.9,100.3
30人以上,平成29,2017,年平均,102.3,101.2,100.6,91.9,104,100.2,101.2,104.3,101.8,105.7,101.8,105.4,102.5,102.5,90.8,102.2
30人以上,平成30,2018,年平均,103.9,101.7,109.9,116.2,105.8,101.4,101.8,105.1,103.5,106.1,106.9,98.9,102.2,95.4,81.3,107
30人以上,平成31・令和元,2019,年平均,106.2,108.6,113.1,101.3,108.5,102.5,103.1,106.5,106.4,105.6,107,101.9,101.8,101.4,95.2,109.8
30人以上,令和２,2020,年平均,106.4,117,111.8,99.4,111.8,104.4,103.5,105.4,108.5,103.9,98.4,105.2,100.4,102.8,94,107.1
30人以上,令和３,2021,年平均,105.7,120.2,109,91.5,114.8,102.2,102.5,105.2,111.8,104.8,90,101.1,98.8,103.2,91.9,105.2
30人以上,令和３,2021,1月,105.1,116.9,106,99.5,113.2,104.1,102.4,105.5,109.8,103.1,95,103.9,98,101.4,93.5,104.5
30人以上,令和３,2021,2月,105.2,116.5,106.4,100.8,113,103.1,102.4,105.1,109.7,102.8,93.7,102.9,98.3,101.2,93.9,106.1
30人以上,令和３,2021,3月,104.2,116.2,106.7,90.3,112.5,101.3,102.2,104.5,109.8,102.9,91.5,100.9,93,100.1,91.4,105.7
30人以上,令和３,2021,4月,106.5,117.9,110.8,91.6,116.8,103.7,103.7,107,113,105.2,89.9,101.8,96.6,104.3,92.1,105.8
30人以上,令和３,2021,5月,107,121.6,111.1,90.9,116.6,103.1,103.4,106.5,112.4,107.4,88.8,101.2,101.6,104.7,92.1,106.1
30人以上,令和３,2021,6月,106.5,121.7,111.2,90.2,116.3,102.2,102.8,105.9,112.4,107.2,88.3,100.5,102,104.5,91.9,104.7
30人以上,令和３,2021,7月,106,122.2,110.1,89.7,115.2,102,102.5,105.1,112.6,105.7,89.6,100.6,100,104,91.6,104.5
30人以上,令和３,2021,8月,105.5,122.3,109.7,89.8,115,101.7,102.6,105,112.3,104.6,89.7,100.7,96.6,103.8,91.6,104
30人以上,令和３,2021,9月,105.5,122.2,110,89.3,114.5,101.2,102.3,104.5,112.1,104.7,89.1,100.5,99.4,103.7,90.9,103.9
30人以上,令和３,2021,10月,105.8,121.7,109.6,89,115.2,101.8,102.3,105,112.4,104.7,88,100.5,100.4,103.6,90.8,105.4
30人以上,令和３,2021,11月,105.5,121.6,108.9,88.4,114.6,101.4,102,104.6,112.4,104.6,87.4,99.8,99.3,103.5,90.7,105.9
30人以上,令和３,2021,12月,105.5,121.3,107.6,88.8,114.2,101.1,101.9,104,112.7,104.8,88.5,99.5,99.8,104.1,92.4,106.2
30人以上,平成29,2017,年平均（前年比（％））,1.4,0.1,-1.1,13.6,3.1,0.1,1.3,2,0.7,1.2,2.1,1.9,2,1.1,-8.2,1.9
30人以上,平成30,2018,年平均（前年比（％））,1.6,0.5,9.2,26.4,1.7,1.2,0.6,0.8,1.7,0.4,5,-6.2,-0.3,-6.9,-10.5,4.7
30人以上,平成31・令和元,2019,年平均（前年比（％））,2.2,6.8,2.9,-12.8,2.6,1.1,1.3,1.3,2.8,-0.5,0.1,3,-0.4,6.3,17.1,2.6
30人以上,令和２,2020,年平均（前年比（％））,0.2,7.7,-1.1,-1.9,3,1.9,0.4,-1,2,-1.6,-8,3.2,-1.4,1.4,-1.3,-2.5
30人以上,令和３,2021,年平均（前年比（％））,-0.7,2.7,-2.5,-7.9,2.7,-2.1,-1,-0.2,3,0.9,-8.5,-3.9,-1.6,0.4,-2.2,-1.8
30人以上,令和３,2021,1月（前年同月比（％））,-1.6,2.5,-3.9,2.3,3.2,1.9,-0.9,0.8,2.8,-1.9,-11.9,-1.8,-3.9,-1.7,-1.6,-6.3
30人以上,令和３,2021,2月（前年同月比（％））,-1.3,2,-1.3,3.6,3.2,-0.8,-1,0.7,3,-2.2,-13.2,-3.1,-1.6,-1.7,-1.2,-4.8
30人以上,令和３,2021,3月（前年同月比（％））,-1.5,1.9,-3.1,-7,3,-2.6,-1.6,1.1,3.1,-1.7,-14.5,-3.8,-1.8,-1.1,-1.9,-2.3
30人以上,令和３,2021,4月（前年同月比（％））,-0.9,-1,-3.8,-9.2,3.4,-3.1,-1,0.5,3.9,1,-10.5,-4.2,1,-0.3,-1.8,-1.8
30人以上,令和３,2021,5月（前年同月比（％））,0.3,2.5,-2.5,-9.6,3.4,-1.9,-0.5,0.2,3,2.7,-8.8,-2.8,5.7,1.2,-1.8,-0.4
30人以上,令和３,2021,6月（前年同月比（％））,-0.1,2.7,-0.7,-10.2,3.2,-2.6,-0.8,0.2,3.1,2.9,-9.2,-3.7,1.7,1.7,-2.3,-1.8
30人以上,令和３,2021,7月（前年同月比（％））,-0.7,3.1,-1.5,-9.9,2.6,-2.4,-1.1,-0.7,4.1,2.4,-8.8,-4.6,-2.3,0.3,-2.8,-2.2
30人以上,令和３,2021,8月（前年同月比（％））,-0.7,4.4,-1.8,-10,2.4,-2.3,-1,-0.8,3.6,1.7,-7.3,-4.4,-5.2,1.4,-3,-1.4
30人以上,令和３,2021,9月（前年同月比（％））,-0.5,4.1,-1.3,-10.5,2.2,-2.7,-1.3,-1,3.2,1.8,-2.9,-4.6,-2.7,1,-3.3,-1.9
30人以上,令和３,2021,10月（前年同月比（％））,-0.2,3.8,-3.2,-11.1,3.1,-2.2,-0.9,-0.8,2.2,1.6,-4,-4.2,-2.4,1.3,-3.1,0.4
30人以上,令和３,2021,11月（前年同月比（％））,-0.6,3.6,-3,-11.4,0.9,-2.5,-0.7,-0.9,2.3,1,-5.5,-4.8,-4.2,1.4,-3.3,1
30人以上,令和３,2021,12月（前年同月比（％））,-0.4,3.4,-3.8,-10.9,1,-3.6,-0.6,-1.3,2.7,1.3,-3.6,-4.9,-2.9,2.3,-1.1,1.2
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年年報,,,,,,,,,,,,,,,,,,,
第21表　規模、産業別常用雇用指数,,,,,,,,,,,,,,,,,,,
（平成27年平均=100）,,,,,,,,,,,,,,,,,,,
