事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成28,2016,年平均,101.4,100.9,101.8,85.6,101.2,100.2,100.8,101.7,103.2,103.4,102.1,102.8,101,102.4,100.5,100.7
５人以上,平成29,2017,年平均,103.1,102.1,100.9,101.6,104.2,100.3,102.5,103.5,106,104.9,104.3,106,103.1,104.6,99.3,102.5
５人以上,平成30,2018,年平均,104.3,102.2,108.2,117.2,105.5,100.9,103,104.9,106.5,105.1,106.3,103.7,103.4,100.9,89.6,106.2
５人以上,平成31・令和元,2019,年平均,106.3,107.7,110.7,107.7,107.9,102.3,103.9,106.2,108.5,106.2,107,106.3,102.4,105.8,100.9,108.3
５人以上,令和２,2020,年平均,105.6,113.8,110.2,100.9,110.8,103.8,103.2,105.5,109.4,105.9,97.9,107.6,100.2,105.7,99.5,106.1
５人以上,令和３,2021,年平均,104.8,116.8,107.5,103.2,113.7,101.5,102.8,105.6,110.9,106.1,90.9,103.4,100.1,106.3,97.6,104.4
５人以上,令和３,2021,1月,104.4,113.9,105.4,107.4,111.9,103.1,102.7,105.6,110,105.5,93.8,106.8,98.4,104.2,98.6,104
５人以上,令和３,2021,2月,104.3,114.1,105.8,109.2,111.8,102.2,102.7,105.1,109.4,105.2,91.9,105.2,98.7,104.2,98.6,105.2
５人以上,令和３,2021,3月,103.6,113.8,106,99.4,111.4,100.7,102.5,104.7,109.1,105.5,91.5,102.8,94.6,103.6,96.8,104.7
５人以上,令和３,2021,4月,105.5,116,108.9,102.4,115.6,102.7,103.4,107.1,112.9,106.6,90.6,104.2,98.9,107.6,98,104.8
５人以上,令和３,2021,5月,105.8,118.2,108.9,102.5,115.4,102.3,103.6,106.9,112.3,107.8,90.1,103.2,102.8,107.6,98.1,105.1
５人以上,令和３,2021,6月,105.4,118.2,109,101.8,115.2,101.5,103,106.4,111.9,107.4,90.4,102.4,103,107.6,97.8,103.9
５人以上,令和３,2021,7月,105,118.4,108.2,102,114.4,101.3,102.7,105.6,112,106.3,90.9,102.2,101.6,107,97.6,104
５人以上,令和３,2021,8月,104.5,118.1,107.9,102.6,114.1,100.9,102.9,105.5,111.2,105.7,88.2,102.2,98.7,107,97.4,103.4
５人以上,令和３,2021,9月,104.4,117.9,108.1,103.1,113.6,100.6,102.7,105,110.3,105.7,89.3,102.6,100.6,106.3,97.1,103.2
５人以上,令和３,2021,10月,104.9,118,107.8,102.8,114.2,101.1,102.6,105.5,110.5,105.7,90.6,102.4,101.7,106.7,96.8,104.4
５人以上,令和３,2021,11月,104.9,117.8,107.5,102.2,113.5,100.7,102.5,105.2,110.3,105.8,92,103.7,100.9,106.7,96.7,105
５人以上,令和３,2021,12月,104.8,117.7,106.7,102.6,113.2,100.4,102.4,104.6,110.4,106,91.8,103.3,101.3,107.4,97.9,105.2
５人以上,平成29,2017,年平均（前年比（％））,1.7,1.2,-1,18.7,3,0.1,1.7,1.8,2.7,1.5,2.2,3.1,2.1,2.1,-1.2,1.8
５人以上,平成30,2018,年平均（前年比（％））,1.2,0.1,7.2,15.4,1.2,0.6,0.5,1.4,0.5,0.2,1.9,-2.2,0.3,-3.5,-9.8,3.6
５人以上,平成31・令和元,2019,年平均（前年比（％））,1.9,5.4,2.3,-8.1,2.3,1.4,0.9,1.2,1.9,1,0.7,2.5,-1,4.9,12.6,2
５人以上,令和２,2020,年平均（前年比（％））,-0.7,5.7,-0.5,-6.3,2.7,1.5,-0.7,-0.7,0.8,-0.3,-8.5,1.2,-2.1,-0.1,-1.4,-2
５人以上,令和３,2021,年平均（前年比（％））,-0.8,2.6,-2.5,2.3,2.6,-2.2,-0.4,0.1,1.4,0.2,-7.2,-3.9,-0.1,0.6,-1.9,-1.6
５人以上,令和３,2021,1月（前年同月比（％））,-2.3,1.3,-3.6,3.9,2.6,0.9,-1.2,0.9,0.7,-1.4,-13.3,-1.3,-3.2,-2.5,-2.1,-5.3
５人以上,令和３,2021,2月（前年同月比（％））,-2.2,1.5,-1.5,4.3,2.6,-1.4,-1,0.7,0.6,-1.3,-14.9,-2.6,-1.4,-2.6,-2.1,-3.9
５人以上,令和３,2021,3月（前年同月比（％））,-1.9,1.4,-2.8,-4.2,2.5,-2.8,-1,1.1,0.6,-0.9,-13.3,-3.8,-1.4,-1.4,-1.8,-2
