規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成27,2015,年平均,100,0.1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成28,2016,年平均,100.4,0.4,101.6,100.1,106.3,101.5,102.5,101.5,96.8,102.7,103.9,94.5,93.2,106.4,97.8,103,96.8
５人以上,平成29,2017,年平均,101.2,0.8,104.2,101.9,101,100.8,102.2,104.4,101.3,103.3,102.9,94.2,94.1,103.4,100.4,99.6,94.2
５人以上,平成30,2018,年平均,101.6,0.4,106.5,98.9,110.6,103.8,99.8,114.9,101.5,103,104.6,93.9,97.7,99.3,98.8,110.8,93.2
５人以上,平成31・令和元,2019,年平均,101.9,0.3,114.4,99.7,115.3,107.1,103.8,108.1,102.3,100.8,109,87.5,100.7,95,96.4,102.9,100
５人以上,令和２,2020,年平均,100.6,-1.3,110.3,97.7,111.9,106.3,87.2,107.6,103.1,100,103.8,79.6,106.1,96.1,100.4,99.9,97.9
５人以上,令和２,2020,8月,82.9,-1.4,86.8,77.6,86.3,88,71.4,88,80.8,82,84.1,77.8,92,73.8,86.3,79.6,86.8
５人以上,令和２,2020,9月,84.4,-0.2,85,78.8,86.3,86.6,76,90.2,83,82.4,90.6,78.6,97.5,75,89.4,78.3,85.5
５人以上,令和２,2020,10月,83.6,-1.5,84.5,77.7,87.5,87.1,76.7,86,76.5,82.3,89.9,78.8,103.1,79,90,89.2,86.5
５人以上,令和２,2020,11月,86.6,-4.7,92,85.8,85.4,91.7,79.3,89.3,83,81.5,88.6,79.2,103.3,79,89.9,77.6,86.7
５人以上,令和２,2020,12月,177.2,-0.8,199.3,179.1,226.5,196,143.8,198.7,175.7,188.3,168.7,91.4,139.1,191.7,172.3,195.9,158.6
５人以上,令和３,2021,1月,84.1,-0.6,89.7,75.7,88,89.6,72.8,87.8,77,85.5,83.1,79.9,102.2,75.6,93,83.8,88.5
５人以上,令和３,2021,2月,82.5,-0.7,82.7,80.5,88,85.7,72.8,86.4,74.4,84.4,83.3,78.6,97.3,75,89.2,78.4,86.5
５人以上,令和３,2021,3月,90.7,0.7,86.4,96.9,92.5,90.7,74.3,95.2,93,88.6,90.1,83.8,106.5,81.8,97.9,80.5,92.5
５人以上,令和３,2021,4月,88.9,3,86.9,85.1,104.1,95.1,78.9,95.4,73,94.6,92.7,86.2,103.4,80,94.6,87.3,89.1
５人以上,令和３,2021,5月,86.7,2.7,87,79.7,100.4,88.9,74.8,89.9,94,89,84.4,84,101.8,77,89.9,79.7,89.8
５人以上,令和３,2021,6月,153.3,0.7,170.9,135.5,247.8,178.8,115.2,157.6,178,165,162.9,89,125,151.2,147.8,188.9,138.7
５人以上,令和３,2021,7月,111.4,0.2,115.7,121,96.4,107.2,95.2,139.2,78.4,125,104.2,96.7,123.4,86.7,109.2,99.3,110.9
５人以上,令和３,2021,8月,84.3,1.7,84.8,76.8,92.1,91.6,74.7,89.1,72.6,86.6,81.2,84.2,106.1,75.7,88.3,74.1,89.7
５人以上,令和３,2021,8月（前年同月比（％））,－,－,-2.3,-1,6.7,4.1,4.6,1.3,-10.1,5.6,-3.4,8.2,15.3,2.6,2.3,-6.9,3.3
30人以上,平成27,2015,年平均,100,-0.4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,100.1,0.2,100.5,99.5,106.7,101,102.5,101,96.7,102,103.1,102.7,87.2,103.3,95.8,104.7,97.9
30人以上,平成29,2017,年平均,100.9,0.8,106.2,101.3,104.1,101.2,102.1,105.3,96.6,106.5,99.7,98.4,85.6,102,97.1,99.4,95.2
