"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20201201","芝地区総合支所管内","芝一丁目","783","880","1663"
"20201201","芝地区総合支所管内","芝二丁目","1354","1590","2944"
"20201201","芝地区総合支所管内","芝三丁目","1381","1567","2948"
"20201201","芝地区総合支所管内","芝四丁目","886","1023","1909"
"20201201","芝地区総合支所管内","芝五丁目","1007","1472","2479"
"20201201","芝地区総合支所管内","海岸一丁目","765","735","1500"
"20201201","芝地区総合支所管内","東新橋一丁目","567","679","1246"
"20201201","芝地区総合支所管内","東新橋二丁目","279","175","454"
"20201201","芝地区総合支所管内","新橋一丁目","5","7","12"
"20201201","芝地区総合支所管内","新橋二丁目","52","47","99"
"20201201","芝地区総合支所管内","新橋三丁目","87","83","170"
"20201201","芝地区総合支所管内","新橋四丁目","221","198","419"
"20201201","芝地区総合支所管内","新橋五丁目","441","396","837"
"20201201","芝地区総合支所管内","新橋六丁目","474","363","837"
"20201201","芝地区総合支所管内","西新橋一丁目","142","108","250"
"20201201","芝地区総合支所管内","西新橋二丁目","169","158","327"
"20201201","芝地区総合支所管内","西新橋三丁目","346","375","721"
"20201201","芝地区総合支所管内","三田一丁目","1458","1851","3309"
"20201201","芝地区総合支所管内","三田二丁目","1521","1928","3449"
"20201201","芝地区総合支所管内","三田三丁目","654","709","1363"
"20201201","芝地区総合支所管内","浜松町一丁目","902","886","1788"
"20201201","芝地区総合支所管内","浜松町二丁目","133","119","252"
"20201201","芝地区総合支所管内","芝大門一丁目","266","285","551"
"20201201","芝地区総合支所管内","芝大門二丁目","339","330","669"
"20201201","芝地区総合支所管内","芝公園一丁目","97","121","218"
"20201201","芝地区総合支所管内","芝公園二丁目","273","296","569"
"20201201","芝地区総合支所管内","芝公園三丁目","115","135","250"
"20201201","芝地区総合支所管内","芝公園四丁目","28","26","54"
"20201201","芝地区総合支所管内","虎ノ門一丁目","183","195","378"
"20201201","芝地区総合支所管内","虎ノ門二丁目","7","6","13"
"20201201","芝地区総合支所管内","虎ノ門三丁目","712","775","1487"
"20201201","芝地区総合支所管内","虎ノ門四丁目","186","368","554"
"20201201","芝地区総合支所管内","虎ノ門五丁目","125","140","265"
"20201201","芝地区総合支所管内","愛宕一丁目","8","10","18"
"20201201","芝地区総合支所管内","愛宕二丁目","123","140","263"
"20201201","麻布地区総合支所管内","麻布狸穴町","226","278","504"
"20201201","麻布地区総合支所管内","麻布永坂町","63","94","157"
"20201201","麻布地区総合支所管内","南麻布一丁目","1491","1925","3416"
"20201201","麻布地区総合支所管内","南麻布二丁目","1414","1741","3155"
"20201201","麻布地区総合支所管内","南麻布三丁目","1047","1359","2406"
"20201201","麻布地区総合支所管内","南麻布四丁目","1076","1457","2533"
"20201201","麻布地区総合支所管内","南麻布五丁目","618","893","1511"
"20201201","麻布地区総合支所管内","元麻布一丁目","372","512","884"
"20201201","麻布地区総合支所管内","元麻布二丁目","630","797","1427"
"20201201","麻布地区総合支所管内","元麻布三丁目","581","605","1186"
"20201201","麻布地区総合支所管内","西麻布一丁目","716","710","1426"
"20201201","麻布地区総合支所管内","西麻布二丁目","986","1112","2098"
"20201201","麻布地区総合支所管内","西麻布三丁目","1131","1392","2523"
"20201201","麻布地区総合支所管内","西麻布四丁目","1099","1360","2459"
"20201201","麻布地区総合支所管内","六本木一丁目","717","937","1654"
"20201201","麻布地区総合支所管内","六本木二丁目","320","282","602"
"20201201","麻布地区総合支所管内","六本木三丁目","1042","1020","2062"
"20201201","麻布地区総合支所管内","六本木四丁目","512","454","966"
"20201201","麻布地区総合支所管内","六本木五丁目","732","889","1621"
"20201201","麻布地区総合支所管内","六本木六丁目","465","588","1053"
"20201201","麻布地区総合支所管内","六本木七丁目","829","886","1715"
"20201201","麻布地区総合支所管内","麻布台一丁目","83","73","156"
"20201201","麻布地区総合支所管内","麻布台二丁目","170","179","349"
"20201201","麻布地区総合支所管内","麻布台三丁目","389","423","812"
"20201201","麻布地区総合支所管内","麻布十番一丁目","466","469","935"
"20201201","麻布地区総合支所管内","麻布十番二丁目","1058","1299","2357"
"20201201","麻布地区総合支所管内","麻布十番三丁目","713","743","1456"
"20201201","麻布地区総合支所管内","麻布十番四丁目","176","259","435"
"20201201","麻布地区総合支所管内","東麻布一丁目","847","1074","1921"
"20201201","麻布地区総合支所管内","東麻布二丁目","895","998","1893"
"20201201","麻布地区総合支所管内","東麻布三丁目","323","366","689"
"20201201","赤坂地区総合支所管内","元赤坂一丁目","142","153","295"
"20201201","赤坂地区総合支所管内","元赤坂二丁目","146","116","262"
"20201201","赤坂地区総合支所管内","赤坂一丁目","177","231","408"
"20201201","赤坂地区総合支所管内","赤坂二丁目","1175","1171","2346"
"20201201","赤坂地区総合支所管内","赤坂三丁目","125","87","212"
"20201201","赤坂地区総合支所管内","赤坂四丁目","957","948","1905"
"20201201","赤坂地区総合支所管内","赤坂五丁目","262","389","651"
"20201201","赤坂地区総合支所管内","赤坂六丁目","1470","1583","3053"
"20201201","赤坂地区総合支所管内","赤坂七丁目","976","1102","2078"
"20201201","赤坂地区総合支所管内","赤坂八丁目","1117","1509","2626"
"20201201","赤坂地区総合支所管内","赤坂九丁目","906","792","1698"
"20201201","赤坂地区総合支所管内","南青山一丁目","926","1149","2075"
"20201201","赤坂地区総合支所管内","南青山二丁目","823","979","1802"
"20201201","赤坂地区総合支所管内","南青山三丁目","427","554","981"
"20201201","赤坂地区総合支所管内","南青山四丁目","1189","1469","2658"
"20201201","赤坂地区総合支所管内","南青山五丁目","496","623","1119"
"20201201","赤坂地区総合支所管内","南青山六丁目","654","834","1488"
"20201201","赤坂地区総合支所管内","南青山七丁目","875","1138","2013"
"20201201","赤坂地区総合支所管内","北青山一丁目","451","695","1146"
"20201201","赤坂地区総合支所管内","北青山二丁目","201","249","450"
"20201201","赤坂地区総合支所管内","北青山三丁目","235","342","577"
"20201201","高輪地区総合支所管内","三田四丁目","1328","1675","3003"
"20201201","高輪地区総合支所管内","三田五丁目","2144","2825","4969"
"20201201","高輪地区総合支所管内","高輪一丁目","2406","3311","5717"
"20201201","高輪地区総合支所管内","高輪二丁目","2357","3041","5398"
"20201201","高輪地区総合支所管内","高輪三丁目","1764","2144","3908"
"20201201","高輪地区総合支所管内","高輪四丁目","1686","1844","3530"
"20201201","高輪地区総合支所管内","白金一丁目","1479","1984","3463"
"20201201","高輪地区総合支所管内","白金二丁目","848","1124","1972"
"20201201","高輪地区総合支所管内","白金三丁目","1448","1796","3244"
"20201201","高輪地区総合支所管内","白金四丁目","486","709","1195"
"20201201","高輪地区総合支所管内","白金五丁目","661","800","1461"
"20201201","高輪地区総合支所管内","白金六丁目","1333","1708","3041"
"20201201","高輪地区総合支所管内","白金台一丁目","356","480","836"
"20201201","高輪地区総合支所管内","白金台二丁目","1006","1328","2334"
"20201201","高輪地区総合支所管内","白金台三丁目","1327","1793","3120"
"20201201","高輪地区総合支所管内","白金台四丁目","699","972","1671"
"20201201","高輪地区総合支所管内","白金台五丁目","667","876","1543"
"20201201","芝浦港南地区総合支所管内","芝浦一丁目","1285","1264","2549"
"20201201","芝浦港南地区総合支所管内","芝浦二丁目","1389","1578","2967"
"20201201","芝浦港南地区総合支所管内","芝浦三丁目","780","858","1638"
"20201201","芝浦港南地区総合支所管内","芝浦四丁目","6048","6518","12566"
"20201201","芝浦港南地区総合支所管内","海岸二丁目","453","457","910"
"20201201","芝浦港南地区総合支所管内","海岸三丁目","1738","1397","3135"
"20201201","芝浦港南地区総合支所管内","港南一丁目","127","147","274"
"20201201","芝浦港南地区総合支所管内","港南二丁目","945","1091","2036"
"20201201","芝浦港南地区総合支所管内","港南三丁目","2366","2680","5046"
"20201201","芝浦港南地区総合支所管内","港南四丁目","3684","4237","7921"
"20201201","芝浦港南地区総合支所管内","港南五丁目","264","170","434"
"20201201","芝浦港南地区総合支所管内","台場一丁目","1602","1817","3419"
"20201201","芝浦港南地区総合支所管内","台場二丁目","375","392","767"

"町丁別選挙人名簿登録者数　令和2年12月1日時点","Ver202012",,,,
