都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考,最終確認日
131041,1,東京都,新宿区,新宿駅西口　地下タクシー乗り場前,シンジュクエキニシグチ　チカタクシーノリバマエ,Shinjuku Sta. West exit 　underground taxi stand,東京都新宿区西新宿1,,35.6911,139.69777,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,2,東京都,新宿区,新宿駅東口　アルタ前（２基設置）,シンジュクエキヒガシグチ　アルタマエ,Shinjuku Sta. East exit 　“ALTA”,東京都新宿区新宿3-24-3,,35.69267,139.70139,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,3,東京都,新宿区,歌舞伎町　交差点,カブキチョウ　コウサテン,Kabukicho 　Intersection,東京都新宿区歌舞伎町1-17-13,,35.69409,139.70135,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,4,東京都,新宿区,歌舞伎町　セントラルロード,カブキチョウ　セントラルロード,Kabukicho 　“Central Road”,東京都新宿区歌舞伎町1-14-3,,35.69452,139.70206,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,5,東京都,新宿区,歌舞伎町　一番街,カブキチョウ　イチバンガイ,Kabukicho 　“1st Avenue”,東京都新宿区歌舞伎町1-23-10,,35.69426,139.70093,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,6,東京都,新宿区,新宿西口駅　思い出横丁南,シンジュクニシグチエキ　オモイデヨコチョウミナミ,Shinjuku Nishiguchi Sta. 　“Omoide Yokocho” south,東京都新宿区西新宿1-4-2,,35.69304,139.69801,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,7,東京都,新宿区,新宿駅東口　モア２番街南,シンジュクエキヒガシグチ　モアニバンガイミナミ,Shinjuku Sta. East exit 　“MOA 2nd Street” south,東京都新宿区新宿3-23-17,,35.69327,139.70085,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,8,東京都,新宿区,新宿駅東口　モア４番街南,シンジュクエキヒガシグチ　モアヨンバンガイミナミ,Shinjuku Sta. East exit 　“MOA 4th Street” south,東京都新宿区新宿3-26-11,,35.69154,139.70186,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,9,東京都,新宿区,新宿駅東南口　広場前,シンジュクエキトウナングチ　ヒロバマエ,Shinjuku Sta. East-South exit 　square,東京都新宿区新宿3-37,,35.69017,139.70145,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,10,東京都,新宿区,新宿駅南口　バスタ新宿前,シンジュクエキミナミグチ　バスタシンジュクマエ,Shinjuku Sta. South exit 　“Shinjuku Expressway Bus Terminal”,東京都新宿区新宿3-38-2,,35.69214,139.70129,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,11,東京都,新宿区,西新宿一丁目交差点,ニシシンジュクイッチョウメコウサテン,Nishi-Shinjuku 1 Intersection,東京都新宿区西新宿1-1-5,,35.69027,139.69939,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,12,東京都,新宿区,京王百貨店前（２基設置）,ケイオウヒャッカテンマエ,Keio Department Store outside,東京都新宿区西新宿1-1-4,,35.69027,139.69939,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,13,東京都,新宿区,新宿駅東口　タクシー乗り場前,シンジュクエキヒガシグチ　タクシーノリバマエ,Shinjuku Sta. East exit 　taxi stand,東京都新宿区新宿3-38-1,,35.69214,139.70129,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,14,東京都,新宿区,新宿駅東南口　Flags前,シンジュクエキトウナングチ　フラッグスマエ,Shinjuku Sta. East-South exit 　“Flags“,東京都新宿区新宿3-36-6,,35.69034,139.7019,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,15,東京都,新宿区,伊勢丹本館前,イセタンホンカンマエ,ISETAN Shinjuku Main Store outside,東京都新宿区新宿3-14-1,,35.69234,139.70471,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,16,東京都,新宿区,新宿三丁目交差点,シンジュクサンチョウメコウサテン,Shinjuku 3 Intersection,東京都新宿区新宿3-4-4,,35.69087,139.7054,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,17,東京都,新宿区,高田馬場駅早稲田口　西,タカダノババエキワセダグチ　ニシ,Takadanobaba Sta. Waseda exit westside,東京都新宿区高田馬場3-1-4,,35.714317,139.703598,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,18,東京都,新宿区,高田馬場駅早稲田口　ロータリー,タカダノババエキワセダグチ　ロータリー,Takadanobaba Sta. Waseda exit rotary intersection,東京都新宿区高田馬場1-26-5,,35.712883,139.704865,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
131041,19,東京都,新宿区,高田馬場駅戸山口　東,タカダノババエキトヤマグチ　ヒガシ,Takadanobaba Sta. Toyama exit east ,東京都新宿区高田馬場1-28-4,,35.71159,139.704315,新宿区,,,Shinjuku_Free_Wi-Fi,,http://www.city.shinjuku.lg.jp/kanko/Shinjuku_Free_Wi-Fi.html,,
