全国地方公共団体コード,ID,地方公共団体名,分別区分,ゴミ区分,ゴミ分類区分,回収区分,指定ゴミ袋,ゴミ区分別説明URL
133817,133817GMKB000001,三宅村,燃えるゴミ,,可燃ごみ,分別回収,,
133817,133817GMKB000002,三宅村,粗大ゴミ,,粗大ごみ,持ち込み,,
133817,133817GMKB000003,三宅村,缶類,缶,資源ごみ,分別回収,,
133817,133817GMKB000004,三宅村,無価物,金属類,資源ごみ,分別回収,,
133817,133817GMKB000005,三宅村,ビン類,びん,資源ごみ,分別回収,,
133817,133817GMKB000006,三宅村,ペットボトル,ペットボトル,資源ごみ,分別回収,,
133817,133817GMKB000007,三宅村,ペットボトル,ペットボトル,資源ごみ,拠点回収,,
133817,133817GMKB000008,三宅村,有害ゴミ,乾電池,有害ごみ,拠点回収,,
133817,133817GMKB000009,三宅村,有害ゴミ,蛍光管,有害ごみ,分別回収,,
133817,133817GMKB000010,三宅村,有害ゴミ,乾電池,有害ごみ,分別回収,,
133817,133817GMKB000011,三宅村,有害ゴミ,蛍光管,有害ごみ,拠点回収,,
133817,133817GMKB000012,三宅村,有害ゴミ,乾電池,有害ごみ,拠点回収,,
133817,133817GMKB000013,三宅村,回収・引取はしません,エアコン・テレビ(液晶・プラズマ含む)・冷蔵庫(H16.4.1から冷凍庫も含む)・洗濯機(衣類乾燥機含む),家電リサイクル対象,その他,,
133817,133817GMKB000014,三宅村,回収・引取はしません,パソコン,家電リサイクル対象,その他,,
