投票所_全国地方公共団体コード,施設_ID,投票所_ID,投票所_名称,投票所_名称（カナ）,投票所_名称（英字）,投票所_説明,投票所_緯度,投票所_経度,投票所_座標参照系,投票所_座標参照系コード,投票所_投票所区分,投票所_投票区名
131202,131202R00001,131202R00001,りっこう幼稚園,,,,35.74232002,139.6758194,,,投票所,第1投票区
131202,131202R00002,131202R00002,栄町会館,,,,35.74057102,139.6692809,,,投票所,第2投票区
131202,131202R00003,131202R00003,開進第三小学校,,,,35.74287909,139.6672778,,,投票所,第3投票区
131202,131202R00004,131202R00004,開進第二小学校,,,,35.74147551,139.6588185,,,投票所,第4投票区
131202,131202R00005,131202R00005,旭丘小学校,,,,35.73639074,139.6764206,,,投票所,第5投票区
131202,131202R00006,131202R00006,豊玉東小学校,,,,35.73244808,139.6681271,,,投票所,第6投票区
131202,131202R00007,131202R00007,豊玉第二小学校,,,,35.7373381,139.6614649,,,投票所,第7投票区
131202,131202R00008,131202R00008,豊玉中学校,,,,35.72862768,139.6582018,,,投票所,第8投票区
131202,131202R00009,131202R00009,豊玉小学校,,,,35.7325139,139.6512197,,,投票所,第9投票区
131202,131202R00010,131202R00010,南町小学校,,,,35.7405294,139.6525644,,,投票所,第10投票区
131202,131202R00011,131202R00011,開進第二中学校,,,,35.7428443,139.6523985,,,投票所,第11投票区
131202,131202R00012,131202R00012,中村小学校,,,,35.73123643,139.6443975,,,投票所,第12投票区
131202,131202R00013,131202R00013,中村西小学校,,,,35.73422213,139.6352236,,,投票所,第13投票区
131202,131202R00014,131202R00014,中村中学校,,,,35.72808457,139.644762,,,投票所,第14投票区
131202,131202R00015,131202R00015,向山小学校,,,,35.7403944,139.6410649,,,投票所,第15投票区
131202,131202R00016,131202R00016,練馬第二小学校,,,,35.74160752,139.6338041,,,投票所,第16投票区
131202,131202R00017,131202R00017,第四商業高等学校,,,,35.73944631,139.6263243,,,投票所,第17投票区
131202,131202R00018,131202R00018,富士見台小学校,,,,35.74515834,139.6230608,,,投票所,第18投票区
131202,131202R00019,131202R00019,仲町小学校,,,,35.75739222,139.667645,,,投票所,第19投票区
131202,131202R00020,131202R00020,開進第一中学校,,,,35.75212238,139.6598746,,,投票所,第20投票区
131202,131202R00021,131202R00021,開進第一小学校,,,,35.75419951,139.6572312,,,投票所,第21投票区
131202,131202R00022,131202R00022,北町小学校,,,,35.76527739,139.664016,,,投票所,第22投票区
131202,131202R00023,131202R00023,北町中学校,,,,35.76681744,139.6561207,,,投票所,第23投票区
131202,131202R00024,131202R00024,練馬東小学校,,,,35.75220381,139.6479929,,,投票所,第24投票区
131202,131202R00025,131202R00025,早宮小学校,,,,35.75238892,139.6516407,,,投票所,第25投票区
131202,131202R00026,131202R00026,春日町青少年館,,,,35.7525461,139.6393297,,,投票所,第26投票区
131202,131202R00027,131202R00027,高松小学校,,,,35.74918034,139.6265647,,,投票所,第27投票区
131202,131202R00028,131202R00028,北町西小学校,,,,35.76118364,139.6534252,,,投票所,第28投票区
131202,131202R00029,131202R00029,田柄中学校,,,,35.75943445,139.6420217,,,投票所,第29投票区
131202,131202R00030,131202R00030,田柄小学校,,,,35.76589948,139.643529,,,投票所,第30投票区
131202,131202R00031,131202R00031,旭町小学校,,,,35.77321582,139.6274902,,,投票所,第31投票区
131202,131202R00032,131202R00032,豊渓小学校,,,,35.76325224,139.6148758,,,投票所,第32投票区
131202,131202R00033,131202R00033,八坂中学校,,,,35.76904922,139.6121084,,,投票所,第33投票区
131202,131202R00034,131202R00034,谷原小学校,,,,35.75062445,139.6135744,,,投票所,第34投票区
131202,131202R00035,131202R00035,石神井東中学校,,,,35.74217209,139.6162825,,,投票所,第35投票区
131202,131202R00036,131202R00036,石神井東小学校,,,,35.73747476,139.6202825,,,投票所,第36投票区
131202,131202R00037,131202R00037,南田中小学校,,,,35.73653882,139.6106436,,,投票所,第37投票区
131202,131202R00038,131202R00038,光和小学校,,,,35.74625519,139.6067151,,,投票所,第38投票区
131202,131202R00039,131202R00039,石神井庁舎,,,,35.74347418,139.6032752,,,投票所,第39投票区
131202,131202R00040,131202R00040,下石神井小学校,,,,35.73148729,139.6050947,,,投票所,第40投票区
131202,131202R00041,131202R00041,石神井中学校,,,,35.74062782,139.595418,,,投票所,第41投票区
131202,131202R00042,131202R00042,上石神井北小学校,,,,35.73546344,139.5880878,,,投票所,第42投票区
131202,131202R00043,131202R00043,井草高等学校,,,,35.7270862,139.5992698,,,投票所,第43投票区
131202,131202R00044,131202R00044,上石神井小学校,,,,35.72830982,139.5892576,,,投票所,第44投票区
131202,131202R00045,131202R00045,立野小学校,,,,35.71849678,139.58143,,,投票所,第45投票区
131202,131202R00046,131202R00046,石神井西小学校,,,,35.72408791,139.5798311,,,投票所,第46投票区
131202,131202R00047,131202R00047,関町小学校,,,,35.72515784,139.5725802,,,投票所,第47投票区
131202,131202R00048,131202R00048,関町北小学校,,,,35.73220187,139.5742804,,,投票所,第48投票区
131202,131202R00049,131202R00049,泉新小学校,,,,35.75406452,139.6020048,,,投票所,第49投票区
131202,131202R00050,131202R00050,大泉東小学校,,,,35.74935878,139.5914113,,,投票所,第50投票区
131202,131202R00051,131202R00051,大泉第二中学校,,,,35.74474386,139.5841425,,,投票所,第51投票区
131202,131202R00052,131202R00052,大泉第一小学校,,,,35.76515613,139.5992315,,,投票所,第52投票区
131202,131202R00053,131202R00053,大泉北小学校,,,,35.76236433,139.5963177,,,投票所,第53投票区
131202,131202R00054,131202R00054,大泉学園中学校,,,,35.76658861,139.5903905,,,投票所,第54投票区
131202,131202R00055,131202R00055,大泉第三小学校,,,,35.76336689,139.5801642,,,投票所,第55投票区
131202,131202R00056,131202R00056,大泉西中学校,,,,35.75830327,139.5805187,,,投票所,第56投票区
131202,131202R00057,131202R00057,大泉第四小学校,,,,35.75527346,139.5732513,,,投票所,第57投票区
131202,131202R00058,131202R00058,大泉第二小学校,,,,35.74442498,139.5734166,,,投票所,第58投票区
131202,131202R00059,131202R00059,大泉学園桜小学校,,,,35.77749521,139.5922351,,,投票所,第59投票区
131202,131202R00060,131202R00060,大泉第六小学校,,,,35.75121371,139.5712414,,,投票所,第60投票区
131202,131202R00061,131202R00061,光が丘第八小学校,,,,35.76827468,139.6374753,,,投票所,第61投票区
131202,131202R00062,131202R00062,光が丘四季の香小学校,,,,35.76180815,139.6242994,,,投票所,第62投票区
