階層コード,地域コード,地域,人口総数／2024-01-01,人口総数／2023-12-01,人口総数／2023-01-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13911902,13916452,13841665,-4550,-0.03 ,70237,0.51 
1,13100,区部,9643024,9646255,9569211,-3231,-0.03 ,73813,0.77 
1,13200,市部,4190134,4191367,4192930,-1233,-0.03 ,-2796,-0.07 
1,13300,郡部,54951,54975,55354,-24,-0.04 ,-403,-0.73 
1,13350,島部,23793,23855,24170,-62,-0.26 ,-377,-1.56 
,,,,,,,,,
住民基本台帳による世帯と人口_令和6年1月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
