階層コード,地域コード,地域,人口総数／2024-02-01,人口総数／2024-01-01,人口総数／2023-02-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13910355,13911902,13837834,-1547,-0.01 ,72521,0.52 
1,13100,区部,9644281,9643024,9568507,1257,0.01 ,75774,0.79 
1,13200,市部,4187412,4190134,4189940,-2722,-0.06 ,-2528,-0.06 
1,13300,郡部,54921,54951,55254,-30,-0.05 ,-333,-0.60 
1,13350,島部,23741,23793,24133,-52,-0.22 ,-392,-1.62 
,,,,,,,,,
住民基本台帳による世帯と人口_令和6年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
