区分,L-1／宅地構成比(%),L-2／その他構成比(%),L-3／公園等構成比(%),L-4／未利用地等構成比(%),L-5／道路等構成比(%),L-6／農用地構成比(%),L-7／水面構成比(%),L-8／森林構成比(%),L-9／原野構成比(%)
H19(2007),53.9,5.1,5.4,3.1,16.7,8.9,0.9,4.5,1.4
H24(2012),54.8,4.9,5.5,3.3,17.1,8.1,0.9,4.3,1.3
